time/episodes,time/total timesteps,time/fps,rollout/success rate,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
741,57244,4,0.47,11625,64.13,-896.2118622300001,98135.369140625,0.001,1806.21552734375,57140
742,57249,4,0.48,11627,63.18,-887.0067924,,,,
743,57349,4,0.48,11650,63.18,-885.4671618599999,60147.45634765625,0.001,1825.2671997070313,57240
744,57449,4,0.48,11669,63.18,-947.3998696400001,99701.48911132812,0.001,1834.0870239257813,57340
745,57549,4,0.48,11684,63.18,-950.0685486900001,73081.39091796875,0.001,1824.4485961914063,57440
746,57559,4,0.48,11687,63.09,-949.78677832,,,,
747,57615,4,0.48,11698,63.6,-964.2001625700001,84256.2607421875,0.001,1833.6575805664063,57500
748,57623,4,0.49,11700,62.68,-945.67711935,100056.63642578125,0.001,1819.0197631835938,57520
749,57641,4,0.5,11705,61.86,-930.00419051,86219.02626953126,0.001,1823.7373046875,57540
750,57741,4,0.5,11723,61.86,-937.6505847299999,71516.44584960937,0.001,1830.47353515625,57640
751,57841,4,0.5,11744,61.86,-917.9953388499998,102436.649609375,0.001,1842.3666381835938,57740
752,57855,4,0.5,11748,61.57,-912.08517296,,,,
753,57887,4,0.51,11757,60.89,-906.4244975899998,116834.4408203125,0.001,1831.4329467773437,57780
754,57894,4,0.52,11759,59.96,-836.4692067399999,,,,
755,57994,4,0.52,11775,59.96,-848.4963232,103038.29848632813,0.001,1826.818798828125,57880
756,58052,4,0.53,11789,59.54,-837.61492811,82663.892578125,0.001,1845.2850952148438,57940
757,58152,4,0.52,11807,60.52,-841.27120324,68865.6373046875,0.001,1818.9336547851562,58040
758,58252,4,0.51,11824,61.5,-854.87565634,85984.86904296876,0.001,1846.3623779296875,58140
759,58256,4,0.51,11825,60.62,-842.039075,,,,
760,58356,4,0.5,11847,61.52,-870.55953977,72990.75439453125,0.001,1836.6738891601562,58240
761,58362,4,0.5,11849,61.31,-861.0719832000001,84450.9546875,0.001,1829.1124389648437,58260
762,58434,4,0.51,11862,61.03,-860.8950192000001,98992.3544921875,0.001,1835.4887084960938,58320
763,58462,4,0.52,11869,60.31,-850.6918504800001,81392.071875,0.001,1821.9145874023438,58360
764,58470,4,0.53,11872,59.39,-823.69027887,,,,
765,58497,4,0.53,11879,59.04,-823.5137308600001,81430.5630859375,0.001,1847.131103515625,58380
766,58597,4,0.53,11898,59.04,-793.25201495,71948.3869140625,0.001,1836.4271362304687,58480
767,58697,4,0.52,11921,59.92,-796.18681719,78141.86484375,0.001,1834.6541870117187,58580
768,58724,4,0.52,11928,60.1,-799.76411327,76145.4865234375,0.001,1855.1231567382813,58620
769,58824,4,0.52,11942,60.1,-789.10757562,68909.778515625,0.001,1829.4836791992188,58720
770,58830,4,0.53,11944,59.16,-779.9942152899999,,,,
771,58930,4,0.52,11964,59.96,-784.29345713,86795.60869140625,0.001,1835.5271606445312,58820
772,58934,4,0.52,11966,59.93,-783.3504678100003,,,,
773,59034,4,0.51,11984,60.48,-817.3739971100002,76606.40224609376,0.001,1846.2665771484376,58920
774,59045,4,0.51,11987,59.71,-802.3587999900001,113776.62734375,0.001,1814.0440307617187,58940
775,59057,4,0.51,11990,59.79,-801.6434926400002,,,,
776,59073,4,0.52,11994,58.95,-796.35769386,85256.70942382813,0.001,1831.1098388671876,58960
777,59173,4,0.52,12020,58.95,-797.9440046300001,82368.31025390625,0.001,1837.572509765625,59060
778,59273,4,0.52,12041,58.95,-790.95886836,120291.996484375,0.001,1836.4544677734375,59160
779,59368,4,0.52,12058,59.87,-801.0957383600002,106370.8880859375,0.001,1848.2224487304688,59260
780,59468,4,0.52,12083,59.87,-777.4868116600001,74050.925390625,0.001,1847.8898681640626,59360
781,59568,4,0.52,12106,59.87,-795.0557698200001,83747.98779296875,0.001,1844.7924072265625,59460
782,59570,4,0.52,12107,59.68,-794.0309315700001,,,,
783,59604,4,0.53,12116,59.02,-786.90286737,117484.31220703125,0.001,1862.9633911132812,59500
784,59704,4,0.52,12142,59.76,-797.20714622,99880.38095703124,0.001,1829.7958862304688,59600
785,59714,4,0.53,12144,58.86,-784.9204213400001,,,,
786,59783,4,0.54,12162,58.55,-783.3174388699999,98717.5546875,0.001,1852.7159912109375,59680
787,59793,4,0.54,12164,58.51,-783.43790987,,,,
788,59893,4,0.53,12187,59.41,-789.64476833,83361.0974609375,0.001,1852.90478515625,59780
789,59993,4,0.53,12208,59.41,-771.0742734099999,89957.1306640625,0.001,1857.8834838867188,59880
790,60082,4,0.54,12225,59.3,-766.3022935199999,98093.12470703125,0.001,1870.1349243164063,59980
791,60101,4,0.55,12230,58.49,-724.3692668299998,135760.10576171876,0.001,1853.2508911132813,60000
792,60201,4,0.54,12251,59.39,-733.66472625,90329.585546875,0.001,1848.7857421875,60100
793,60301,4,0.53,12268,60.28,-741.9724667699999,95170.9333984375,0.001,1864.7761474609374,60200
794,60401,4,0.53,12286,60.28,-734.0989633900001,87098.6037109375,0.001,1875.7314086914062,60300
795,60501,4,0.53,12304,60.28,-729.7571852000001,132938.4900390625,0.001,1834.6696166992188,60400
796,60513,4,0.54,12307,59.4,-701.59233364,,,,
797,60613,4,0.54,12330,59.4,-693.8904973299999,73087.07998046876,0.001,1858.9924926757812,60500
798,60713,4,0.54,12351,59.4,-693.77209861,102303.14970703125,0.001,1854.8640502929688,60600
799,60813,4,0.53,12372,60.21,-701.8479676999999,67346.60927734376,0.001,1835.3295532226562,60700
800,60844,4,0.54,12379,59.52,-698.4049943,97248.07080078125,0.001,1852.5540893554687,60740
801,60935,4,0.55,12397,59.43,-698.25628577,112255.463671875,0.001,1846.7996704101563,60820
802,61035,4,0.54,12418,60.07,-715.1972180500001,96174.53212890626,0.001,1860.3381713867188,60920
803,61135,4,0.54,12446,60.07,-759.1951800400001,104043.98403320313,0.001,1844.4436645507812,61020
804,61235,4,0.53,12465,60.78,-767.53197144,68642.06640625,0.001,1844.5564453125,61120
805,61248,4,0.53,12467,60.35,-761.38458167,119734.507421875,0.001,1839.4053833007813,61140
806,61348,4,0.53,12491,60.35,-765.77956195,97056.87861328125,0.001,1866.4294799804688,61240
807,61375,4,0.53,12499,60.38,-767.2258617499999,93028.451953125,0.001,1870.5184448242187,61260
808,61378,4,0.54,12500,59.41,-761.7961109,,,,
809,61433,4,0.54,12513,59.68,-758.65962973,83844.51064453126,0.001,1863.1516845703125,61320
810,61533,4,0.54,12536,59.68,-737.4068823099999,91345.55830078125,0.001,1870.5411987304688,61420
811,61545,4,0.54,12539,59.7,-737.32909066,68079.61181640625,0.001,1866.6505981445312,61440
812,61645,4,0.54,12564,59.7,-707.6739349799999,94188.66494140626,0.001,1870.0108764648437,61540
813,61745,4,0.53,12583,60.53,-716.33039878,84271.62451171875,0.001,1886.8841430664063,61640
814,61845,4,0.52,12602,61.46,-725.2519086899999,103835.35166015624,0.001,1866.3164306640624,61740
815,61945,4,0.51,12626,62.11,-761.6055917299999,89496.04873046876,0.001,1845.4292846679687,61840
816,61955,4,0.51,12629,61.97,-763.8586623699999,,,,
817,62055,4,0.5,12651,62.88,-773.4320120799998,97481.24560546875,0.001,1837.3311157226562,61940
818,62155,4,0.5,12671,62.88,-774.4779864200001,80277.4646484375,0.001,1878.5657592773437,62040
819,62255,4,0.5,12687,62.88,-777.81906672,83286.74716796874,0.001,1849.1839477539063,62140
820,62323,4,0.51,12700,62.56,-774.82625703,108265.70107421876,0.001,1851.0208251953125,62220
821,62358,4,0.51,12709,62.8,-773.88363109,99179.60810546875,0.001,1870.2535522460937,62240
822,62458,4,0.5,12730,63.67,-781.1970589099999,87886.21298828124,0.001,1884.2319702148438,62340
823,62558,4,0.49,12754,64.62,-787.6613354299998,103332.48095703125,0.001,1897.6169799804688,62440
824,62658,4,0.49,12774,64.62,-781.3364628399999,90561.68505859375,0.001,1877.7849975585937,62540
825,62662,4,0.5,12775,63.66,-776.5020745899998,71969.43330078125,0.001,1862.6122192382813,62560
826,62762,4,0.5,12800,63.66,-782.58074916,89650.70205078126,0.001,1882.662744140625,62660
827,62862,4,0.49,12825,64.16,-788.8119276900001,75738.53134765624,0.001,1891.2731079101563,62760
828,62962,4,0.48,12847,64.76,-801.0514551300002,82270.30805664063,0.001,1879.0641967773438,62860
829,62988,4,0.48,12852,64.72,-800.7434135000002,127048.58310546874,0.001,1862.3228759765625,62880
830,62990,4,0.48,12853,64.02,-797.94283102,,,,
831,63088,4,0.48,12874,64.75,-800.2200784,107488.8310546875,0.001,1868.8811401367188,62980
832,63097,4,0.48,12876,64.74,-800.2637323599998,,,,
833,63157,4,0.48,12891,65.27,-802.2480880799999,64889.9041015625,0.001,1880.836279296875,63040
834,63257,4,0.48,12912,65.27,-796.33870687,116256.28017578126,0.001,1860.8099853515625,63140
835,63357,4,0.47,12934,66.2,-805.0270975500002,112229.337109375,0.001,1905.2557861328125,63240
836,63457,4,0.47,12954,66.2,-805.23121158,118206.1083984375,0.001,1876.1738891601562,63340
837,63557,4,0.47,12976,66.2,-803.1947759400001,120634.26337890625,0.001,1869.6530883789062,63440
838,63657,4,0.46,12997,67.13,-829.61693435,103273.59931640625,0.001,1882.1549194335937,63540
839,63658,4,0.47,12998,66.14,-820.43692616,,,,
840,63680,4,0.48,13003,65.36,-816.59457484,103161.71474609376,0.001,1917.009326171875,63560
841,63780,4,0.48,13021,65.36,-821.4026029400001,83475.33383789062,0.001,1883.014697265625,63660
842,63880,4,0.47,13038,66.31,-925.60088111,124408.2232421875,0.001,1893.2476440429687,63760
843,63882,4,0.48,13039,65.33,-920.1488467200002,77277.2888671875,0.001,1896.3653076171875,63780
844,63982,4,0.48,13066,65.33,-877.6190858599999,99020.2859375,0.001,1887.8968994140625,63880
845,64043,4,0.49,13079,64.94,-873.5592303600001,85457.60654296874,0.001,1871.9221923828125,63940
846,64052,4,0.49,13081,64.93,-873.5594704399998,,,,
847,64152,4,0.48,13096,65.37,-867.79647735,104225.1216796875,0.001,1867.5851928710938,64040
848,64156,4,0.48,13098,65.33,-867.6229624700001,,,,
849,64167,4,0.48,13101,65.26,-865.7864005300002,93030.4337890625,0.001,1881.3622680664062,64060
850,64267,4,0.48,13118,65.26,-873.6363628700002,105116.78212890626,0.001,1910.4946899414062,64160
851,64276,4,0.49,13121,64.35,-855.06600933,,,,
852,64376,4,0.48,13139,65.21,-861.23505032,85922.7947265625,0.001,1911.1620239257813,64260
853,64476,4,0.47,13160,65.89,-861.96337168,105099.90400390625,0.001,1874.3137573242188,64360
854,64484,4,0.47,13163,65.9,-862.01018548,64250.483203125,0.001,1897.9777099609375,64380
855,64499,4,0.48,13167,65.05,-841.4970719700001,,,,
856,64599,4,0.47,13186,65.47,-879.6053000000002,111858.1482421875,0.001,1893.5355834960938,64480
857,64678,4,0.48,13202,65.26,-880.5141618100002,74943.1484375,0.001,1914.6284545898438,64560
858,64778,4,0.48,13222,65.26,-873.47049442,126663.0998046875,0.001,1894.0963623046875,64660
859,64878,4,0.47,13241,66.22,-909.6225718599999,114623.0453125,0.001,1881.65947265625,64760
860,64978,4,0.47,13262,66.22,-911.1433339099999,98140.5611328125,0.001,1881.1514282226562,64860
861,65078,4,0.46,13284,67.16,-979.1315650000001,114454.02861328125,0.001,1885.67802734375,64960
862,65178,4,0.45,13308,67.44,-978.2213316200001,89088.769921875,0.001,1893.5538208007813,65060
863,65186,4,0.45,13310,67.24,-977.4335152300002,95147.57431640624,0.001,1949.69853515625,65080
864,65286,4,0.44,13329,68.16,-984.7094360600001,95870.69345703124,0.001,1911.7271118164062,65180
865,65293,4,0.44,13330,67.96,-983.76110337,,,,
866,65393,4,0.44,13353,67.96,-992.71840209,119706.95439453125,0.001,1868.6233032226562,65280
867,65493,4,0.44,13371,67.96,-1063.46167396,78450.7892578125,0.001,1893.5432495117188,65380
868,65498,4,0.44,13373,67.74,-1060.6814052999998,,,,
869,65517,4,0.45,13377,66.93,-1062.27607551,106289.05234375,0.001,1907.2011596679688,65400
870,65551,4,0.45,13384,67.21,-1063.95887872,84628.336328125,0.001,1917.2243896484374,65440
871,65579,4,0.46,13391,66.49,-1057.6306866999998,122876.5953125,0.001,1895.8923217773438,65460
872,65625,4,0.46,13402,66.91,-1063.2866072,110111.9560546875,0.001,1880.8728149414062,65520
873,65718,4,0.47,13419,66.84,-1040.6396094299998,105894.46997070312,0.001,1920.0242797851563,65600
874,65722,4,0.47,13421,66.77,-1042.27599788,92640.076953125,0.001,1912.5867797851563,65620
875,65822,4,0.46,13440,67.65,-1058.33725892,64838.603125,0.001,1924.7533447265625,65720
876,65828,4,0.46,13442,67.55,-1057.69635755,,,,
877,65868,4,0.47,13452,66.95,-1052.87488438,92149.13916015625,0.001,1879.8376708984374,65760
878,65892,4,0.48,13459,66.19,-1045.96486441,93814.0720703125,0.001,1891.6716430664062,65780
879,65992,4,0.47,13479,66.24,-1047.43046039,98091.3830078125,0.001,1896.2174560546875,65880
880,66092,4,0.47,13497,66.24,-1047.63755153,87611.45703125,0.001,1920.0612426757812,65980
881,66192,4,0.47,13516,66.24,-1038.40330594,77758.1455078125,0.001,1923.1485229492187,66080
882,66266,4,0.47,13532,66.96,-1041.9864771500002,85113.00498046874,0.001,1929.96884765625,66160
883,66366,4,0.46,13552,67.62,-1051.8247017200001,84215.0806640625,0.001,1893.353759765625,66260
884,66373,4,0.47,13554,66.69,-1039.4139899600002,,,,
885,66393,4,0.47,13561,66.79,-1040.1721380300003,123659.04365234375,0.001,1932.2765258789063,66280
886,66466,4,0.47,13576,66.83,-1040.57977479,119863.85048828126,0.001,1913.2276123046875,66360
887,66566,4,0.46,13594,67.73,-1047.2384480300002,95556.41240234375,0.001,1897.3724243164063,66460
888,66587,4,0.47,13598,66.94,-1041.37888682,111739.0328125,0.001,1897.3385864257812,66480
889,66687,4,0.47,13618,66.94,-1040.5989481200002,70784.11201171875,0.001,1914.0177001953125,66580
890,66703,4,0.47,13622,66.21,-1037.07432019,91607.86484375,0.001,1898.555810546875,66600
891,66803,4,0.46,13641,67.02,-1057.72930824,111121.78046875,0.001,1953.96259765625,66700
892,66817,4,0.47,13645,66.16,-1048.5298362599997,,,,
893,66830,4,0.48,13649,65.29,-1040.2414937099998,137659.52041015626,0.001,1879.3683471679688,66720
894,66930,4,0.48,13668,65.29,-1040.7055679799998,61704.70009765625,0.001,1933.7075561523438,66820
895,67030,4,0.48,13683,65.29,-1045.5371286099999,109823.55263671876,0.001,1939.3892822265625,66920
896,67099,4,0.48,13700,65.86,-1049.8415837999999,84318.869140625,0.001,1920.4354858398438,66980
897,67112,4,0.49,13704,64.99,-1046.59081656,118382.92392578124,0.001,1906.9614013671876,67000
898,67117,4,0.5,13706,64.04,-1038.8843754999998,,,,
899,67135,4,0.51,13710,63.22,-1030.68177406,104910.75234375,0.001,1891.9320190429687,67020
900,67139,4,0.51,13712,62.95,-1027.0105915899999,,,,
901,67239,4,0.5,13732,63.04,-1039.21441783,120188.226953125,0.001,1931.81025390625,67120
902,67262,4,0.51,13737,62.27,-1021.80701763,121137.9099609375,0.001,1917.884375,67160
903,67336,4,0.52,13754,62.01,-976.6961318499999,95945.63857421876,0.001,1923.4104614257812,67220
904,67344,4,0.53,13757,61.09,-965.6174659100002,91390.901171875,0.001,1917.7299194335938,67240
905,67363,4,0.53,13761,61.15,-968.32409218,95980.4576171875,0.001,1921.4955200195313,67260
906,67463,4,0.53,13782,61.15,-962.3461453400002,115101.92548828125,0.001,1944.5816650390625,67360
907,67563,4,0.52,13802,61.88,-999.2501974800001,103720.49306640626,0.001,1937.1753784179687,67460
908,67663,4,0.51,13827,62.85,-1007.4489715000002,98015.995703125,0.001,1909.6531616210937,67560
909,67708,4,0.51,13839,62.75,-999.7142324900001,98054.65888671875,0.001,1948.0857055664062,67600
910,67713,4,0.52,13840,61.8,-986.6430881300001,,,,
911,67717,4,0.52,13842,61.72,-986.4050109099999,,,,
912,67721,4,0.53,13843,60.76,-979.2051273399999,83471.52705078125,0.001,1929.6882690429688,67620
913,67821,4,0.53,13862,60.76,-975.3090965399999,113944.04921875,0.001,1926.242333984375,67720
914,67847,4,0.54,13870,60.02,-971.2853352499998,104904.79970703126,0.001,1931.1054565429688,67740
915,67947,4,0.54,13889,60.02,-942.3999712299999,97764.79951171875,0.001,1918.2167236328125,67840
916,67958,4,0.54,13891,60.03,-940.5304950599999,,,,
917,67966,4,0.55,13894,59.11,-933.12516143,77434.18994140625,0.001,1940.58759765625,67860
918,67985,4,0.56,13898,58.3,-924.6520881200001,94307.4658203125,0.001,1944.1069091796876,67880
919,68085,4,0.56,13919,58.3,-927.53934333,112446.08232421875,0.001,1909.102197265625,67980
920,68103,4,0.56,13924,57.8,-924.77409036,93418.559375,0.001,1942.0989868164063,68000
921,68112,4,0.56,13926,57.54,-923.3793716,,,,
922,68212,4,0.56,13945,57.54,-948.3445345800001,131685.3576171875,0.001,1914.4791625976563,68100
923,68312,4,0.56,13967,57.54,-947.68302495,116933.93583984375,0.001,1937.818896484375,68200
924,68412,4,0.56,13985,57.54,-954.79410689,106954.83203125,0.001,1945.0640747070313,68300
925,68454,4,0.56,13995,57.92,-956.24009316,80317.7591796875,0.001,1955.1542724609376,68340
926,68464,4,0.57,13998,57.02,-943.66985929,82733.2259765625,0.001,1930.8793212890625,68360
927,68557,4,0.58,14016,56.95,-951.4785684000001,113599.7900390625,0.001,1891.7354614257813,68440
928,68570,4,0.59,14020,56.08,-937.65880688,111695.4705078125,0.001,1950.4226440429688,68460
929,68670,4,0.58,14042,56.82,-944.1529972100002,109505.4607421875,0.001,1913.3897705078125,68560
930,68770,4,0.57,14062,57.8,-950.9325173900002,112801.2400390625,0.001,1922.9996704101563,68660
931,68800,4,0.57,14071,57.12,-945.2915335500002,106084.5880859375,0.001,1931.5435180664062,68680
932,68805,4,0.57,14073,57.08,-945.2081586500003,90378.18154296876,0.001,1918.6811645507812,68700
933,68905,4,0.56,14089,57.48,-950.7202315600002,141780.266796875,0.001,1919.437353515625,68800
934,68910,4,0.57,14091,56.53,-946.3795011300001,,,,
935,68914,4,0.58,14092,55.57,-937.5599038300002,,,,
936,69014,4,0.58,14113,55.57,-944.41663976,97173.46806640625,0.001,1930.5497802734376,68900
937,69031,4,0.59,14118,54.74,-941.40375831,98561.52529296876,0.001,1932.3170532226563,68920
938,69054,4,0.6,14124,53.97,-914.6237403900002,122305.696484375,0.001,1943.8286987304687,68940
939,69154,4,0.59,14144,54.96,-924.5053262200001,86009.01123046875,0.001,1914.1318359375,69040
940,69238,4,0.59,14159,55.58,-931.5184984600002,91515.5107421875,0.001,1945.0234008789062,69120
941,69338,4,0.59,14178,55.58,-920.2767582800001,104038.8935546875,0.001,1945.4694702148438,69220
942,69438,4,0.59,14200,55.58,-826.61109653,109464.07529296874,0.001,1936.992431640625,69320
943,69481,4,0.59,14210,55.99,-830.8027471800001,123683.2041015625,0.001,1899.5379272460937,69380
944,69490,4,0.6,14212,55.08,-805.4304608500001,,,,
945,69505,4,0.6,14216,54.62,-799.4749567500002,71555.541015625,0.001,1923.6014038085937,69400
946,69605,4,0.59,14237,55.53,-807.44055187,70582.015234375,0.001,1935.2972412109375,69500
947,69669,4,0.6,14249,55.17,-802.31029209,110249.5306640625,0.001,1928.5491088867188,69560
948,69769,4,0.59,14266,56.13,-832.5649002700001,89248.080859375,0.001,1938.242431640625,69660
949,69869,4,0.58,14282,57.02,-863.33486722,80785.1376953125,0.001,1927.6532958984376,69760
950,69969,4,0.58,14305,57.02,-852.68472376,83917.017578125,0.001,1898.9836059570312,69860
951,70010,4,0.58,14315,57.34,-855.8004024300001,94440.6998046875,0.001,1952.95400390625,69900
952,70057,4,0.59,14326,56.81,-852.7980616300001,80237.117578125,0.001,1925.8027465820312,69940
953,70078,4,0.6,14331,56.02,-850.7311721600001,94373.55947265626,0.001,1933.7231079101562,69960
954,70178,4,0.59,14344,56.94,-915.69727287,86497.21103515624,0.001,1945.2156616210937,70060
955,70195,4,0.59,14348,56.96,-915.8181989400001,95508.6748046875,0.001,1959.3877563476562,70080
956,70198,4,0.6,14349,55.99,-875.5268001300001,,,,
957,70298,4,0.59,14369,56.2,-898.29104752,108817.8529296875,0.001,1921.9451171875,70180
958,70303,4,0.6,14371,55.25,-892.95549744,66045.3296875,0.001,1940.8241088867187,70200
959,70312,4,0.61,14373,54.34,-855.81198847,,,,
960,70412,4,0.61,14399,54.34,-839.21812034,80496.9595703125,0.001,1956.4942504882813,70300
961,70428,4,0.62,14404,53.5,-771.58842937,117028.66005859376,0.001,1904.3036499023438,70320
962,70433,4,0.63,14405,52.55,-766.23408237,,,,
963,70478,4,0.63,14415,52.92,-773.2441739399998,82594.64560546874,0.001,1960.5064819335937,70360
964,70578,4,0.63,14429,52.92,-773.6675530699998,99774.18056640626,0.001,1949.5023315429687,70460
965,70624,4,0.63,14441,53.31,-774.9437531599999,88970.49873046875,0.001,1952.2638427734375,70520
966,70636,4,0.64,14444,52.43,-759.42058449,,,,
967,70736,4,0.64,14467,52.43,-690.45267381,100087.19775390625,0.001,1948.8880004882812,70620
968,70836,4,0.63,14490,53.38,-696.49583819,107691.64072265624,0.001,1972.8786010742188,70720
969,70906,4,0.63,14505,53.89,-691.44950294,109670.344140625,0.001,1918.58916015625,70800
970,71006,4,0.62,14524,54.55,-700.15524433,98801.779296875,0.001,1946.5644409179688,70900
971,71020,4,0.62,14528,54.41,-700.46359798,,,,
972,71053,4,0.62,14534,54.28,-695.9650151700001,100470.828515625,0.001,1955.3745849609375,70940
973,71153,4,0.61,14554,54.35,-693.7979964400001,105717.1693359375,0.001,1944.209130859375,71040
974,71166,4,0.61,14557,54.44,-692.00878933,124866.306640625,0.001,1961.828076171875,71060
975,71170,4,0.62,14559,53.48,-676.6427642799999,,,,
976,71203,4,0.62,14565,53.75,-677.6890611599999,119798.15888671875,0.001,1953.9110107421875,71100
977,71208,4,0.62,14567,53.4,-675.2967149600001,,,,
978,71232,4,0.62,14573,53.4,-675.8840454,106566.67431640625,0.001,1957.151513671875,71120
979,71272,4,0.63,14583,52.8,-667.9623129800003,65324.80888671875,0.001,1947.0017822265625,71160
980,71372,4,0.63,14604,52.8,-670.1984168399999,117254.41904296874,0.001,1911.644921875,71260
981,71472,4,0.63,14630,52.8,-664.33341526,115222.46884765624,0.001,1937.1110473632812,71360
982,71560,4,0.63,14647,52.94,-664.58626106,97299.3228515625,0.001,1927.9650146484375,71440
983,71574,4,0.64,14651,52.08,-649.0873570800001,116140.2171875,0.001,1969.7073486328125,71460
984,71674,4,0.63,14675,53.01,-654.30233591,96381.81689453125,0.001,1939.2735107421875,71560
985,71691,4,0.63,14679,52.98,-653.8716118700002,116740.08251953125,0.001,1942.9249633789063,71580
986,71703,4,0.63,14683,52.37,-648.6225301000001,114906.29189453126,0.001,1956.3193969726562,71600
987,71803,4,0.63,14703,52.37,-654.05704891,114392.931640625,0.001,1945.964013671875,71700
988,71809,4,0.63,14704,52.22,-653.58046108,,,,
989,71909,4,0.63,14726,52.22,-648.7174569800001,72017.2380859375,0.001,1948.2283935546875,71800
990,71947,4,0.63,14735,52.44,-649.9358369500001,84983.04130859375,0.001,1959.3942138671875,71840
991,72043,4,0.64,14758,52.4,-633.69765005,99893.9958984375,0.001,1955.29111328125,71940
992,72143,4,0.63,14774,53.26,-642.3185291899999,105138.372265625,0.001,1944.336279296875,72040
993,72149,4,0.63,14776,53.19,-642.07655498,,,,
994,72167,4,0.64,14781,52.37,-638.1167557900001,104393.1283203125,0.001,1942.9172119140626,72060
995,72267,4,0.64,14800,52.37,-638.65250388,74139.27890625,0.001,1940.2788208007812,72160
996,72285,4,0.64,14804,51.86,-631.77423908,121938.86240234374,0.001,1963.7500732421875,72180
997,72385,4,0.63,14823,52.73,-639.8419359300001,102033.3921875,0.001,1939.577978515625,72280
998,72410,4,0.63,14830,52.93,-642.0759464600001,118353.37197265626,0.001,1949.6176147460938,72300
999,72510,4,0.62,14848,53.75,-649.61110481,85512.30947265626,0.001,1954.3294067382812,72400
1000,72523,4,0.62,14852,53.84,-656.0858902900001,97648.27412109375,0.001,1956.8610229492188,72420
1001,72623,4,0.62,14873,53.84,-647.0302089300002,97154.79345703125,0.001,1955.338037109375,72520
1002,72631,4,0.62,14876,53.69,-647.5885099100001,,,,
1003,72731,4,0.61,14891,53.95,-653.9070609400002,127491.6017578125,0.001,1950.8501831054687,72620
1004,72734,4,0.61,14892,53.9,-654.7248454800001,,,,
1005,72834,4,0.6,14910,54.71,-657.99755068,83779.675390625,0.001,1923.3726684570313,72720
1006,72934,4,0.6,14933,54.71,-658.17619101,120879.36953125,0.001,1935.175341796875,72820
1007,72940,4,0.61,14936,53.77,-617.1088887,,,,
1008,72959,4,0.62,14941,52.96,-608.54360795,109441.28818359374,0.001,1964.5767456054687,72840
1009,73059,4,0.61,14959,53.51,-625.07792764,115501.0923828125,0.001,1964.259716796875,72940
1010,73159,4,0.6,14977,54.46,-631.56669043,97634.83935546875,0.001,1931.9846069335938,73040
1011,73166,4,0.6,14979,54.49,-631.72563036,101353.82666015625,0.001,1956.3707153320313,73060
1012,73266,4,0.59,14992,55.45,-732.46251849,123942.3552734375,0.001,1940.9880249023438,73160
1013,73279,4,0.6,14996,54.58,-726.4146434300002,,,,
1014,73310,4,0.6,15005,54.63,-722.87961798,95451.4421875,0.001,1934.3053955078126,73200
1015,73312,4,0.61,15006,53.65,-713.3860805400001,,,,
1016,73412,4,0.6,15030,54.54,-717.6787824500002,120295.8041015625,0.001,1920.8626220703125,73300
1017,73492,4,0.6,15046,55.26,-733.8370956,68716.4130859375,0.001,1978.0107177734376,73380
1018,73513,4,0.6,15051,55.28,-733.8423238200002,123500.9009765625,0.001,1949.3830688476562,73400
1019,73517,4,0.61,15053,54.32,-723.6695209700001,,,,
1020,73528,4,0.61,15056,54.25,-723.34335877,126324.20546875,0.001,1939.759130859375,73420
1021,73628,4,0.6,15077,55.16,-728.7649478999999,71701.20986328126,0.001,1964.5638061523437,73520
1022,73630,4,0.61,15078,54.18,-695.8442888400001,,,,
1023,73637,4,0.62,15080,53.25,-690.16639717,,,,
1024,73737,4,0.62,15100,53.25,-687.7631690999999,119225.73515625,0.001,1947.4699462890626,73620
1025,73810,4,0.62,15112,53.56,-688.8826353400001,100387.257421875,0.001,1949.224755859375,73700
1026,73910,4,0.61,15131,54.46,-701.94302741,94487.00859375,0.001,1983.6762939453124,73800
1027,73938,4,0.61,15137,53.81,-687.2940678400003,78267.6208984375,0.001,1978.55966796875,73820
1028,73969,4,0.61,15145,53.99,-698.6973062900001,107926.57587890625,0.001,1945.8931884765625,73860
1029,74069,4,0.61,15168,53.99,-698.05001418,84203.351953125,0.001,1929.5032592773437,73960
1030,74095,4,0.62,15174,53.25,-693.32938253,115381.6345703125,0.001,1955.509033203125,73980
1031,74143,4,0.62,15185,53.43,-695.8736433600002,110115.7763671875,0.001,1942.5262573242187,74040
1032,74243,4,0.61,15203,54.38,-706.3377395800001,83922.063671875,0.001,1960.522705078125,74140
1033,74343,4,0.61,15227,54.38,-717.1595515700001,119549.76904296875,0.001,1936.9279907226562,74240
1034,74357,4,0.61,15232,54.47,-717.6250192399999,,,,
1035,74364,4,0.61,15235,54.5,-717.76547957,117178.97587890625,0.001,1942.712744140625,74260
1036,74464,4,0.61,15259,54.5,-714.9825197799998,97227.08056640625,0.001,1932.1224487304687,74360
1037,74512,4,0.61,15269,54.81,-717.46605676,140957.62333984376,0.001,1956.9927124023438,74400
1038,74612,4,0.6,15297,55.58,-743.37880338,140130.06455078124,0.001,1930.266943359375,74500
1039,74712,4,0.6,15317,55.58,-742.7578817300001,101330.22451171876,0.001,1955.35234375,74600
1040,74812,4,0.59,15339,55.74,-739.9933079300001,102921.3072265625,0.001,1976.8726196289062,74700
