rollout/success rate,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total timesteps,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/fps,train/critic_loss
0.26,351340,20639,7319,86.0,351464,-421.03860710000004,9345.35771484375,0.001,17,2148605.0203125
0.26,351440,20653,7320,86.0,351564,-419.2594494,9426.9994140625,0.001,17,1968090.0171875
0.26,351540,20667,7321,86.0,351664,-419.7927865099999,9430.4466796875,0.001,17,1853553.45
0.26,351640,20679,7322,86.0,351764,-424.4109602399999,9385.6517578125,0.001,17,2395319.70625
0.26,351740,20692,7323,86.0,351864,-427.16464328999996,9355.36025390625,0.001,17,2262914.2484375
0.25,351840,20704,7324,86.54,351964,-430.59811991999993,9287.1896484375,0.001,16,2391075.30625
0.24,351940,20717,7325,87.37,352064,-438.2255013800001,9374.61689453125,0.001,16,2275586.3421875
0.23,352040,20730,7326,88.04,352164,-443.09357409999996,9458.078515625,0.001,16,2248582.33203125
0.24,352060,20733,7327,87.22,352182,-435.88754195,9347.8849609375,0.001,16,2089719.82578125
0.25,352120,20742,7328,86.87,352247,-436.33187983999994,9424.44638671875,0.001,16,2460993.4390625
0.25,352220,20755,7329,86.87,352347,-434.40720502000005,9419.39931640625,0.001,16,2478808.0703125
0.25,352320,20767,7330,86.87,352447,-434.93026443,9380.31015625,0.001,16,1984181.2421875
0.25,352420,20779,7331,86.87,352547,-437.41832962000007,9442.03330078125,0.001,16,2136426.74765625
0.25,352520,20790,7332,86.87,352647,-434.98455208000007,9389.92734375,0.001,16,2193442.5109375
0.26,,20791,7333,85.95,352655,-431.74107625,,,16,
0.27,352620,20803,7334,85.83,352743,-427.93995892000004,9440.118359375,0.001,16,1934554.5171875
0.27,352720,20817,7335,85.83,352843,-425.93155868,9450.8837890625,0.001,16,2386283.71953125
0.27,352820,20831,7336,85.83,352943,-430.36282543999994,9520.46796875,0.001,16,1439200.4734375
0.27,352920,20844,7337,85.83,353043,-436.16216806999995,9439.21611328125,0.001,16,1890172.6265625
0.27,353020,20857,7338,85.83,353143,-432.83118119,9480.22021484375,0.001,16,1326827.65234375
0.26,353120,20867,7339,86.62,353243,-435.9865245699999,9474.1021484375,0.001,16,1687169.74765625
0.27,353140,20871,7340,85.88,353269,-432.00128189000003,9505.3158203125,0.001,16,1918028.66015625
0.26,353240,20883,7341,86.69,353369,-439.42284043,9481.50517578125,0.001,16,1691391.153125
0.25,353340,20898,7342,86.72,353469,-445.27468343,9535.81826171875,0.001,16,1970149.1859375
0.25,353440,20910,7343,86.72,353569,-446.73016447000003,9447.8,0.001,16,2483758.9390625
0.25,353460,20913,7344,86.61,353588,-446.46267407999994,9508.5552734375,0.001,16,1799715.41875
0.26,353480,20917,7345,85.9,353617,-445.21492250999995,9520.97861328125,0.001,16,1895375.53984375
0.26,353580,20928,7346,85.9,353717,-441.79388025999987,9452.098828125,0.001,16,2104076.946875
0.26,353680,20941,7347,85.9,353817,-437.6161938099999,9472.14423828125,0.001,16,1983568.165625
0.26,353780,20954,7348,85.9,353917,-431.40421968999993,9575.04931640625,0.001,16,1576589.1953125
0.26,353880,20965,7349,85.9,354017,-436.67865588999996,9570.032421875,0.001,16,1798821.6484375
0.27,353920,20969,7350,85.17,354044,-435.45980887999997,9415.76806640625,0.001,16,2293081.646875
0.26,354020,20982,7351,85.61,354144,-437.94473911,9473.63017578125,0.001,16,2522536.69375
0.26,354120,20996,7352,85.61,354244,-436.27833674,9588.9984375,0.001,16,1772862.33203125
0.26,354220,21009,7353,85.61,354344,-438.14336363000007,9488.2775390625,0.001,16,2465616.77265625
0.26,354320,21023,7354,85.61,354444,-440.73561718,9592.73291015625,0.001,16,1641935.08125
0.26,354420,21036,7355,85.61,354544,-437.44348966999996,9503.4181640625,0.001,16,2467488.97421875
0.26,354520,21048,7356,85.61,354644,-439.08972869999997,9530.2080078125,0.001,16,2039576.13125
0.27,354560,21055,7357,85.0,354683,-434.34461430999994,9554.4107421875,0.001,16,2517986.059375
0.26,354660,21068,7358,85.59,354783,-438.19330723,9566.6310546875,0.001,16,1490846.36875
0.26,354760,21079,7359,85.59,354883,-440.93940556999996,9516.12841796875,0.001,16,2551474.00546875
0.26,354860,21091,7360,85.59,354983,-439.50803720999994,9537.65732421875,0.001,16,2852794.3625
0.26,354960,21106,7361,85.59,355083,-441.69467719999994,9584.09189453125,0.001,16,2031307.9515625
0.26,355060,21121,7362,85.59,355183,-433.74946041,9509.3443359375,0.001,16,3247916.240625
0.26,355160,21135,7363,85.59,355283,-432.97760915,9592.48955078125,0.001,16,2102143.5890625
0.25,355260,21146,7364,85.99,355383,-438.44220314,9553.25107421875,0.001,16,2130762.771875
0.25,355360,21159,7365,85.99,355483,-441.9407303699999,9632.93017578125,0.001,16,1890298.36640625
0.24,355460,21172,7366,86.27,355583,-449.60568384,9594.3634765625,0.001,16,2201628.7875
0.24,355560,21185,7367,86.27,355683,-453.55359748,9620.4986328125,0.001,16,2568209.98984375
0.24,355660,21199,7368,86.27,355783,-459.93947962,9615.439453125,0.001,16,2285095.3640625
0.24,,21200,7369,86.08,355790,-460.04214503,,,16,
0.24,355760,21213,7370,86.08,355890,-468.22838145000003,9564.8240234375,0.001,16,2161295.0828125
0.24,355800,21219,7371,86.35,355934,-467.77239971,9548.03740234375,0.001,16,2893010.446875
0.23,355900,21232,7372,87.09,356034,-473.2862193099999,9528.95361328125,0.001,16,2132431.56875
0.24,355940,21239,7373,86.53,356078,-471.92341240999997,9582.64091796875,0.001,16,2356123.209375
0.24,356040,21250,7374,86.53,356178,-478.63841439,9627.61337890625,0.001,16,2250000.415625
0.24,356140,21265,7375,86.53,356278,-474.07669647,9635.586328125,0.001,16,1945840.3234375
0.24,356220,21277,7376,86.99,356360,-475.58338068000006,9615.134375,0.001,16,1875859.7859375
0.25,356240,21278,7377,86.05,356366,-472.41502255,9646.76044921875,0.001,16,2302346.6109375
0.24,356340,21292,7378,86.3,356466,-478.6641415700001,9639.11083984375,0.001,16,2545216.6125
0.23,356440,21303,7379,86.79,356566,-486.2536243300001,9593.9642578125,0.001,16,1838253.8546875
0.22,356540,21317,7380,87.15,356666,-486.47256348,9603.34697265625,0.001,16,2193626.184375
0.22,356560,21319,7381,86.74,356681,-487.10869403000004,9667.70283203125,0.001,16,2335633.66875
0.21,356660,21333,7382,87.49,356781,-490.33296740000014,9639.4029296875,0.001,16,2013453.4125
0.21,356760,21345,7383,87.49,356881,-493.0083468600001,9648.93544921875,0.001,16,1649346.96875
0.21,356860,21357,7384,87.49,356981,-493.3649648000001,9699.9419921875,0.001,16,1809103.90703125
0.21,356960,21371,7385,87.49,357081,-496.90285567,9695.28330078125,0.001,16,2368902.28203125
0.21,357060,21386,7386,87.49,357181,-494.44899410000005,9684.7587890625,0.001,16,2315861.90859375
0.2,357160,21402,7387,87.64,357281,-496.29961137000004,9693.61416015625,0.001,16,2060800.2265625
0.21,357240,21415,7388,87.54,357371,-489.6493372,9753.78203125,0.001,16,1539554.7234375
0.22,,21416,7389,86.61,357378,-479.299307,,,16,
0.21,357340,21429,7390,86.78,357478,-483.01844898999997,9649.60859375,0.001,16,2806237.11875
0.21,357440,21441,7391,86.78,357578,-484.08675044000006,9742.43984375,0.001,16,2854811.625
0.21,357540,21453,7392,86.78,357678,-481.61308757,9674.17265625,0.001,16,2385257.228125
0.22,357580,21456,7393,86.01,357701,-473.85282199,9703.38203125,0.001,16,2092811.1796875
0.23,,21458,7394,85.13,357713,-469.16419308,,,16,
0.23,357680,21473,7395,85.13,357813,-468.43798098999997,9721.47587890625,0.001,16,1836982.16875
0.23,357780,21485,7396,85.13,357913,-463.90088396,9787.5548828125,0.001,16,1791103.465625
0.23,357880,21498,7397,85.13,358013,-463.41931155,9736.8681640625,0.001,16,2301397.8109375
0.23,357980,21513,7398,85.13,358113,-467.29817230000003,9703.1935546875,0.001,16,1953011.9984375
0.23,358080,21526,7399,85.13,358213,-463.74413255,9774.47509765625,0.001,16,1382933.428125
0.23,358180,21540,7400,85.13,358313,-454.53471681999997,9794.84482421875,0.001,16,2402384.6984375
0.23,358280,21554,7401,85.13,358413,-457.54835004,9813.97744140625,0.001,16,1787805.4109375
0.22,358380,21567,7402,85.79,358513,-462.44061117999996,9748.7376953125,0.001,16,2633880.75078125
0.22,358480,21579,7403,85.79,358613,-460.50049244,9823.24599609375,0.001,16,2235723.0265625
0.22,358580,21593,7404,85.79,358713,-457.6932730599999,9846.398828125,0.001,16,2545338.8
0.22,358680,21606,7405,85.79,358813,-459.2123598,9802.2224609375,0.001,16,3146247.909375
0.22,358780,21620,7406,85.79,358913,-457.94141779,9814.88486328125,0.001,16,2081122.6078125
0.22,358880,21634,7407,85.79,359013,-452.84537574,9847.0703125,0.001,16,1674420.88515625
0.21,358980,21647,7408,86.47,359113,-457.56639827,9821.2150390625,0.001,16,2201279.34765625
0.22,359060,21658,7409,86.29,359195,-456.59214594,9754.069921875,0.001,16,2648915.003125
0.22,359160,21672,7410,86.29,359295,-457.26484701000004,9791.48466796875,0.001,16,2585281.4875
0.22,359260,21687,7411,86.29,359395,-457.91496826,9850.77685546875,0.001,16,1689310.44375
0.23,359280,21689,7412,85.41,359407,-453.1009177799999,9755.87021484375,0.001,16,2715970.159375
0.23,359380,21703,7413,85.41,359507,-446.53436686999993,9795.09150390625,0.001,16,2800358.796875
0.23,359480,21717,7414,85.41,359607,-452.3630822399999,9793.78125,0.001,16,2715411.446875
0.23,359580,21729,7415,85.41,359707,-452.833111,9824.8267578125,0.001,16,1743360.503125
0.23,359680,21741,7416,85.41,359807,-458.72326757,9808.04189453125,0.001,16,2328814.63125
0.22,359780,21752,7417,85.75,359907,-460.60353195999994,9821.83232421875,0.001,16,1993739.75078125
0.22,359880,21763,7418,85.75,360007,-466.88350431,9936.71787109375,0.001,16,1800502.22734375
0.21,359980,21776,7419,86.43,360107,-472.36675787,9862.569140625,0.001,16,2374242.6890625
0.22,360060,21787,7420,86.28,360192,-470.94527668,9845.26982421875,0.001,16,2544509.9
0.22,360160,21798,7421,86.28,360292,-471.41959431,9855.12998046875,0.001,16,2338506.06328125
0.22,360260,21811,7422,86.28,360392,-464.65130061,9948.29541015625,0.001,16,1779276.0984375
0.22,360360,21825,7423,86.28,360492,-461.92147894000004,9927.97333984375,0.001,16,2199216.740625
0.22,360460,21837,7424,86.28,360592,-465.46261407,9896.90888671875,0.001,16,2227520.87421875
0.22,360560,21851,7425,86.28,360692,-464.15350581,9942.5638671875,0.001,16,2351639.0890625
0.22,360660,21864,7426,86.28,360792,-462.05823762,10001.43212890625,0.001,16,2193870.35
0.22,360740,21874,7427,86.9,360872,-464.02393899000003,9897.3681640625,0.001,16,2477396.1171875
0.21,360840,21886,7428,87.25,360972,-466.3780267,9915.1025390625,0.001,16,2005731.9171875
0.21,360940,21900,7429,87.25,361072,-463.05037166,9910.767578125,0.001,16,2442113.6390625
0.21,361040,21914,7430,87.25,361172,-461.6305677600001,9977.9240234375,0.001,16,1996858.63203125
0.21,361140,21927,7431,87.25,361272,-460.31676791000007,9994.8431640625,0.001,16,1998086.3578125
0.22,361160,21931,7432,86.5,361297,-452.77831678000007,9937.11123046875,0.001,16,1794448.784375
0.22,361180,21934,7433,86.64,361319,-453.6091008500001,9930.43232421875,0.001,16,2537498.3625
0.22,361220,21939,7434,86.09,361352,-453.25144909000005,9971.41357421875,0.001,16,2758871.10625
0.22,361320,21953,7435,86.09,361452,-453.32585139,9968.23916015625,0.001,16,1859777.6265625
0.22,361420,21966,7436,86.09,361552,-450.04398267000005,9939.266015625,0.001,16,2367260.909375
0.22,361520,21979,7437,86.09,361652,-445.40430818999994,9974.55556640625,0.001,16,2454139.6453125
0.23,361560,21984,7438,85.47,361690,-442.1108224499999,9962.13994140625,0.001,16,1462405.6625
0.24,361580,21986,7439,84.59,361702,-438.43302968999996,9941.38544921875,0.001,16,2546390.7515625
0.23,361680,21999,7440,85.33,361802,-444.61782081999996,9999.83779296875,0.001,16,1654031.94765625
0.24,361740,22008,7441,84.98,361867,-438.45623011,9944.3828125,0.001,16,2666705.51875
0.24,361840,22019,7442,84.98,361967,-435.25840029,9966.28994140625,0.001,16,2045208.2171875
0.24,361940,22032,7443,84.98,362067,-432.8431219599999,9950.6615234375,0.001,16,2623860.434375
0.23,362040,22045,7444,85.79,362167,-440.36115700000005,9961.67392578125,0.001,16,2238000.8515625
0.22,362140,22059,7445,86.5,362267,-444.96298757,10023.4353515625,0.001,16,1686040.659375
0.22,362240,22072,7446,86.5,362367,-450.37297284,10018.62119140625,0.001,16,2191977.4796875
0.23,362260,22076,7447,85.81,362398,-448.1468937300001,9968.01904296875,0.001,16,2272484.63125
0.23,362360,22090,7448,85.81,362498,-449.59222045999996,10006.97421875,0.001,16,2700849.6359375
0.24,362380,22093,7449,84.97,362514,-437.95622038999994,9940.9765625,0.001,16,1888608.6609375
0.23,362480,22106,7450,85.7,362614,-443.81212735,9957.240625,0.001,16,1817615.096875
0.24,362520,22111,7451,85.07,362651,-440.92039515000005,10064.57724609375,0.001,16,1909470.7375
0.24,362620,22126,7452,85.07,362751,-438.41992933000006,10012.508984375,0.001,16,2713198.8421875
0.25,362640,22129,7453,84.26,362770,-431.21947928000003,10022.0216796875,0.001,16,2472926.5109375
0.26,362660,22131,7454,83.41,362785,-425.58047028,9985.22919921875,0.001,16,2067391.41875
0.26,362760,22143,7455,83.41,362885,-429.06049473999997,10041.91533203125,0.001,16,2271660.98046875
0.26,362860,22157,7456,83.41,362985,-430.49311282,10047.95888671875,0.001,16,2013816.653125
0.25,362960,22170,7457,84.02,363085,-432.06092484,9994.8919921875,0.001,16,2782920.525
0.25,363060,22183,7458,84.02,363185,-432.62155782,10042.43603515625,0.001,16,2409372.22890625
0.25,363160,22197,7459,84.02,363285,-428.2992843299999,10069.3451171875,0.001,16,2116030.325
0.25,363260,22210,7460,84.02,363385,-428.52247145,10079.8095703125,0.001,16,2386959.46015625
0.26,363280,22213,7461,83.2,363403,-422.22543641000004,10095.1765625,0.001,16,2291947.8015625
0.26,363380,22225,7462,83.2,363503,-424.28051500999993,10021.3626953125,0.001,16,3065286.9
0.26,363480,22238,7463,83.2,363603,-425.54022585,10053.9119140625,0.001,16,2167890.81875
0.26,363580,22250,7464,83.2,363703,-426.1387538899999,10003.641796875,0.001,16,2798592.8109375
0.26,363680,22263,7465,83.2,363803,-426.90513632,10084.04501953125,0.001,16,1983818.921875
0.26,363780,22276,7466,83.2,363903,-420.20813934,10106.50205078125,0.001,16,2711577.0984375
0.26,363880,22287,7467,83.2,364003,-417.1825788500001,10117.75263671875,0.001,16,1467489.89609375
0.26,363980,22300,7468,83.2,364103,-410.51510734,10093.775390625,0.001,16,2045520.4453125
0.25,364080,22315,7469,84.13,364203,-417.12917028000004,10082.85009765625,0.001,16,2733937.246875
0.25,364180,22326,7470,84.13,364303,-411.1659547,10101.24541015625,0.001,16,2197596.484375
0.24,364280,22340,7471,84.69,364403,-416.67411562,10111.6109375,0.001,16,2639198.828125
0.24,364380,22353,7472,84.69,364503,-416.67606239,10181.74521484375,0.001,16,3138632.734375
0.23,364480,22364,7473,85.25,364603,-419.71696756000006,10193.475390625,0.001,16,2504621.2296875
0.23,364580,22377,7474,85.25,364703,-421.4505632600001,10110.75693359375,0.001,16,2598834.15625
0.23,364680,22389,7475,85.25,364803,-419.38150441000005,10099.7326171875,0.001,16,2249587.78359375
0.22,364780,22402,7476,85.43,364903,-426.8354584300001,10121.23974609375,0.001,16,2330521.125
0.21,364880,22414,7477,86.37,365003,-431.3796552400001,10188.31357421875,0.001,16,1540289.13984375
0.22,364920,22422,7478,85.88,365054,-425.74835118000004,10239.50947265625,0.001,16,1922124.903125
0.22,365020,22434,7479,85.88,365154,-424.45382938,10152.19072265625,0.001,16,1775488.25
0.22,365120,22446,7480,85.88,365254,-427.78486752,10103.61337890625,0.001,16,2928563.2671875
0.21,365220,22459,7481,86.73,365354,-438.85302095,10159.8748046875,0.001,16,3033085.740625
0.21,365320,22473,7482,86.73,365454,-437.9966519100001,10153.6203125,0.001,16,2234717.8671875
0.21,365420,22486,7483,86.73,365554,-433.0909541700001,10165.5052734375,0.001,16,2169565.8296875
0.21,365520,22497,7484,86.73,365654,-434.65773659999996,10181.19599609375,0.001,16,2112600.2453125
0.21,365620,22511,7485,86.73,365754,-440.55749194000003,10220.801953125,0.001,16,2503779.26875
0.21,365720,22523,7486,86.73,365854,-442.69746229,10222.91328125,0.001,16,2199493.00625
0.21,365820,22533,7487,86.73,365954,-444.96981173,10232.4216796875,0.001,16,2590763.596875
0.2,365920,22546,7488,86.83,366054,-445.4034419,10239.7099609375,0.001,16,3123868.1671875
0.19,366020,22559,7489,87.76,366154,-450.22055058999996,10257.25,0.001,16,2361589.31875
0.19,366120,22573,7490,87.76,366254,-449.29290324999994,10244.088671875,0.001,16,2707229.259375
0.2,366180,22582,7491,87.32,366310,-442.04104225999987,10255.22587890625,0.001,16,2495228.2453125
0.21,366200,22584,7492,86.45,366323,-435.64532088,10257.79658203125,0.001,16,2446676.7515625
0.2,366300,22596,7493,87.22,366423,-440.76338201000004,10304.1537109375,0.001,16,2295644.8015625
0.19,366400,22609,7494,88.1,366523,-445.1323717100001,10340.80615234375,0.001,16,1977542.98984375
0.19,366500,22623,7495,88.1,366623,-445.72943066,10302.4947265625,0.001,16,2507169.70390625
0.2,366560,22632,7496,87.77,366690,-442.94615612999996,10208.464453125,0.001,16,2900096.003125
0.21,366660,22645,7497,87.7,366783,-437.09024715,10325.29287109375,0.001,16,2414766.575
0.21,366760,22655,7498,87.7,366883,-434.83742753,10277.7671875,0.001,16,2391477.15
0.22,366860,22668,7499,87.69,366982,-436.79660157,10267.20654296875,0.001,16,2615092.85
0.23,,22669,7500,86.73,366986,-433.88707854,,,16,
0.23,366960,22681,7501,86.73,367086,-432.39431325999993,10309.790625,0.001,16,1796123.403125
0.24,366980,22684,7502,85.91,367104,-427.11008145,10322.71103515625,0.001,16,1731347.17109375
0.25,367020,22690,7503,85.34,367147,-422.4766733499999,10331.7537109375,0.001,16,3130220.82734375
0.25,367120,22704,7504,85.34,367247,-416.15046185,10286.96474609375,0.001,16,2421585.7453125
0.25,367220,22715,7505,85.34,367347,-414.54505711999997,10410.7451171875,0.001,16,1809888.559375
0.25,367320,22730,7506,85.34,367447,-410.30159905,10370.34365234375,0.001,16,3202225.6421875
0.25,367420,22744,7507,85.34,367547,-415.07066987999997,10331.5580078125,0.001,16,2109987.725
0.25,367520,22756,7508,85.34,367647,-414.36217581000005,10329.66103515625,0.001,16,3761221.3765625
0.24,367620,22768,7509,85.52,367747,-423.38298296,10431.47587890625,0.001,16,2568803.97421875
0.24,367720,22779,7510,85.52,367847,-420.8974122,10312.4359375,0.001,16,3101476.9125
0.24,367820,22790,7511,85.52,367947,-422.2648633,10417.30146484375,0.001,16,2628948.678125
0.23,367920,22802,7512,86.4,368047,-428.9369519099999,10342.1841796875,0.001,16,2826012.19375
0.23,368020,22814,7513,86.4,368147,-427.16662594999997,10362.38623046875,0.001,16,2993104.4421875
0.23,368120,22827,7514,86.4,368247,-421.8526537100001,10415.1791015625,0.001,16,1881290.2578125
0.23,368220,22838,7515,86.4,368347,-428.5813387,10380.724609375,0.001,16,2611959.27890625
0.23,368320,22852,7516,86.4,368447,-427.44735507000007,10436.12099609375,0.001,16,1433589.1421875
0.24,368400,22863,7517,86.3,368537,-423.35415985,10493.87802734375,0.001,16,2100309.90625
0.24,368500,22877,7518,86.3,368637,-421.6513566000001,10460.69306640625,0.001,16,1978296.7421875
0.24,368600,22889,7519,86.3,368737,-419.03216205999996,10444.428125,0.001,16,2533096.753125
0.23,368700,22904,7520,86.45,368837,-422.17343045999996,10480.52978515625,0.001,16,1881002.8
0.23,368800,22915,7521,86.45,368937,-425.69433818,10444.27578125,0.001,16,2093587.578125
0.24,368880,22925,7522,86.2,369012,-424.77566032999994,10379.3171875,0.001,16,3152981.059375
0.24,368980,22937,7523,86.2,369112,-430.23257505000004,10537.40625,0.001,16,1895847.51484375
0.24,369080,22948,7524,86.2,369212,-430.4059242,10432.7177734375,0.001,16,3090003.834375
0.24,369180,22962,7525,86.2,369312,-430.2425842999999,10423.190234375,0.001,16,2360009.93359375
0.25,369240,22972,7526,85.87,369379,-427.35968159000004,10512.128515625,0.001,16,1731879.2328125
0.24,369340,22986,7527,86.07,369479,-427.27022861999995,10477.2751953125,0.001,16,1665569.04765625
0.24,369440,22999,7528,86.07,369579,-427.84537759,10490.71796875,0.001,16,2469828.1265625
0.24,369540,23012,7529,86.07,369679,-432.39188644,10491.98134765625,0.001,16,2826311.0140625
0.24,369640,23026,7530,86.07,369779,-437.2246857999999,10517.73115234375,0.001,16,2820438.04296875
0.25,369660,23027,7531,85.12,369784,-429.52928884,10544.2583984375,0.001,16,2086198.9265625
0.24,369760,23039,7532,85.87,369884,-432.6336415,10533.61923828125,0.001,16,2696715.5875
0.24,,23040,7533,85.73,369892,-431.9655423700001,,,16,
0.24,369820,23048,7534,85.99,369951,-433.73561388,10581.08603515625,0.001,16,1724860.5890625
0.24,369920,23061,7535,85.99,370051,-433.99443994,10529.559765625,0.001,16,3025446.64375
0.24,370020,23072,7536,85.99,370151,-438.76725958,10516.1580078125,0.001,16,2267405.978125
0.24,370120,23086,7537,85.99,370251,-438.49266971,10491.76162109375,0.001,16,2438658.478125
0.23,370220,23100,7538,86.61,370351,-441.7771836,10569.4962890625,0.001,16,2572215.1359375
0.22,370320,23113,7539,87.49,370451,-446.87280955,10472.383984375,0.001,16,2916426.2015625
0.22,370420,23126,7540,87.49,370551,-445.13053503,10567.487890625,0.001,16,2378502.85625
0.21,370520,23139,7541,87.84,370651,-446.90212105,10555.82109375,0.001,16,2448561.0546875
0.21,370620,23152,7542,87.84,370751,-443.99610867999996,10607.04697265625,0.001,16,2183860.746875
0.21,370720,23166,7543,87.84,370851,-450.19833471,10589.63212890625,0.001,16,2333354.40390625
0.21,370820,23178,7544,87.84,370951,-454.8680506,10611.4439453125,0.001,16,2169007.68359375
0.21,370920,23190,7545,87.84,371051,-454.04248611,10599.55869140625,0.001,16,2035820.65625
0.22,,23191,7546,86.92,371059,-445.98549345,,,15,
0.21,371020,23203,7547,87.61,371159,-451.70979049,10587.85478515625,0.001,15,2849697.13125
0.22,371060,23208,7548,86.92,371190,-449.54634194000005,10543.46572265625,0.001,15,2953746.3625
0.22,371140,23219,7549,87.5,371264,-450.43049284999984,10536.6353515625,0.001,15,2861031.3796875
0.23,371180,23226,7550,86.96,371310,-446.46775617,10585.22822265625,0.001,15,2923335.4640625
0.23,371260,23235,7551,87.35,371386,-447.63878459000006,10568.15927734375,0.001,15,2958356.5015625
0.23,371360,23248,7552,87.35,371486,-448.23823970999996,10569.05732421875,0.001,15,3261353.00625
0.22,371460,23260,7553,88.16,371586,-450.08366667999996,10629.07255859375,0.001,15,2054752.1703125
0.22,371480,23264,7554,88.29,371614,-450.52288363,10517.04072265625,0.001,15,3281695.796875
0.22,371580,23277,7555,88.29,371714,-446.92226445999995,10619.6140625,0.001,15,3037956.421875
0.22,371680,23291,7556,88.29,371814,-439.92901118999987,10615.64833984375,0.001,15,2824780.3359375
0.22,371780,23304,7557,88.29,371914,-441.7355991899999,10671.56787109375,0.001,15,1879250.2671875
0.22,371880,23316,7558,88.29,372014,-443.9050323699999,10617.8388671875,0.001,15,3148351.040625
0.22,371980,23330,7559,88.29,372114,-444.2937259799999,10641.50712890625,0.001,15,2721574.9765625
0.22,372080,23340,7560,88.29,372214,-447.53532941,10629.93740234375,0.001,15,3425892.284375
0.22,372140,23349,7561,88.75,372278,-449.93163351,10613.3548828125,0.001,15,3131126.996875
0.23,372220,23361,7562,88.53,372356,-444.64340178,10731.590625,0.001,15,2107431.228125
0.24,372260,23367,7563,87.94,372397,-438.28764758,10726.84951171875,0.001,15,2522305.9734375
0.25,372320,23373,7564,87.41,372444,-432.63384662,10701.03330078125,0.001,15,2608838.51875
0.25,372420,23386,7565,87.41,372544,-428.36533003,10791.2908203125,0.001,15,2886896.4828125
0.25,372520,23400,7566,87.41,372644,-435.68959076,10652.46884765625,0.001,15,3202323.3203125
0.26,,23401,7567,86.5,372653,-430.42281838,,,15,
0.26,372620,23415,7568,86.5,372753,-429.62781623,10681.9939453125,0.001,15,2071813.85234375
0.26,372720,23430,7569,86.5,372853,-429.62119117,10712.8244140625,0.001,15,2311105.109375
0.26,372820,23443,7570,86.5,372953,-429.24262779000003,10754.1166015625,0.001,15,2419864.4625
0.26,372920,23455,7571,86.5,373053,-426.38748423000004,10714.393359375,0.001,15,2916307.809375
0.26,373020,23468,7572,86.5,373153,-422.82717456,10835.5296875,0.001,15,1796607.23828125
0.27,373060,23475,7573,85.94,373197,-419.6086851299999,10770.35,0.001,15,3213899.3046875
0.27,373160,23486,7574,85.94,373297,-418.69039805999995,10682.30361328125,0.001,15,3344539.640625
0.27,373260,23499,7575,85.94,373397,-421.75082534,10768.0873046875,0.001,15,3249420.2640625
0.28,373280,23501,7576,85.11,373414,-412.59104421000006,10744.9583984375,0.001,15,3023933.534375
0.28,373380,23514,7577,85.11,373514,-413.2526844199999,10869.2173828125,0.001,15,1729634.796875
0.27,373480,23526,7578,85.6,373614,-419.31013356999995,10658.27841796875,0.001,15,3380659.096875
0.27,373580,23541,7579,85.6,373714,-416.81863687999993,10848.57548828125,0.001,15,2273274.29375
0.27,373680,23553,7580,85.6,373814,-422.1765919299999,10907.21904296875,0.001,15,1910467.515625
0.27,373780,23566,7581,85.6,373914,-415.8313289399999,10854.02998046875,0.001,15,2451464.7171875
0.28,373840,23575,7582,85.21,373975,-413.3466300999999,10811.12861328125,0.001,15,2788373.7078125
0.28,373940,23587,7583,85.21,374075,-417.42547532000003,10858.02099609375,0.001,15,2376582.971875
0.28,374040,23602,7584,85.21,374175,-413.59983302,10840.96318359375,0.001,15,3105938.3890625
0.28,374140,23615,7585,85.21,374275,-410.8186316399999,10778.92919921875,0.001,15,3082355.36875
0.28,374240,23628,7586,85.21,374375,-413.79440927,10807.99375,0.001,15,2756828.390625
0.28,374340,23638,7587,85.21,374475,-413.41942485,10897.58564453125,0.001,15,2225637.384375
0.28,374440,23649,7588,85.21,374575,-421.25983188999993,10768.72626953125,0.001,15,2873699.1875
0.28,374540,23663,7589,85.21,374675,-422.20150016,10861.30595703125,0.001,15,3143812.575
0.28,374640,23676,7590,85.21,374775,-422.5004709699999,10830.49775390625,0.001,15,2603638.1984375
0.27,374740,23689,7591,85.65,374875,-424.9900589700001,10871.53291015625,0.001,15,2141553.9265625
0.26,374840,23702,7592,86.52,374975,-432.12300722,10855.81806640625,0.001,15,2536253.3125
0.26,374940,23714,7593,86.52,375075,-433.04190819999997,10910.235546875,0.001,15,1925429.3015625
0.27,374960,23716,7594,85.61,375084,-428.53277318,10819.7037109375,0.001,15,2935445.08125
0.27,375060,23729,7595,85.61,375184,-429.72058509999994,10848.784765625,0.001,15,2918686.025
0.26,375160,23742,7596,85.94,375284,-432.45168842,10932.07080078125,0.001,15,1887995.2703125
0.26,375240,23755,7597,85.82,375365,-433.65751422999995,10795.78212890625,0.001,15,3805760.34375
0.26,375340,23768,7598,85.82,375465,-432.88122409999994,10920.70537109375,0.001,15,3654708.5359375
0.26,375420,23780,7599,85.69,375551,-433.65874726999994,10900.146875,0.001,15,2575237.2109375
0.26,375520,23793,7600,86.62,375648,-436.20614522999995,10897.19208984375,0.001,15,2594470.01875
0.27,,23794,7601,85.66,375652,-430.4396629799999,,,15,
0.27,375580,23803,7602,86.06,375710,-431.35232508,10891.7234375,0.001,15,2967433.184375
0.26,375680,23816,7603,86.63,375810,-434.05578547,10955.36728515625,0.001,15,2220930.9890625
0.27,,23816,7604,85.67,375814,-433.65082426000004,,,15,
