rollout/success rate,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total timesteps,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/fps,train/critic_loss
0.21,252200,7347,6159,88.51,252327,-443.4440422000001,3401.3642578125,0.001,34,273394.110546875
0.21,252300,7362,6160,88.51,252427,-435.8679670000001,3420.95224609375,0.001,34,318998.19921875
0.21,252400,7375,6161,88.51,252527,-432.2414413200001,3415.4123046875,0.001,34,319112.6560546875
0.22,252460,7384,6162,88.17,252593,-429.01255170999997,3435.855419921875,0.001,34,200041.976171875
0.22,252560,7399,6163,88.17,252693,-425.08078806000003,3425.56689453125,0.001,34,249718.2484375
0.22,252660,7411,6164,88.17,252793,-428.18186657000007,3427.4032958984376,0.001,34,271230.1955078125
0.21,252760,7426,6165,89.11,252893,-430.08886806000004,3447.7108154296875,0.001,34,259096.2029296875
0.21,252860,7440,6166,89.11,252993,-427.48902644000003,3459.8153076171875,0.001,34,278926.1974609375
0.21,252960,7453,6167,89.11,253093,-425.74369952,3464.247314453125,0.001,33,257054.42265625
0.2,253060,7466,6168,90.01,253193,-431.01628383999997,3506.9676025390627,0.001,33,190564.9240234375
0.2,253160,7480,6169,90.01,253293,-437.23572713999994,3467.1934326171877,0.001,33,263809.56875
0.19,253260,7494,6170,90.3,253393,-436.27046139,3460.04208984375,0.001,33,331587.4986328125
0.19,253360,7508,6171,90.3,253493,-431.4158121299999,3452.44443359375,0.001,33,297202.688671875
0.19,253380,7511,6172,90.33,253516,-432.23346449999997,3509.985986328125,0.001,33,218904.592578125
0.18,253480,7524,6173,90.51,253616,-436.66315275,3499.9884033203125,0.001,33,283577.7578125
0.18,253580,7538,6174,90.51,253716,-435.57886563,3497.36474609375,0.001,33,223323.8109375
0.18,253640,7546,6175,90.97,253768,-436.7727125999999,3473.4667724609376,0.001,33,407116.053125
0.18,253740,7560,6176,90.97,253868,-436.8695402899999,3517.0031005859373,0.001,33,275998.0560546875
0.17,253840,7571,6177,91.69,253968,-440.58211400999994,3505.14912109375,0.001,33,346516.3419921875
0.18,253860,7574,6178,90.84,253983,-431.9447404999999,3507.553076171875,0.001,33,321746.64140625
0.18,253960,7586,6179,90.84,254083,-430.04741040999994,3558.08837890625,0.001,33,253864.0474609375
0.18,254060,7600,6180,90.84,254183,-430.02439430999993,3556.8769775390624,0.001,33,360743.67265625
0.18,254160,7610,6181,90.84,254283,-426.95762390999994,3547.9435791015626,0.001,33,258383.3126953125
0.17,254260,7624,6182,91.64,254383,-435.41134891,3537.1663330078127,0.001,33,327591.8703125
0.18,254280,7628,6183,90.9,254409,-431.76362334000004,3548.0216796875,0.001,33,263075.773828125
0.17,254380,7641,6184,91.77,254509,-437.28580424,3539.452490234375,0.001,33,249826.6732421875
0.17,254480,7654,6185,91.77,254609,-435.3139194099999,3592.3826416015627,0.001,33,274617.9263671875
0.18,,7656,6186,90.83,254615,-432.29912052,,,33,
0.18,254580,7668,6187,90.83,254715,-432.89173239999997,3568.670458984375,0.001,33,352033.63515625
0.18,254680,7684,6188,90.83,254815,-439.22397093000006,3545.816455078125,0.001,33,321081.824609375
0.17,254780,7697,6189,91.72,254915,-448.01309469000006,3567.0563720703126,0.001,33,338341.8564453125
0.17,254880,7710,6190,91.72,255015,-448.97214280000003,3601.63798828125,0.001,33,250729.869140625
0.18,254940,7720,6191,91.37,255080,-441.21731862,3586.77490234375,0.001,33,402748.3859375
0.18,255040,7735,6192,91.37,255180,-437.45697461,3590.373681640625,0.001,32,311465.0453125
0.18,255140,7749,6193,91.37,255280,-434.71335946,3626.1937744140623,0.001,32,315453.4578125
0.17,255240,7762,6194,92.07,255380,-444.10015814999997,3613.8302490234373,0.001,32,309243.48515625
0.17,255340,7775,6195,92.07,255480,-444.04812386,3635.25283203125,0.001,32,275299.15703125
0.17,255440,7790,6196,92.07,255580,-441.82301547,3626.7775634765626,0.001,32,350572.014453125
0.16,255540,7803,6197,92.19,255680,-442.86163092999993,3643.86826171875,0.001,32,279298.7853515625
0.17,255560,7805,6198,91.3,255691,-435.89624809999987,3611.9142333984373,0.001,32,343054.2634765625
0.17,255660,7819,6199,91.3,255791,-436.0894684,3639.28125,0.001,32,226269.43984375
0.17,255760,7831,6200,91.3,255891,-431.8840681899999,3648.59599609375,0.001,32,370831.816015625
0.17,255860,7844,6201,91.3,255991,-427.4784673799999,3633.7101806640626,0.001,32,277842.26015625
0.16,255960,7857,6202,91.61,256091,-429.4439351199999,3661.9956787109377,0.001,32,338484.9310546875
0.17,255980,7860,6203,90.78,256108,-421.38661835999994,3679.7159912109373,0.001,32,291434.022265625
0.17,256080,7874,6204,90.78,256208,-423.36471331999996,3667.8397705078123,0.001,32,311638.390234375
0.18,256120,7881,6205,90.27,256257,-420.14156846,3668.1220458984376,0.001,32,287443.7041015625
0.18,256220,7893,6206,90.27,256357,-419.6675684899999,3694.34267578125,0.001,32,302746.272265625
0.18,256320,7907,6207,90.27,256457,-418.06734747999997,3661.72119140625,0.001,32,320740.658203125
0.19,256400,7919,6208,90.08,256538,-416.5171272199999,3696.415283203125,0.001,32,250659.6888671875
0.19,256500,7934,6209,90.08,256638,-423.04869878,3671.223046875,0.001,32,249917.0498046875
0.19,256600,7947,6210,90.08,256738,-429.7144387799999,3708.4349609375,0.001,32,309770.5044921875
0.19,256700,7961,6211,90.08,256838,-434.92875818999994,3704.21787109375,0.001,32,365900.7228515625
0.19,256800,7976,6212,90.08,256938,-430.3367383,3724.9393310546875,0.001,32,275453.7505859375
0.18,256900,7989,6213,90.12,257038,-437.9290069100001,3722.433349609375,0.001,32,266915.04765625
0.18,257000,8004,6214,90.12,257138,-435.15461545000005,3713.684375,0.001,32,362592.046484375
0.18,257100,8018,6215,90.12,257238,-434.81996598000006,3726.0835205078124,0.001,32,234743.144921875
0.18,257200,8033,6216,90.12,257338,-435.24670778,3737.5040771484373,0.001,32,409891.281640625
0.18,257300,8047,6217,90.12,257438,-438.15608539999994,3768.6138427734377,0.001,31,263171.440625
0.18,257320,8049,6218,89.32,257450,-435.7682250399999,3751.4322509765625,0.001,31,316770.030859375
0.17,257420,8064,6219,90.04,257550,-443.09315482,3757.1149658203126,0.001,31,334353.342578125
0.18,,8065,6220,89.08,257554,-440.38403761999996,,,31,
0.18,257520,8078,6221,89.08,257654,-438.6408757500001,3772.71884765625,0.001,31,232051.29296875
0.19,257620,8091,6222,89.01,257747,-435.87644616000006,3770.6319580078125,0.001,31,351111.977734375
0.19,257720,8105,6223,89.01,257847,-430.72582205,3808.086865234375,0.001,31,244895.5037109375
0.18,257820,8120,6224,89.64,257947,-431.90538256,3792.9260009765626,0.001,31,312720.568359375
0.19,257920,8131,6225,89.61,258044,-429.26160545000005,3820.1092041015627,0.001,31,322415.4525390625
0.19,258020,8146,6226,89.61,258144,-432.33814881,3809.115234375,0.001,31,351306.476171875
0.2,258060,8152,6227,88.99,258182,-429.0487366400001,3817.384619140625,0.001,31,360739.0681640625
0.2,258160,8165,6228,88.99,258282,-430.2816619,3807.093505859375,0.001,31,206323.2107421875
0.19,258260,8177,6229,89.3,258382,-438.73354116999997,3801.568505859375,0.001,31,304351.687109375
0.19,258360,8192,6230,89.3,258482,-439.61761794000006,3804.5549072265626,0.001,31,412863.7212890625
0.19,258460,8204,6231,89.3,258582,-432.98225262,3839.7794189453125,0.001,31,313087.0439453125
0.2,258520,8212,6232,88.91,258643,-427.24410781000006,3851.58310546875,0.001,31,318329.554296875
0.2,258620,8225,6233,88.91,258743,-430.79998181,3869.0952880859377,0.001,31,233482.5529296875
0.2,258720,8240,6234,88.91,258843,-426.54375618,3850.8622314453123,0.001,31,413999.29375
0.21,258760,8245,6235,88.29,258881,-424.32195336999996,3857.3027099609376,0.001,31,238845.7978515625
0.21,258860,8260,6236,88.29,258981,-416.99935145,3874.43486328125,0.001,31,263053.5439453125
0.21,258960,8274,6237,88.29,259081,-421.2705179100001,3855.141259765625,0.001,31,382843.646875
0.21,259060,8287,6238,88.29,259181,-421.26187395,3846.4890869140627,0.001,31,367970.0751953125
0.21,259160,8302,6239,88.29,259281,-421.99704826,3868.7989501953125,0.001,31,367524.829296875
0.2,259260,8313,6240,88.56,259381,-423.03392305,3878.7947021484374,0.001,31,386748.13046875
0.2,259360,8326,6241,88.56,259481,-419.48052097,3865.076416015625,0.001,31,320602.316796875
0.21,259420,8336,6242,88.24,259549,-414.43282181999996,3894.1231689453125,0.001,31,337718.291015625
0.21,259520,8350,6243,88.24,259649,-410.07159906999993,3883.48330078125,0.001,31,384552.6046875
0.21,259620,8363,6244,88.24,259749,-406.37968474,3922.2291748046873,0.001,31,316481.889453125
0.21,259660,8369,6245,87.81,259784,-403.48560702000003,3901.0142822265625,0.001,31,349266.0919921875
0.21,259760,8383,6246,87.81,259884,-408.62076198999995,3908.279541015625,0.001,31,315492.5009765625
0.21,259860,8394,6247,87.81,259984,-410.26338877,3910.7503662109375,0.001,30,349212.433984375
0.21,259960,8409,6248,87.81,260084,-412.16135791999994,3923.03017578125,0.001,30,267997.6453125
0.21,260060,8423,6249,87.81,260184,-413.6005523299999,3963.952294921875,0.001,30,294017.8701171875
0.22,260100,8429,6250,87.22,260225,-411.18258345999993,3951.8702880859373,0.001,30,268266.6857421875
0.22,260200,8441,6251,87.22,260325,-414.58444239,3948.3495849609376,0.001,30,451001.00546875
0.22,260300,8454,6252,87.22,260425,-417.5851162299999,3946.4194091796876,0.001,30,377731.439453125
0.22,260400,8468,6253,87.22,260525,-420.53118992,3930.8191650390627,0.001,30,349519.5119140625
0.22,260500,8479,6254,87.22,260625,-420.51443184,3948.1893798828123,0.001,30,413822.649609375
0.21,260600,8492,6255,87.98,260725,-425.12197294,3943.2498291015627,0.001,30,355191.538671875
0.22,260680,8505,6256,87.93,260820,-424.86777612000003,4012.124609375,0.001,30,213319.727734375
0.22,260780,8518,6257,87.93,260920,-422.94822891999996,3990.3037353515624,0.001,30,435439.4060546875
0.23,260860,8530,6258,87.71,260998,-423.08672628000005,3962.4375732421877,0.001,30,361093.4091796875
0.23,260960,8546,6259,87.71,261098,-428.2589769,3966.155908203125,0.001,30,400196.664453125
0.24,261040,8557,6260,87.45,261172,-425.50456508,4002.7554443359377,0.001,30,388337.4224609375
0.24,261140,8571,6261,87.45,261272,-423.01114535999994,4024.4677978515624,0.001,30,291629.84140625
0.23,261240,8585,6262,87.79,261372,-426.10171560000003,4017.8179931640625,0.001,30,314481.873828125
0.23,261340,8598,6263,87.79,261472,-435.14209208999995,3979.4975341796876,0.001,30,472682.2125
0.23,261440,8611,6264,87.79,261572,-437.4094338500001,4001.1731201171874,0.001,30,437729.240625
0.23,261540,8624,6265,87.79,261672,-441.1430917099999,4031.6329345703125,0.001,30,364702.16484375
0.23,261640,8641,6266,87.79,261772,-442.7925528799999,4036.748046875,0.001,30,365135.1625
0.23,261740,8653,6267,87.79,261872,-442.59081623,4022.092041015625,0.001,30,401187.63515625
0.23,261840,8665,6268,87.79,261972,-445.96453199,4016.921533203125,0.001,30,413814.283203125
0.24,261920,8675,6269,87.53,262046,-437.6717402,4025.6145263671874,0.001,30,418831.88984375
0.24,262020,8688,6270,87.53,262146,-438.12899353,4061.3238037109377,0.001,30,356267.23125
0.25,262040,8690,6271,86.68,262161,-432.94783167,4048.3943115234374,0.001,30,367554.4880859375
0.24,262140,8704,6272,87.45,262261,-439.52614206,4021.6037353515626,0.001,30,455277.628515625
0.24,262240,8719,6273,87.45,262361,-437.04650710000004,4067.4052978515624,0.001,30,375025.469140625
0.24,262340,8732,6274,87.45,262461,-439.46885986999996,4057.950048828125,0.001,30,455684.071875
0.23,262440,8745,6275,87.93,262561,-447.08664819000006,4063.2238037109373,0.001,30,343864.440234375
0.23,262540,8759,6276,87.93,262661,-448.51117186000005,4057.5293701171877,0.001,29,503631.325
0.24,262620,8771,6277,87.89,262757,-444.90555879999994,4113.129931640625,0.001,29,374426.78359375
0.24,262720,8784,6278,88.64,262847,-446.6470262899999,4063.7200439453127,0.001,29,492916.06796875
0.24,262820,8798,6279,88.64,262947,-447.6963329299999,4107.195776367187,0.001,29,395391.9912109375
0.24,262920,8812,6280,88.64,263047,-450.75089146,4111.004663085938,0.001,29,428125.834375
0.24,263020,8824,6281,88.64,263147,-449.24257224999985,4115.569116210938,0.001,29,357656.63046875
0.24,263120,8836,6282,88.64,263247,-445.5751171799999,4130.310961914062,0.001,29,272608.013671875
0.23,263220,8849,6283,89.38,263347,-448.1072776399999,4127.229956054687,0.001,29,415274.460546875
0.23,263320,8862,6284,89.38,263447,-446.54544245,4134.737377929688,0.001,29,432391.8921875
0.23,263420,8876,6285,89.38,263547,-451.09559634,4166.824072265625,0.001,29,377816.178125
0.22,263520,8890,6286,90.32,263647,-453.15160094999993,4127.857421875,0.001,29,436436.682421875
0.22,263620,8904,6287,90.32,263747,-455.8138714699999,4142.070556640625,0.001,29,361675.625
0.22,263720,8918,6288,90.32,263847,-451.87667491,4168.949047851563,0.001,29,343250.715625
0.22,263820,8931,6289,90.32,263947,-445.20815937,4166.8553466796875,0.001,29,520935.68046875
0.22,263920,8945,6290,90.32,264047,-450.94063604,4140.0457763671875,0.001,29,475564.412109375
0.21,264020,8958,6291,90.67,264147,-456.0536911699999,4161.055346679687,0.001,29,449982.790625
0.22,264080,8968,6292,90.33,264213,-453.18071704,4186.5369140625,0.001,29,338816.567578125
0.22,264180,8982,6293,90.33,264313,-452.5587782,4155.851977539062,0.001,29,424546.729296875
0.22,264280,8994,6294,90.33,264413,-449.5050350100001,4204.509423828125,0.001,29,368328.2015625
0.22,264380,9006,6295,90.33,264513,-453.9552783,4179.92451171875,0.001,29,477639.53046875
0.23,,9007,6296,89.36,264516,-447.30911760000004,,,29,
0.23,264480,9018,6297,89.36,264616,-446.08469952,4162.575146484375,0.001,29,440809.51328125
0.22,264580,9031,6298,90.25,264716,-448.43288900999994,4217.058642578125,0.001,29,370770.371484375
0.22,264680,9045,6299,90.25,264816,-442.08116345999997,4183.195385742188,0.001,29,458081.30703125
0.22,264780,9061,6300,90.25,264916,-443.96671926999994,4228.3435546875,0.001,29,353287.41015625
0.23,264840,9068,6301,89.74,264965,-438.3218364799999,4184.87919921875,0.001,29,485433.1421875
0.23,264940,9082,6302,89.74,265065,-441.18889097999994,4231.035009765625,0.001,29,338637.5271484375
0.22,265040,9098,6303,90.57,265165,-440.51517367,4221.123828125,0.001,29,457285.36640625
0.22,265140,9114,6304,90.57,265265,-441.70634283,4260.134228515625,0.001,29,406299.711328125
0.21,265240,9126,6305,91.08,265365,-445.71818188,4259.4369140625,0.001,29,377811.25546875
0.21,265340,9137,6306,91.08,265465,-447.87507810000005,4262.556884765625,0.001,29,303675.891015625
0.21,265440,9152,6307,91.08,265565,-448.56597556,4245.033203125,0.001,29,423376.363671875
0.2,265540,9168,6308,91.27,265665,-448.97579240000005,4278.50234375,0.001,28,347332.63359375
0.21,265580,9176,6309,90.79,265717,-439.6724458300001,4243.912109375,0.001,28,369144.0875
0.21,265680,9190,6310,90.79,265817,-439.49123980000013,4274.77333984375,0.001,28,406150.5875
0.22,265780,9202,6311,90.66,265904,-431.20507243,4277.111767578125,0.001,28,384929.5875
0.22,265880,9216,6312,90.66,266004,-431.28453473999997,4283.850927734375,0.001,28,343140.72734375
0.23,265920,9222,6313,90.13,266051,-422.9731212199999,4241.255029296875,0.001,28,626375.134375
0.23,266020,9236,6314,90.13,266151,-428.14035163999995,4294.4384765625,0.001,28,357374.671875
0.23,266120,9250,6315,90.13,266251,-431.85969788999995,4311.626123046875,0.001,28,401409.47734375
0.23,266220,9262,6316,90.13,266351,-428.84589925,4311.4998046875,0.001,28,475090.888671875
0.23,266320,9276,6317,90.13,266451,-426.23353410000004,4317.9423828125,0.001,28,374284.3591796875
0.22,266420,9289,6318,91.01,266551,-428.9865953,4320.80009765625,0.001,28,382716.8078125
0.22,266520,9304,6319,91.01,266651,-429.35026820999997,4327.6708984375,0.001,28,384180.28046875
0.21,266620,9319,6320,91.97,266751,-437.5648112399999,4367.02138671875,0.001,28,320349.66328125
0.21,266720,9332,6321,91.97,266851,-442.43206289999995,4313.050537109375,0.001,28,515617.7515625
0.2,266820,9345,6322,92.04,266951,-444.90215728,4346.77978515625,0.001,28,421473.771484375
0.2,266920,9359,6323,92.04,267051,-445.9035382800001,4346.3763671875,0.001,28,290023.800390625
0.2,267020,9374,6324,92.04,267151,-448.18669551000005,4347.26455078125,0.001,28,479780.347265625
0.19,267120,9387,6325,92.07,267251,-453.11951245000006,4357.553369140625,0.001,28,457197.996875
0.19,267220,9400,6326,92.07,267351,-454.9489879200001,4372.7912109375,0.001,28,371048.103125
0.18,267320,9413,6327,92.69,267451,-457.74358013,4409.983251953125,0.001,28,443146.8109375
0.19,267340,9417,6328,91.89,267471,-452.77238223,4350.42001953125,0.001,28,627874.147265625
0.19,267440,9431,6329,91.89,267571,-445.38657283,4394.06572265625,0.001,28,306815.882421875
0.19,267540,9444,6330,91.89,267671,-443.0468538900001,4339.61474609375,0.001,28,405182.5984375
0.2,267580,9450,6331,91.34,267716,-439.63367675,4351.420068359375,0.001,28,555032.063671875
0.19,267680,9465,6332,91.73,267816,-441.90803455,4398.319580078125,0.001,28,419280.9072265625
0.19,267780,9478,6333,91.73,267916,-440.57191031,4412.173828125,0.001,28,417522.708203125
0.19,267880,9491,6334,91.73,268016,-439.35638597,4405.9853515625,0.001,28,354961.04296875
0.18,267980,9501,6335,92.35,268116,-448.12746345000005,4429.64208984375,0.001,28,332989.11171875
0.18,268080,9514,6336,92.35,268216,-449.59657278,4406.016943359375,0.001,28,426348.794140625
0.19,268160,9524,6337,92.1,268291,-444.23767842000007,4388.984814453125,0.001,28,489138.801171875
0.19,268260,9537,6338,92.1,268391,-440.20090267,4426.652392578125,0.001,28,442279.025390625
0.19,268360,9548,6339,92.1,268491,-442.2302434099999,4426.283349609375,0.001,28,487817.312109375
0.19,268460,9564,6340,92.1,268591,-443.6846039,4424.90830078125,0.001,28,566788.882421875
0.2,,9565,6341,91.17,268598,-441.91165363999994,,,28,
0.19,268560,9579,6342,91.49,268698,-445.13735275999994,4417.44951171875,0.001,28,504424.943359375
0.2,268580,9580,6343,90.56,268705,-440.53228992,4455.509765625,0.001,28,364052.321875
0.2,268680,9591,6344,90.56,268805,-445.3074110199999,4435.437890625,0.001,28,526888.25625
0.2,268740,9601,6345,90.9,268874,-446.91546142999994,4443.015478515625,0.001,28,384321.781640625
0.2,268840,9614,6346,90.9,268974,-446.65939337,4457.11806640625,0.001,27,370618.49609375
0.21,268900,9621,6347,90.44,269028,-442.7872100299999,4435.758349609375,0.001,27,350690.068359375
0.21,269000,9636,6348,90.44,269128,-441.15671044999993,4471.270654296875,0.001,27,377882.173828125
0.21,269100,9650,6349,90.44,269228,-440.02383554999994,4432.909716796875,0.001,27,466316.01953125
0.2,269200,9663,6350,91.03,269328,-442.91540143,4492.3376953125,0.001,27,398311.18359375
0.2,269300,9677,6351,91.03,269428,-439.41743118000005,4437.277978515625,0.001,27,551062.98984375
0.2,269400,9691,6352,91.03,269528,-436.73696964000004,4502.977490234375,0.001,27,453910.552734375
0.2,269500,9704,6353,91.03,269628,-435.68575193000004,4478.7423828125,0.001,27,525988.754296875
0.2,269600,9718,6354,91.03,269728,-434.15673819999995,4503.724658203125,0.001,27,492370.357421875
0.21,,9720,6355,90.11,269736,-429.36941569999993,,,27,
0.2,269700,9734,6356,90.16,269836,-431.37616484,4536.9419921875,0.001,27,262980.9734375
0.2,269800,9747,6357,90.16,269936,-436.26441838,4525.585400390625,0.001,27,488327.145703125
0.19,269900,9760,6358,90.38,270036,-438.14265072,4536.3068359375,0.001,27,410687.544921875
0.19,270000,9772,6359,90.38,270136,-439.21423435,4564.006396484375,0.001,27,406795.691015625
0.19,270020,9775,6360,89.82,270154,-439.3182773,4536.52236328125,0.001,27,463133.295703125
0.19,270120,9789,6361,89.82,270254,-436.64151587,4547.387353515625,0.001,27,366588.13828125
0.19,270220,9803,6362,89.82,270354,-441.46805142,4506.6884765625,0.001,27,702349.61796875
0.19,270320,9817,6363,89.82,270454,-440.43431670999996,4556.381689453125,0.001,27,431030.265625
0.19,270420,9831,6364,89.82,270554,-432.52002271,4587.550732421875,0.001,27,469981.26328125
0.2,270480,9840,6365,89.46,270618,-426.69116553,4554.547900390625,0.001,27,520773.83203125
0.2,270580,9855,6366,89.46,270718,-421.6048652299999,4595.4306640625,0.001,27,515236.95
0.2,270680,9869,6367,89.46,270818,-420.75235755999995,4564.14033203125,0.001,27,456738.28125
0.2,270780,9884,6368,89.46,270918,-416.17790564,4614.688037109375,0.001,27,446083.435546875
0.19,270880,9896,6369,89.72,271018,-421.86571391000007,4598.752734375,0.001,27,429720.75546875
0.19,270980,9910,6370,89.72,271118,-422.35051004,4597.514404296875,0.001,27,441473.18203125
0.18,271080,9926,6371,90.57,271218,-425.43863731,4628.463623046875,0.001,27,372676.778515625
0.19,271100,9928,6372,89.72,271233,-418.49142285999994,4583.553076171875,0.001,27,492615.39296875
0.19,271200,9941,6373,89.72,271333,-424.93856481999995,4641.21904296875,0.001,27,508703.405859375
0.19,271300,9955,6374,89.72,271433,-425.13426667000004,4650.01611328125,0.001,27,414860.6
0.19,271400,9968,6375,89.72,271533,-422.57882176000004,4625.481298828125,0.001,27,485498.0703125
0.2,271460,9976,6376,89.39,271600,-415.71727169000013,4606.034765625,0.001,27,545978.94609375
0.19,271560,9992,6377,89.43,271700,-422.97337333,4640.399169921875,0.001,27,525958.856640625
0.19,271600,9995,6378,88.74,271721,-420.96568407000007,4661.868798828125,0.001,27,362180.8421875
0.19,271700,10007,6379,88.74,271821,-421.38821405000004,4629.95849609375,0.001,27,570382.001953125
0.19,271800,10021,6380,88.74,271921,-413.98475121999996,4642.230908203125,0.001,27,550395.596875
0.19,271900,10034,6381,88.74,272021,-419.13559237999993,4703.98798828125,0.001,27,408937.5421875
0.19,272000,10048,6382,88.74,272121,-415.99106193999995,4675.239404296875,0.001,27,474907.001171875
0.19,272100,10063,6383,88.74,272221,-414.70531881999995,4703.934423828125,0.001,27,372346.5484375
0.19,272200,10076,6384,88.74,272321,-413.11052026,4680.448486328125,0.001,27,401195.95625
0.19,272300,10089,6385,88.74,272421,-409.77264217,4703.59033203125,0.001,27,501410.970703125
0.19,272400,10105,6386,88.74,272521,-410.96559602,4686.62275390625,0.001,26,551901.278515625
0.19,272500,10115,6387,88.74,272621,-412.44987693999997,4701.023046875,0.001,26,424894.141796875
0.19,272600,10128,6388,88.74,272721,-413.75100503,4728.9853515625,0.001,26,538751.205078125
0.2,,10129,6389,87.79,272726,-411.77645877,,,26,
0.2,272700,10141,6390,87.79,272826,-405.99692080999995,4728.083447265625,0.001,26,324422.2265625
0.21,272760,10152,6391,87.51,272898,-400.11909905999994,4689.220556640625,0.001,26,583149.39921875
0.2,272860,10164,6392,87.85,272998,-401.64587038999997,4726.80986328125,0.001,26,511568.85859375
0.2,272960,10179,6393,87.85,273098,-403.8156357799999,4689.38740234375,0.001,26,533372.45546875
0.21,273000,10183,6394,87.13,273126,-397.4531263399999,4726.627294921875,0.001,26,568140.1046875
0.21,273100,10200,6395,87.13,273226,-394.54433068000003,4722.7740234375,0.001,26,566013.86640625
0.2,273200,10212,6396,88.1,273326,-400.33822151,4741.3845703125,0.001,26,542603.591015625
0.21,273220,10216,6397,87.34,273350,-396.95509599,4716.63291015625,0.001,26,788334.1921875
0.21,273320,10228,6398,87.34,273450,-398.40030145,4718.856396484375,0.001,26,727866.152734375
0.21,273420,10240,6399,87.34,273550,-403.1984781,4792.87177734375,0.001,26,580032.93203125
0.21,273520,10253,6400,87.34,273650,-407.08258520999993,4785.994775390625,0.001,26,464307.83359375
0.2,273620,10267,6401,87.85,273750,-411.52179615999995,4807.45341796875,0.001,26,441413.2140625
0.2,273720,10280,6402,87.85,273850,-413.14015363,4786.68759765625,0.001,26,464164.46484375
0.21,273780,10290,6403,87.5,273915,-414.97822071,4795.75576171875,0.001,26,573977.36796875
0.21,273880,10302,6404,87.5,274015,-411.6393109,4807.41201171875,0.001,26,444406.78828125
0.21,273980,10317,6405,87.5,274115,-412.46682294999994,4780.76796875,0.001,26,696315.3953125
0.22,274040,10325,6406,87.12,274177,-405.41529792999995,4798.06962890625,0.001,26,598216.4734375
0.22,274140,10339,6407,87.12,274277,-407.09516656,4759.069580078125,0.001,26,708085.170703125
0.22,274240,10353,6408,87.12,274377,-409.78664262,4830.02451171875,0.001,26,615598.4421875
0.21,274340,10367,6409,87.6,274477,-410.2782757,4771.390771484375,0.001,26,642693.05625
0.21,274440,10379,6410,87.6,274577,-412.72729963999996,4846.355224609375,0.001,26,573205.5515625
0.2,274540,10391,6411,87.73,274677,-417.2364711900001,4842.44677734375,0.001,26,475348.28359375
0.2,274640,10406,6412,87.73,274777,-416.15227768,4882.640869140625,0.001,26,380444.962109375
0.19,274740,10420,6413,88.26,274877,-417.12074814,4846.84150390625,0.001,26,554132.99296875
0.19,274840,10432,6414,88.26,274977,-410.72817598,4840.941455078125,0.001,26,758480.196875
0.2,274900,10439,6415,87.73,275024,-404.13989384,4877.507958984375,0.001,26,515430.790625
0.2,275000,10452,6416,87.73,275124,-400.38070661,4931.774853515625,0.001,26,355400.744921875
0.2,275100,10465,6417,87.73,275224,-398.77569625999996,4872.165087890625,0.001,26,439914.098828125
0.2,275200,10479,6418,87.73,275324,-399.10706471,4847.2779296875,0.001,26,702777.7421875
0.2,275300,10494,6419,87.73,275424,-394.00290716,4910.4681640625,0.001,26,407389.041796875
0.2,275400,10509,6420,87.73,275524,-387.01752379000004,4934.818896484375,0.001,26,513399.98984375
0.21,275460,10519,6421,87.44,275595,-383.56237447,4883.5021484375,0.001,26,515001.637109375
0.21,275560,10531,6422,87.44,275695,-382.96346020000004,4914.77861328125,0.001,26,568121.24375
0.21,275660,10542,6423,87.44,275795,-389.12376011,4936.953369140625,0.001,26,589452.762890625
0.21,275760,10555,6424,87.44,275895,-396.29401004,4942.22294921875,0.001,26,534752.4359375
0.21,275860,10567,6425,87.44,275995,-396.52614874,4938.5650390625,0.001,26,511054.133203125
0.21,275960,10582,6426,87.44,276095,-393.16653533,4918.947119140625,0.001,26,562972.34453125
0.21,276060,10596,6427,87.44,276195,-395.2633405799999,4932.392041015625,0.001,26,535628.45859375
0.2,276160,10610,6428,88.24,276295,-400.85079091,4959.95341796875,0.001,26,510451.80390625
0.2,276260,10624,6429,88.24,276395,-406.7942822999999,4957.33818359375,0.001,26,598435.725
0.2,276360,10638,6430,88.24,276495,-408.86714615,4938.985693359375,0.001,25,485983.025390625
0.19,276460,10653,6431,88.79,276595,-416.59608005,5000.81416015625,0.001,25,588741.952734375
0.19,276560,10667,6432,88.79,276695,-416.81839508999997,5013.79267578125,0.001,25,504198.30078125
0.19,276660,10678,6433,88.79,276795,-418.81640023999995,4949.15302734375,0.001,25,525494.46640625
0.19,276760,10692,6434,88.79,276895,-423.12022887,4992.145947265625,0.001,25,591661.73125
0.19,276860,10708,6435,88.79,276995,-419.33580637000006,5043.750830078125,0.001,25,462957.594140625
0.19,276960,10724,6436,88.79,277095,-416.77117386,4960.70361328125,0.001,25,561905.483203125
0.18,277060,10738,6437,89.04,277195,-424.38153252000006,5040.81611328125,0.001,25,378165.8046875
0.18,277160,10752,6438,89.04,277295,-424.4920357700001,5009.86982421875,0.001,25,488733.69921875
0.19,277200,10757,6439,88.44,277335,-419.3656946900001,5034.503662109375,0.001,25,482076.66640625
0.19,277300,10771,6440,88.44,277435,-421.97270082,4979.2748046875,0.001,25,827342.2265625
0.19,277400,10784,6441,89.3,277528,-421.37502828,4995.23369140625,0.001,25,553312.49375
0.19,277500,10799,6442,89.3,277628,-421.65005812,5046.569091796875,0.001,25,630525.995703125
