rollout/success rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total timesteps,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.61,12179,3207,-181.29541322,56.23,317,1017567,7729.957974243164,624.0915344238281,1017460,0.001
0.61,12180,3209,-181.02015703,56.1,317,1017575,,,,
0.62,12181,3215,-178.67904058,55.44,316,1017609,9084.268354797363,618.4726806640625,1017500,0.001
0.63,12182,3221,-175.7863706,54.76,315,1017641,9185.267289733887,627.0873901367188,1017540,0.001
0.62,12183,3243,-177.83483628,55.58,313,1017741,10874.25608215332,625.4794738769531,1017640,0.001
0.62,12184,3257,-182.16955668,55.58,312,1017841,6897.915446472168,629.1930908203125,1017740,0.001
0.63,12185,3263,-175.99118331000003,54.82,311,1017865,8174.694812011719,626.8459045410157,1017760,0.001
0.63,12186,3279,-174.74260687000003,54.82,310,1017965,4822.192381286621,626.5297912597656,1017860,0.001
0.64,12187,3283,-169.39827056000001,53.98,310,1017981,8690.93630065918,620.7818298339844,1017880,0.001
0.64,12188,3286,-169.66730704000003,53.98,309,1017991,,,,
0.64,12189,3297,-158.70918977000002,53.87,308,1018054,6401.228932189942,631.5811584472656,1017940,0.001
0.64,12190,3307,-160.09941822000002,54.33,307,1018114,10659.467346191406,624.1613708496094,1018000,0.001
0.64,12191,3332,-157.5770855,54.33,305,1018214,6226.443893432617,629.8638061523437,1018100,0.001
0.64,12192,3337,-157.34517557,54.3,305,1018236,8356.108924865723,623.4108032226562,1018120,0.001
0.63,12193,3357,-158.57683893,55.22,303,1018336,12091.861335754395,623.2088623046875,1018220,0.001
0.63,12194,3375,-158.09707995,55.66,301,1018426,10793.505667114257,626.0439086914063,1018320,0.001
0.63,12195,3393,-159.71371624000002,56.18,300,1018519,7061.8470703125,626.816455078125,1018400,0.001
0.63,12196,3397,-158.17632314,56.1,299,1018541,9274.281294250488,624.2893676757812,1018440,0.001
0.63,12197,3414,-152.8238699,56.1,298,1018641,9280.181240844726,625.9686401367187,1018540,0.001
0.63,12198,3428,-153.47831778,56.9,297,1018728,10944.251815795898,622.8561218261718,1018620,0.001
0.63,12199,3432,-152.28278605,56.71,296,1018756,10154.874353027344,623.9430603027344,1018640,0.001
0.62,12200,3452,-156.84531095999998,57.28,295,1018856,10050.445556640625,623.3941467285156,1018740,0.001
0.63,12201,3470,-155.82709873,57.02,293,1018930,5961.355921936035,632.5083129882812,1018820,0.001
0.62,12202,3484,-159.03478879,57.74,292,1019030,10895.698849487304,627.7276977539062,1018920,0.001
0.62,12203,3505,-161.22443724000001,57.74,290,1019130,6456.183732604981,622.6516479492187,1019020,0.001
0.62,12204,3510,-161.24508517,57.82,290,1019155,10970.037246704102,628.5907165527344,1019040,0.001
0.62,12205,3515,-160.70286265000001,57.83,289,1019179,7802.771398925781,628.364111328125,1019060,0.001
0.62,12206,3530,-160.71044454,57.83,288,1019279,12533.30287475586,625.311181640625,1019160,0.001
0.62,12207,3532,-160.94614904,57.75,288,1019284,5890.088771057129,631.1133911132813,1019180,0.001
0.61,12208,3549,-162.55822805,58.21,287,1019384,4899.4555038452145,627.1849670410156,1019280,0.001
0.62,12209,3552,-161.07350886,57.37,286,1019400,,,,
0.61,12210,3568,-165.03919558,58.0,285,1019500,7609.642633056641,625.8357421875,1019380,0.001
0.61,12211,3570,-164.65312867,57.54,285,1019507,8051.157284545899,627.8780456542969,1019400,0.001
0.61,12212,3573,-165.03446366,57.47,285,1019519,,,,
0.61,12213,3578,-154.80575180000002,56.77,284,1019546,9608.967282104491,626.18447265625,1019440,0.001
0.62,12214,3580,-152.14737865000004,55.8,284,1019549,,,,
0.62,12215,3583,-152.86402106000003,55.82,284,1019564,6892.535499572754,627.7390258789062,1019460,0.001
0.62,12216,3587,-153.27864861000003,55.74,284,1019580,,,,
0.63,12217,3592,-148.10235662000002,54.93,283,1019599,9516.395318603516,625.9568908691406,1019480,0.001
0.63,12218,3596,-147.15177716,54.33,283,1019615,9968.333821105956,624.7353820800781,1019500,0.001
0.63,12219,3611,-150.74661856,54.95,282,1019682,6917.322512817383,625.3591857910156,1019580,0.001
0.63,12220,3618,-150.17735755,55.15,281,1019721,9767.058714294433,622.820361328125,1019620,0.001
0.63,12221,3622,-150.13814308,55.35,281,1019750,9651.23268737793,627.5709533691406,1019640,0.001
0.62,12222,3639,-157.21603129000002,56.24,280,1019850,8162.148762512207,631.2743408203125,1019740,0.001
0.62,12223,3650,-158.75310392,56.75,279,1019930,9805.229598999023,628.7984436035156,1019820,0.001
0.61,12224,3673,-164.75245584000004,57.55,277,1020030,8150.337216186524,620.023291015625,1019920,0.001
0.61,12225,3683,-165.62765777,57.93,276,1020072,8912.359075927734,625.1224914550781,1019960,0.001
0.61,12226,3702,-161.09053081000002,57.93,275,1020172,7782.228344726563,622.7300598144532,1020060,0.001
0.61,12227,3723,-166.22489105,57.93,274,1020272,9830.418927001952,621.8776550292969,1020160,0.001
0.61,12228,3743,-166.05026063000003,57.93,272,1020372,8427.906224060058,628.648095703125,1020260,0.001
0.61,12229,3757,-164.19087532999998,57.93,271,1020472,8553.705741882324,627.8027648925781,1020360,0.001
0.61,12230,3773,-165.64943791,58.6,270,1020551,5492.019160461426,624.7485595703125,1020440,0.001
0.61,12231,3777,-165.42168550999997,58.65,270,1020573,7747.834033203125,621.883447265625,1020460,0.001
0.61,12232,3798,-165.91585419000003,58.65,268,1020673,7668.636268615723,629.8201477050782,1020560,0.001
0.6,12233,3817,-171.34273659,59.2,267,1020773,5485.164256286621,631.2264587402344,1020660,0.001
0.6,12234,3825,-171.80534662,59.07,266,1020813,10178.789971923828,624.7083801269531,1020700,0.001
0.6,12235,3838,-171.61884396999997,59.63,265,1020883,8344.464253234863,624.1382507324219,1020780,0.001
0.61,12236,3840,-169.73699294999997,58.68,265,1020888,,,,
0.61,12237,3854,-168.90503393999998,59.32,264,1020964,10214.559704589843,617.4285949707031,1020860,0.001
0.62,12238,3865,-166.37747709000004,58.85,264,1021017,9056.013876342773,627.8482604980469,1020900,0.001
0.62,12239,3883,-166.07213218,58.85,262,1021117,5863.524662780762,628.8885192871094,1021000,0.001
0.63,12240,3887,-164.23050457000002,58.04,262,1021136,8440.403132629395,622.4637634277344,1021020,0.001
0.64,12241,3890,-162.5946011,57.17,262,1021149,5839.135961914062,629.2805847167969,1021040,0.001
0.64,12242,3906,-161.74705266000004,57.17,261,1021249,8382.411868286134,626.1333862304688,1021140,0.001
0.64,12243,3908,-160.40428941,56.45,261,1021258,,,,
0.63,12244,3927,-164.73493378000003,57.22,260,1021358,7610.127453613281,624.7077575683594,1021240,0.001
0.63,12245,3930,-164.76652327,56.52,259,1021364,6691.509481811523,620.8759826660156,1021260,0.001
0.63,12246,3932,-165.03024448,56.49,259,1021372,,,,
0.64,12247,3934,-164.25921397000002,55.6,259,1021383,6346.424072265625,625.9277954101562,1021280,0.001
0.63,12248,3955,-166.57770027000004,56.47,258,1021483,6130.098045349121,626.4572387695313,1021380,0.001
0.64,12249,3958,-164.64576710000006,55.6,258,1021496,,,,
0.65,12250,3968,-159.79278515,55.18,257,1021554,9987.397985839843,626.6068115234375,1021440,0.001
0.65,12251,3982,-160.90225013,55.13,256,1021628,8013.53549041748,624.8163879394531,1021520,0.001
0.64,12252,3997,-166.3824374,55.97,255,1021728,7449.049539184571,625.9781372070313,1021620,0.001
0.64,12253,4013,-166.22048587,55.97,254,1021828,7345.152447509766,631.4304931640625,1021720,0.001
0.64,12254,4031,-163.84667215000002,55.97,253,1021928,9904.937115478515,624.4908386230469,1021820,0.001
0.65,12255,4041,-158.98648883,55.51,252,1021982,9395.192500305177,623.5796630859375,1021880,0.001
0.64,12256,4061,-162.36076169,56.37,251,1022082,5985.764924621582,619.9872131347656,1021980,0.001
0.64,12257,4072,-164.64716714000002,56.81,250,1022137,6728.675448608398,623.7482849121094,1022020,0.001
0.63,12258,4087,-167.34762626000003,57.69,250,1022237,7653.4551452636715,627.25849609375,1022120,0.001
0.64,12259,4089,-164.57280541,56.85,249,1022253,5556.283798217773,628.7126098632813,1022140,0.001
0.64,12260,4109,-158.80999670999998,56.85,248,1022353,10740.05811767578,624.4986389160156,1022240,0.001
0.63,12261,4129,-163.03804156,57.61,247,1022453,8105.6279968261715,620.626123046875,1022340,0.001
0.63,12262,4133,-163.49422608000003,57.59,247,1022470,6020.637229919434,632.8370666503906,1022360,0.001
0.63,12263,4136,-163.65780653,57.7,247,1022484,8407.259927368164,621.3335388183593,1022380,0.001
0.63,12264,4154,-164.12388994,57.7,246,1022584,8005.964216613769,628.0101867675781,1022480,0.001
0.64,12265,4156,-159.36076159,56.79,246,1022593,,,,
0.64,12266,4159,-158.78231721000003,56.78,245,1022608,6609.411599731446,624.0114990234375,1022500,0.001
0.63,12267,4180,-162.77517061999998,57.7,244,1022708,9294.79977722168,619.1951721191406,1022600,0.001
0.63,12268,4197,-165.46151638999999,57.7,243,1022808,9391.616345214843,623.9406982421875,1022700,0.001
0.63,12269,4217,-162.45275453,57.7,242,1022908,6121.500981140137,618.2320678710937,1022800,0.001
0.63,12270,4231,-158.61356172,57.7,241,1023008,6819.22419128418,628.5874877929688,1022900,0.001
0.62,12271,4248,-162.14956644000003,58.59,240,1023108,6806.80415649414,628.7572082519531,1023000,0.001
0.61,12272,4264,-166.0673495,59.48,239,1023208,8645.516555786133,629.1859802246094,1023100,0.001
0.6,12273,4280,-164.52726473,60.34,239,1023308,10987.996983337402,623.1023864746094,1023200,0.001
0.6,12274,4288,-163.29905296,60.44,238,1023358,8371.39354095459,623.260546875,1023240,0.001
0.6,12275,4290,-158.34319703,60.0,238,1023364,9188.120959472657,620.528662109375,1023260,0.001
0.61,12276,4292,-155.27795874,59.04,238,1023368,,,,
0.61,12277,4298,-154.93112508000002,59.04,238,1023401,8235.750296020507,624.5417053222657,1023300,0.001
0.61,12278,4301,-154.47307463,58.83,237,1023412,,,,
0.61,12279,4307,-152.5468602,58.8,237,1023447,8356.532080078125,629.4268249511719,1023340,0.001
0.6,12280,4321,-160.21461867000002,59.72,236,1023547,8986.629904174804,618.7765014648437,1023440,0.001
0.59,12281,4337,-179.80107243000003,60.38,235,1023647,8114.496762084961,621.6775207519531,1023540,0.001
0.58,12282,4355,-185.35236537,61.06,235,1023747,10329.553169250488,620.0100280761719,1023640,0.001
0.58,12283,4374,-191.35104415,61.06,234,1023847,7193.959663391113,622.8649353027344,1023740,0.001
0.58,12284,4391,-185.60162175999997,61.06,233,1023947,5009.361050415039,631.3815795898438,1023840,0.001
0.57,12285,4406,-193.86855123,61.82,232,1024047,8286.765032958985,626.8781860351562,1023940,0.001
0.57,12286,4425,-195.52258795999998,61.82,231,1024147,6712.855784606933,623.4883728027344,1024040,0.001
0.56,12287,4442,-199.13190877000005,62.66,230,1024247,9391.998173522948,624.9350524902344,1024140,0.001
0.55,12288,4454,-202.14371013,63.56,229,1024347,10433.565144348144,616.8687377929688,1024240,0.001
0.55,12289,4468,-202.59844526,63.58,229,1024412,8030.126712036133,627.0857849121094,1024300,0.001
0.55,12290,4477,-201.48784289,63.46,228,1024460,8045.430154418946,622.6549560546875,1024340,0.001
0.55,12291,4492,-208.06072114999998,63.46,228,1024560,6198.009167480469,623.3319519042968,1024440,0.001
0.55,12292,4502,-207.35415897,63.74,227,1024610,5995.096754455566,621.3142150878906,1024500,0.001
0.55,12293,4521,-214.49661240999998,63.74,226,1024710,7515.782417297363,626.287353515625,1024600,0.001
0.54,12294,4541,-214.24466150999996,63.84,225,1024810,8246.855499267578,623.8691345214844,1024700,0.001
0.54,12295,4546,-212.87794848,63.18,225,1024837,9301.625454711913,616.8634460449218,1024720,0.001
0.53,12296,4567,-223.30578076999998,63.96,224,1024937,4880.031394958496,619.9661254882812,1024820,0.001
0.53,12297,4584,-223.47092798999998,63.96,223,1025037,5039.93157043457,627.0751831054688,1024920,0.001
0.53,12298,4598,-225.70995051000003,63.87,222,1025115,6663.339936828614,612.404296875,1025000,0.001
0.52,12299,4619,-231.3524217,64.59,221,1025215,8609.340695190429,627.3911682128906,1025100,0.001
0.53,12300,4623,-227.54329905000003,63.73,221,1025229,9373.1623046875,626.7469543457031,1025120,0.001
0.52,12301,4640,-229.39911827000003,63.99,220,1025329,7818.5510879516605,622.3116821289062,1025220,0.001
0.52,12302,4658,-232.81820753000002,63.99,220,1025429,9471.664591979981,619.0896545410156,1025320,0.001
0.53,12303,4673,-227.81513976000002,63.9,219,1025520,7530.802188110351,626.1146789550781,1025400,0.001
0.52,12304,4694,-234.03983178000001,64.65,218,1025620,7522.80505065918,621.2464965820312,1025500,0.001
0.51,12305,4706,-236.70250373,65.41,217,1025720,7619.458506774902,621.4714782714843,1025600,0.001
0.52,12306,4717,-231.69385161,65.02,217,1025781,4968.73408203125,623.4404663085937,1025680,0.001
0.51,12307,4733,-234.29810776999994,65.97,216,1025881,7435.510511779785,616.0116333007812,1025780,0.001
0.51,12308,4748,-237.14778653999994,65.97,216,1025981,7299.18201751709,608.6566955566407,1025880,0.001
0.51,12309,4751,-236.91965163999993,65.91,215,1025991,,,,
0.51,12310,4772,-235.43381316999995,65.91,214,1026091,8828.52491455078,615.8204956054688,1025980,0.001
0.5,12311,4789,-240.43105685999998,66.84,214,1026191,6991.065536499023,616.5718383789062,1026080,0.001
0.49,12312,4807,-243.94503866,67.72,213,1026291,7631.867294311523,615.7950744628906,1026180,0.001
0.49,12313,4815,-242.58108931000004,67.81,213,1026327,8330.60178604126,616.4298217773437,1026220,0.001
0.49,12314,4821,-242.79049673,68.1,212,1026359,6288.246469116211,625.9340270996094,1026240,0.001
0.49,12315,4829,-243.85359898000002,68.35,212,1026399,9027.330940246582,617.3117614746094,1026280,0.001
0.49,12316,4836,-242.84055023000002,68.53,212,1026433,6269.93563079834,622.3831176757812,1026320,0.001
0.49,12317,4839,-243.31155958,68.48,212,1026447,9527.210815429688,620.8766174316406,1026340,0.001
0.49,12318,4850,-241.86174384999995,68.88,211,1026503,7059.107577514648,620.734033203125,1026400,0.001
0.48,12319,4866,-245.31774877999996,69.21,210,1026603,5958.407550048828,620.9221923828125,1026500,0.001
0.47,12320,4881,-249.17766600999997,69.82,210,1026703,8720.605667114258,620.0670227050781,1026600,0.001
0.47,12321,4888,-249.74529113999998,69.88,210,1026738,9904.74705810547,614.3929321289063,1026620,0.001
0.47,12322,4910,-256.05450225,69.88,209,1026838,8674.509614562989,617.249169921875,1026720,0.001
0.47,12323,4911,-254.17244944999996,69.14,209,1026844,8441.468231201172,612.2966247558594,1026740,0.001
0.47,12324,4927,-251.92669008000001,69.14,208,1026944,6545.960691833496,619.5981140136719,1026840,0.001
0.47,12325,4936,-251.48573276,69.21,208,1026993,8296.417346191407,623.5543579101562,1026880,0.001
0.48,12326,4938,-249.40332758,68.25,207,1026997,,,,
0.48,12327,4958,-246.12544734000002,68.25,207,1027097,4967.902926635742,618.8026733398438,1026980,0.001
0.48,12328,4978,-243.49886348000004,68.25,206,1027197,9056.053826904297,621.3856018066406,1027080,0.001
0.49,12329,4984,-240.00679617000003,67.5,206,1027222,5024.464245605469,624.3191284179687,1027120,0.001
0.48,12330,5003,-238.64392903999996,67.71,205,1027322,8186.931448364257,618.7431945800781,1027220,0.001
0.48,12331,5006,-239.07906423999998,67.69,205,1027342,9494.901620483399,620.4564758300781,1027240,0.001
0.49,12332,5012,-235.67247020999994,67.04,204,1027377,9150.305014038086,617.7259948730468,1027260,0.001
0.49,12333,5026,-232.80257724999996,67.04,204,1027477,10037.029260253907,617.3604370117188,1027360,0.001
0.49,12334,5029,-232.2259499,66.8,204,1027493,11727.371786499023,623.6331237792969,1027380,0.001
0.48,12335,5048,-234.53278214999997,67.1,203,1027593,8500.67562713623,620.0900268554688,1027480,0.001
0.47,12336,5061,-236.3400352,68.05,203,1027693,9039.225367736817,614.6216857910156,1027580,0.001
0.46,12337,5076,-239.38724942000002,68.29,202,1027793,9482.103088378906,613.1492919921875,1027680,0.001
0.46,12338,5078,-239.3107604,67.87,202,1027804,7790.972158813476,623.5927673339844,1027700,0.001
0.47,12339,5081,-237.39431842000002,67.02,202,1027819,,,,
0.46,12340,5095,-242.34125609000003,67.83,201,1027919,8430.293490600587,620.5168090820313,1027800,0.001
0.45,12341,5115,-246.78043510999998,68.7,200,1028019,8324.390751647948,626.0554016113281,1027900,0.001
0.46,12342,5119,-244.71103075000002,67.85,200,1028034,5997.5803848266605,624.0224060058594,1027920,0.001
0.46,12343,5130,-247.87320441,68.41,200,1028099,9860.001986694337,621.7681884765625,1027980,0.001
0.47,12344,5131,-243.04943429,67.42,200,1028100,,,,
0.46,12345,5148,-243.88891605,68.36,199,1028200,8270.455581665039,612.7335327148437,1028080,0.001
0.46,12346,5152,-243.56286388,68.5,199,1028222,7966.286251831055,621.1115295410157,1028120,0.001
0.45,12347,5175,-246.27357995999998,69.39,198,1028322,13024.110461425782,615.875244140625,1028220,0.001
0.46,12348,5181,-244.19179744000002,68.67,198,1028350,8779.183837890625,617.1055541992188,1028240,0.001
0.45,12349,5196,-248.14380745000003,69.54,197,1028450,9466.167288208007,621.7076416015625,1028340,0.001
0.45,12350,5198,-248.13417742,69.03,197,1028457,,,,
0.45,12351,5199,-247.44412821999998,68.35,197,1028463,9920.547856140136,616.8951782226562,1028360,0.001
0.46,12352,5209,-240.25205360999996,67.93,197,1028521,7596.240028381348,624.56650390625,1028420,0.001
0.46,12353,5229,-241.94844050999995,67.93,196,1028621,6453.71845703125,626.895556640625,1028520,0.001
0.46,12354,5243,-242.18510553,67.93,196,1028721,12754.215551757812,610.6952331542968,1028620,0.001
0.45,12355,5258,-247.937974,68.39,195,1028821,7811.043148803711,627.1250610351562,1028720,0.001
0.46,12356,5266,-244.71468388999998,67.84,195,1028866,10424.822534179688,615.8118408203125,1028760,0.001
0.45,12357,5281,-250.90017604000002,68.29,194,1028966,8723.427404785156,621.9873291015625,1028860,0.001
0.46,12358,5290,-249.29842847,67.78,194,1029015,8115.855184936523,624.4785766601562,1028900,0.001
0.46,12359,5293,-249.20059737,67.76,194,1029029,5767.064463806152,623.5470642089844,1028920,0.001
0.46,12360,5315,-253.0034643,67.76,193,1029129,8896.137133789063,625.5764770507812,1029020,0.001
0.47,12361,5316,-248.83639584000005,66.81,193,1029134,,,,
0.47,12362,5331,-248.66330737000004,67.41,193,1029211,8144.128283691406,613.2027282714844,1029100,0.001
0.47,12363,5336,-248.35655441999998,67.5,192,1029234,7179.759436035156,622.7870361328125,1029120,0.001
0.48,12364,5339,-243.43277618,66.68,192,1029252,8612.171153259278,619.3350341796875,1029140,0.001
0.48,12365,5343,-243.57719513999996,66.72,192,1029265,9518.145416259766,623.1109619140625,1029160,0.001
0.48,12366,5346,-243.86323726999998,66.7,192,1029278,,,,
0.48,12367,5361,-242.28305677999998,66.7,191,1029378,6687.463757324219,619.7085754394532,1029260,0.001
0.48,12368,5374,-244.39656343999997,66.7,191,1029478,11765.948348999023,620.6804382324219,1029360,0.001
0.49,12369,5376,-238.73821696999997,65.73,191,1029481,11823.295086669921,624.2650817871094,1029380,0.001
0.49,12370,5393,-241.75510031000002,65.73,190,1029581,5681.258740234375,628.10234375,1029480,0.001
0.49,12371,5418,-239.28412813,65.73,190,1029681,11066.812188720703,618.829296875,1029580,0.001
0.49,12372,5435,-240.05244362999997,65.73,189,1029781,5022.677980041504,626.0028259277344,1029680,0.001
