rollout/success rate,time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates
0.46,896393,10417,68.99,-224.04919303999998,52,17036,703.7939331054688,9738.94365234375,0.001,896280
0.46,896493,10418,68.99,-219.324639,52,17061,706.1765563964843,13546.505786132813,0.001,896380
0.45,896593,10419,69.92,-221.02505784000004,52,17080,707.8420837402343,7601.309088134765,0.001,896480
0.44,896693,10420,70.73,-226.70224886,52,17094,714.5752197265625,10653.530288696289,0.001,896580
0.44,896793,10421,70.73,-226.52903115000004,52,17111,715.7803527832032,8071.029132080078,0.001,896680
0.43,896893,10422,71.63,-232.08489881000006,52,17131,710.7989624023437,9128.124349975586,0.001,896780
0.42,896993,10423,72.13,-234.52990498000003,52,17147,708.5908508300781,6655.400387573242,0.001,896880
0.42,897019,10424,72.22,-234.74520437000004,52,17152,706.1841857910156,16421.640618896483,0.001,896900
0.42,897119,10425,72.22,-234.82689432000004,52,17167,715.7830749511719,9742.085595703125,0.001,897000
0.41,897219,10426,73.01,-233.27985988,52,17184,708.8724670410156,5811.216481018067,0.001,897100
0.4,897319,10427,73.84,-237.27267652999998,52,17203,704.9329406738282,9984.293225097656,0.001,897200
0.39,897419,10428,74.63,-238.44767745,52,17221,713.9223999023437,8033.3831237792965,0.001,897300
0.39,897519,10429,74.63,-234.93730991999996,52,17239,712.0063232421875,9160.824124145507,0.001,897400
0.38,897619,10430,75.39,-237.62393153999997,52,17254,705.6628234863281,9823.300982666016,0.001,897500
0.38,897658,10431,75.21,-237.14222555999996,52,17260,710.1475524902344,6761.907252502441,0.001,897540
0.38,897758,10432,75.21,-238.44037439,51,17279,710.8119384765625,10435.386880493164,0.001,897640
0.38,897766,10433,75.22,-238.41406661999997,51,17281,711.8719360351563,7521.6008773803715,0.001,897660
0.38,897781,10434,75.07,-238.35922630999997,51,17285,707.3320617675781,10723.544869995118,0.001,897680
0.37,897881,10435,75.29,-241.57523399,51,17307,705.5171875,9923.90430908203,0.001,897780
0.38,897967,10436,75.15,-230.50710773,51,17323,704.5970581054687,8357.647645568848,0.001,897860
0.39,898047,10437,74.95,-222.86164358,51,17337,708.0887634277344,8377.10938873291,0.001,897940
0.39,898147,10438,74.95,-251.71267595999998,51,17354,709.4379089355468,8939.610232543946,0.001,898040
0.39,898247,10439,74.95,-248.76534056999998,51,17371,710.3032653808593,13717.719924926758,0.001,898140
0.38,898347,10440,75.94,-252.04514332,51,17384,704.941748046875,11058.135647583007,0.001,898240
0.38,898447,10441,75.94,-251.31724280000003,51,17402,701.206787109375,8430.613815307617,0.001,898340
0.39,898461,10442,75.08,-249.17436948000002,51,17405,710.5086242675782,8512.360012817382,0.001,898360
0.39,898514,10443,75.13,-248.37742535,51,17415,709.1913146972656,9087.106108093261,0.001,898400
0.38,898614,10444,75.74,-251.32766197,51,17434,707.0119262695313,8817.001737976074,0.001,898500
0.38,898631,10445,74.93,-249.29345442000002,51,17437,708.979052734375,12835.91162109375,0.001,898520
0.38,898731,10446,74.93,-244.84755457000003,51,17454,707.9293640136718,7592.007913208008,0.001,898620
0.39,898742,10447,74.04,-241.63106911000003,51,17457,711.8435668945312,8557.387423706055,0.001,898640
0.38,898842,10448,74.62,-242.26034840000003,51,17470,708.3352355957031,7659.434268188476,0.001,898740
0.37,898942,10449,74.84,-244.81197427000004,51,17488,708.1724670410156,11189.241168212891,0.001,898840
0.37,898982,10450,75.02,-244.61216719000004,51,17499,717.1757690429688,10988.985641479492,0.001,898880
0.36,899082,10451,75.56,-246.96915620000007,51,17522,706.2525207519532,6911.997317504883,0.001,898980
0.37,899099,10452,74.73,-243.66758415,51,17526,,,,
0.37,899199,10453,74.73,-239.14137134000003,51,17542,705.208447265625,9831.66667175293,0.001,899080
0.38,899208,10454,73.82,-235.39056577999997,51,17544,709.8880554199219,8396.7535736084,0.001,899100
0.37,899308,10455,74.36,-238.04955259,51,17563,705.3919250488282,13354.428573608398,0.001,899200
0.37,899408,10456,74.36,-238.06901852,51,17576,702.4137023925781,13165.600216674804,0.001,899300
0.37,899508,10457,74.36,-238.64126579,51,17595,706.4742797851562,8831.052815246581,0.001,899400
0.37,899514,10458,74.15,-238.97246042999998,51,17597,,,,
0.37,899614,10459,74.15,-240.83573271999998,51,17613,705.8048645019531,8753.044140625,0.001,899500
0.37,899714,10460,74.15,-243.05783956,51,17632,706.7398803710937,9179.544488525391,0.001,899600
0.37,899814,10461,74.15,-245.40494026000005,50,17650,699.1197875976562,7651.08862915039,0.001,899700
0.37,899914,10462,74.15,-246.44873599,50,17667,703.9926391601563,9581.613084411621,0.001,899800
0.38,899917,10463,73.18,-242.55284047000004,50,17668,,,,
0.38,900017,10464,73.18,-244.08038781,50,17691,697.2534790039062,8117.261611938477,0.001,899900
0.37,900117,10465,74.14,-245.83375711999997,50,17709,696.3875549316406,10418.152731323242,0.001,900000
0.36,900217,10466,75.07,-248.88140377,50,17730,704.1624206542969,9718.138357543945,0.001,900100
0.35,900317,10467,75.6,-250.91963236,50,17747,706.6538269042969,7837.706866455078,0.001,900200
0.35,900417,10468,75.6,-253.50862945999998,50,17763,702.6820190429687,7881.2449005126955,0.001,900300
0.35,900517,10469,75.6,-252.12191012,50,17778,705.839208984375,10026.519833374023,0.001,900400
0.35,900610,10470,75.84,-253.69583593000004,50,17792,711.5685791015625,7353.245034790039,0.001,900500
0.35,900627,10471,75.96,-253.95186811,50,17795,704.6926391601562,10341.319206237793,0.001,900520
0.35,900727,10472,75.96,-256.75660390999997,50,17817,706.9990295410156,11247.535577392578,0.001,900620
0.35,900827,10473,75.96,-259.82270138,50,17834,705.2725402832032,7889.040034484863,0.001,900720
0.34,900927,10474,76.33,-264.5920209899999,50,17850,703.6075866699218,11245.534710693359,0.001,900820
0.34,901027,10475,76.33,-263.76913786000006,50,17875,702.4751403808593,11357.324908447266,0.001,900920
0.34,901070,10476,76.15,-264.75202358999996,50,17883,699.2788452148437,8661.144808959962,0.001,900960
0.34,901170,10477,76.15,-266.07110898,50,17898,708.5387084960937,12387.760664367675,0.001,901060
0.34,901270,10478,76.15,-261.19832625,50,17911,696.718310546875,12491.34352722168,0.001,901160
0.35,901282,10479,75.27,-259.30352115,50,17914,707.9896545410156,6191.843142700195,0.001,901180
0.35,901299,10480,75.35,-259.00049874,50,17917,,,,
0.35,901399,10481,75.35,-257.92584913,50,17936,701.7432739257813,10109.757377624512,0.001,901280
0.35,901499,10482,75.35,-258.93189209999997,50,17955,706.7151611328125,10511.84528503418,0.001,901380
0.35,901516,10483,74.95,-257.81286289,50,17959,701.7733276367187,10715.457723999023,0.001,901400
0.35,901616,10484,74.95,-253.69720344,50,17979,704.5510375976562,9056.101275634766,0.001,901500
0.35,901642,10485,74.95,-253.62520791000003,50,17985,707.4187438964843,8760.912657165527,0.001,901540
0.34,901742,10486,75.45,-253.92920466000004,50,18001,705.7261596679688,10577.285052490235,0.001,901640
0.34,901842,10487,75.45,-255.94233948000004,50,18014,700.209326171875,12604.159194946289,0.001,901740
0.34,901942,10488,75.45,-261.21279407000003,50,18035,703.0211791992188,6928.37333984375,0.001,901840
0.34,902042,10489,75.45,-259.16167343000006,49,18050,700.9653747558593,8741.675570678712,0.001,901940
0.35,902069,10490,74.72,-254.83034558000006,49,18055,699.8353637695312,11783.119946289062,0.001,901960
0.35,902080,10491,74.74,-255.21092335000006,49,18058,,,,
0.35,902180,10492,74.74,-262.94555399,49,18077,703.7670288085938,9117.642599487304,0.001,902060
0.35,902280,10493,74.74,-265.26121164999995,49,18095,701.7714477539063,9893.226287841797,0.001,902160
0.35,902291,10494,74.65,-265.73128313,49,18098,703.0766479492188,7704.924574279785,0.001,902180
0.35,902315,10495,74.82,-266.63754765,49,18104,705.3288391113281,11410.742651367187,0.001,902200
0.35,902415,10496,74.82,-267.15100585,49,18124,715.1591552734375,8784.40556640625,0.001,902300
0.35,902445,10497,74.76,-267.25435039999996,49,18131,705.2862060546875,10616.165576171876,0.001,902340
0.35,902462,10498,74.29,-266.41342839,49,18136,703.4928955078125,6190.33231048584,0.001,902360
0.36,902491,10499,73.58,-264.5004879,49,18142,702.1357788085937,11563.471862792969,0.001,902380
0.36,902523,10500,73.76,-264.24248358999995,49,18148,704.5744445800781,10655.579959106446,0.001,902420
0.36,902623,10501,73.76,-261.23965848,49,18167,699.9479064941406,10288.395184326171,0.001,902520
0.37,902649,10502,73.02,-258.29919876,49,18172,702.9095336914063,11614.502331542968,0.001,902540
0.37,902749,10503,73.02,-259.98112928,49,18196,705.6283081054687,7401.480766296387,0.001,902640
0.37,902849,10504,73.02,-258.61703814,49,18212,705.2415161132812,7853.745126342774,0.001,902740
0.37,902864,10505,73.05,-258.46760209,49,18215,698.115283203125,14763.022814941407,0.001,902760
0.37,902964,10506,73.05,-260.23437100999996,49,18234,701.8252014160156,6691.518893432617,0.001,902860
0.37,903064,10507,73.05,-256.76500538,49,18248,704.9366455078125,8003.842137145996,0.001,902960
0.37,903144,10508,73.63,-257.40762829,49,18259,705.7498840332031,8917.815092468261,0.001,903040
0.36,903244,10509,74.18,-262.06516245999995,49,18278,700.933349609375,13662.574880981445,0.001,903140
0.36,903281,10510,74.4,-261.73402636,49,18287,704.5734008789062,10478.983856201172,0.001,903180
0.35,903381,10511,75.38,-267.54367205999995,49,18305,702.6154357910157,9396.283706665039,0.001,903280
0.34,903481,10512,75.88,-271.50683072,49,18324,707.0876892089843,9638.439492797852,0.001,903380
0.34,903581,10513,75.88,-269.18164621,49,18339,692.7891235351562,11028.54620666504,0.001,903480
0.34,903681,10514,75.88,-265.48932032,49,18355,703.4943908691406,11250.722290039062,0.001,903580
0.34,903781,10515,75.88,-267.68094976,49,18375,697.7561462402343,9803.02156982422,0.001,903680
0.34,903881,10516,75.88,-267.44704956,49,18392,700.6661315917969,10353.510623168946,0.001,903780
0.35,903964,10517,75.71,-265.86426104000003,49,18408,703.8330078125,10797.431434631348,0.001,903860
0.35,904064,10518,75.71,-265.67013225999995,49,18424,700.189208984375,8850.702893066406,0.001,903960
0.35,904164,10519,75.71,-266.92575525,49,18441,707.0766235351563,10872.195794677735,0.001,904060
0.36,904179,10520,74.86,-261.61511064,49,18444,,,,
0.37,904221,10521,74.28,-259.22180578,48,18453,703.9171142578125,11581.592098999023,0.001,904120
0.37,904321,10522,74.28,-257.72873092000003,48,18478,702.9832092285156,11471.208502197265,0.001,904220
0.37,904421,10523,74.28,-256.2034338,48,18491,704.0005310058593,11428.855427551269,0.001,904320
0.37,904519,10524,75.0,-257.07295476,48,18509,705.0503295898437,10267.774114990234,0.001,904400
0.38,904588,10525,74.69,-254.65121401,48,18527,700.8798400878907,11157.158316040039,0.001,904480
0.38,904688,10526,74.69,-259.28583308000003,48,18544,708.1563903808594,7310.719548034668,0.001,904580
0.38,904788,10527,74.69,-259.52317926,48,18563,702.4408264160156,10154.307302856445,0.001,904680
0.38,904888,10528,74.69,-258.19877605,48,18583,703.7787414550781,5279.5656463623045,0.001,904780
0.38,904988,10529,74.69,-262.2962807299999,48,18602,703.1004699707031,5784.336270141602,0.001,904880
0.39,905075,10530,74.56,-259.71786836999996,48,18621,703.6914428710937,11702.61053161621,0.001,904960
0.39,905087,10531,74.29,-259.1680811,48,18624,705.3516845703125,6119.328157043457,0.001,904980
0.39,905187,10532,74.29,-255.70144322999997,48,18641,705.456396484375,9222.586373901368,0.001,905080
0.38,905287,10533,75.21,-259.0338785299999,48,18654,696.2049743652344,8625.674821472168,0.001,905180
0.38,905304,10534,75.23,-258.24701770999997,48,18658,716.4361633300781,7816.564797973633,0.001,905200
0.39,905343,10535,74.62,-253.88258095999998,48,18664,698.9570495605469,12543.089227294922,0.001,905240
0.38,905443,10536,74.76,-255.82502110999994,48,18680,705.2107116699219,10805.952087402344,0.001,905340
0.37,905543,10537,74.96,-259.10427426,48,18696,703.1294494628906,8950.559957885742,0.001,905440
0.37,905643,10538,74.96,-233.77086431,48,18715,705.2555725097657,8638.45578918457,0.001,905540
0.37,905743,10539,74.96,-236.49967011999996,48,18732,699.2133666992188,12194.909280395508,0.001,905640
0.38,905749,10540,74.02,-233.33610522000004,48,18734,,,,
0.38,905849,10541,74.02,-237.14418078000003,48,18749,704.374951171875,4879.589221191406,0.001,905740
0.38,905934,10542,74.73,-239.72506969000003,48,18765,704.0573181152344,7887.466082763672,0.001,905820
0.37,906034,10543,75.2,-245.40872653000002,48,18790,698.9355895996093,7970.8063293457035,0.001,905920
0.37,906134,10544,75.2,-248.84879691000003,48,18807,703.0863342285156,9420.75933380127,0.001,906020
0.36,906234,10545,76.03,-256.77075431,48,18827,699.9012390136719,8669.75066833496,0.001,906120
0.37,906258,10546,75.27,-255.27110993999997,48,18833,710.7148742675781,6019.104690551758,0.001,906140
0.36,906358,10547,76.16,-258.36178261,48,18853,701.0128112792969,8589.66616973877,0.001,906240
0.37,906364,10548,75.22,-256.70581670999997,48,18855,700.0936584472656,16609.14210510254,0.001,906260
0.38,906371,10549,74.29,-251.97244744999998,48,18857,,,,
0.37,906471,10550,74.89,-258.69575979999996,48,18883,700.0563903808594,10155.760311889648,0.001,906360
0.37,906571,10551,74.89,-253.99733024,47,18897,700.9218078613281,7214.474795532226,0.001,906460
0.36,906671,10552,75.72,-256.00790620000004,47,18913,701.9605224609375,7941.824800109864,0.001,906560
0.37,906683,10553,74.84,-257.83443000000005,47,18916,700.0204345703125,10257.269384765625,0.001,906580
0.36,906783,10554,75.75,-261.52538319,47,18929,697.5568420410157,10601.962443542481,0.001,906680
0.36,906883,10555,75.75,-260.62362989999997,47,18948,698.7274047851563,9228.338372802735,0.001,906780
0.36,906983,10556,75.75,-261.16550217,47,18969,701.6159729003906,8339.977188110352,0.001,906880
0.37,907004,10557,74.96,-258.18941990999997,47,18974,693.3246948242188,9913.356723022462,0.001,906900
0.36,907104,10558,75.9,-258.97894601,47,18997,691.5097351074219,5634.548883056641,0.001,907000
0.36,907204,10559,75.9,-260.84512319,47,19022,691.7442199707032,10686.120999145507,0.001,907100
0.36,907304,10560,75.9,-259.71578299000004,47,19041,693.9356323242188,9810.43978729248,0.001,907200
0.36,907404,10561,75.9,-257.06693695,47,19064,698.7788208007812,11621.1783782959,0.001,907300
0.36,907504,10562,75.9,-256.88177986000005,47,19082,693.8780151367188,10342.14779663086,0.001,907400
0.35,907604,10563,76.87,-259.25215356999996,47,19099,702.4427856445312,6098.623750305176,0.001,907500
0.35,907704,10564,76.87,-256.97059691,47,19117,690.5833984375,12445.68931274414,0.001,907600
0.35,907804,10565,76.87,-260.01437104999997,47,19136,697.3864440917969,6854.328628540039,0.001,907700
0.35,907904,10566,76.87,-259.34438018000003,47,19155,697.5242858886719,9197.779718017578,0.001,907800
0.36,907978,10567,76.61,-255.55051358999998,47,19172,698.0486877441406,9822.379235839844,0.001,907860
0.36,908078,10568,76.61,-254.22199136999998,47,19187,695.0626403808594,7312.699382019043,0.001,907960
0.36,908178,10569,76.61,-255.73755934999994,47,19209,695.6890258789062,12756.474713134765,0.001,908060
0.35,908278,10570,76.68,-256.77758881,47,19226,693.5233947753907,11654.56103515625,0.001,908160
0.34,908378,10571,77.51,-259.18217785,47,19244,695.4786193847656,10403.423400878906,0.001,908260
0.35,908396,10572,76.69,-254.9580124,47,19249,689.5501892089844,9992.119523620606,0.001,908280
0.35,908496,10573,76.69,-252.46090112,47,19268,692.5510803222656,12045.764440917968,0.001,908380
0.35,908596,10574,76.69,-251.03755983,47,19284,696.7675537109375,6730.345867919922,0.001,908480
0.35,908696,10575,76.69,-253.52351267999995,47,19304,700.033154296875,9374.49404296875,0.001,908580
0.34,908796,10576,77.26,-251.63033715999998,47,19326,696.0265625,10758.920356750488,0.001,908680
0.35,908808,10577,76.38,-246.46481737,47,19329,695.9093994140625,13350.895587158204,0.001,908700
0.36,908817,10578,75.47,-243.75902829999998,47,19331,,,,
0.36,908868,10579,75.86,-244.15162044000002,46,19342,691.0537536621093,11863.970893859863,0.001,908760
0.35,908968,10580,76.69,-253.96499119000003,46,19363,695.8288452148438,7809.371734619141,0.001,908860
0.36,909059,10581,76.6,-253.71293879000004,46,19383,700.1352478027344,4973.242936706543,0.001,908940
0.36,909159,10582,76.6,-256.01821211000004,46,19395,703.4812377929687,7098.6456497192385,0.001,909040
0.35,909259,10583,77.43,-259.27201537,46,19419,695.9296691894531,8721.649114990234,0.001,909140
0.35,909359,10584,77.43,-261.2878698100001,46,19434,698.3615783691406,7560.076666259765,0.001,909240
0.34,909459,10585,78.17,-259.51484831000005,46,19449,691.3578063964844,9715.406866455078,0.001,909340
0.34,909559,10586,78.17,-263.44356266,46,19467,692.1690124511719,9498.331561279298,0.001,909440
0.34,909659,10587,78.17,-261.91590756,46,19483,698.0830383300781,8752.64340209961,0.001,909540
0.34,909759,10588,78.17,-259.62000128,46,19499,689.2306457519531,15416.40073852539,0.001,909640
0.35,909776,10589,77.34,-254.63108642,46,19503,689.6328796386719,12205.356930541991,0.001,909660
0.34,909876,10590,78.07,-283.89123115,46,19521,696.6453979492187,6244.123428344727,0.001,909760
0.33,909976,10591,78.96,-287.43644294,46,19541,690.0379272460938,14645.584619140625,0.001,909860
0.33,910076,10592,78.96,-282.56226244,46,19553,695.1913269042968,10762.432595825196,0.001,909960
0.33,910176,10593,78.96,-279.31948006,46,19573,693.5834045410156,11531.829977416992,0.001,910060
0.33,910214,10594,79.23,-278.35474342000003,46,19579,697.5005493164062,8679.3816116333,0.001,910100
0.32,910314,10595,79.99,-280.79935865,46,19602,699.5040771484375,7757.107888793946,0.001,910200
0.32,910414,10596,79.99,-284.44673393,46,19617,693.7248229980469,5971.787759399414,0.001,910300
0.31,910514,10597,80.69,-286.63037995,46,19637,688.5765502929687,9327.247863769531,0.001,910400
0.3,910614,10598,81.52,-296.3326169,46,19666,691.1991271972656,10242.49512939453,0.001,910500
0.29,910714,10599,82.23,-298.40784573,46,19679,691.4791320800781,10146.951599121094,0.001,910600
0.29,910813,10600,82.9,-298.98700392,46,19694,693.0348693847657,9178.163153076172,0.001,910700
0.29,910913,10601,82.9,-304.30418648,46,19710,692.2045532226563,6242.310154724121,0.001,910800
0.28,911013,10602,83.64,-308.23452621,46,19724,694.7656616210937,9244.50636138916,0.001,910900
0.28,911113,10603,83.64,-302.19566524000004,46,19737,692.4311157226563,8009.942385864258,0.001,911000
0.28,911213,10604,83.64,-301.87537592,46,19755,686.5533325195313,8000.639996337891,0.001,911100
0.27,911313,10605,84.49,-311.31510647,46,19772,683.1592834472656,11709.34951171875,0.001,911200
0.28,911343,10606,83.79,-306.03676964,46,19778,694.8765930175781,10540.433416748047,0.001,911240
0.29,911355,10607,82.91,-302.053524,46,19780,,,,
0.29,911364,10608,82.2,-301.91528498,46,19782,693.84599609375,7570.983624267578,0.001,911260
0.29,911464,10609,82.2,-299.23717755,46,19799,684.6445190429688,8068.911753845215,0.001,911360
0.28,911564,10610,82.83,-304.65236863999996,45,19820,687.1967041015625,7046.939675903321,0.001,911460
0.29,911604,10611,82.23,-299.91920658000004,45,19827,688.0519165039062,9787.257066345215,0.001,911500
0.29,911704,10612,82.23,-300.95706935000004,45,19846,691.6199096679687,6743.54356842041,0.001,911600
0.3,911714,10613,81.33,-300.44903321000004,45,19849,,,,
0.3,911814,10614,81.33,-302.75220370000005,45,19861,689.3401489257812,8359.26295928955,0.001,911700
0.31,911820,10615,80.39,-297.92928844000005,45,19862,,,,
0.31,911920,10616,80.39,-299.15571528000004,45,19877,687.4357666015625,6622.642414855957,0.001,911800
0.3,912020,10617,80.56,-301.37589977000005,45,19895,685.6328552246093,8112.726129150391,0.001,911900
0.3,912120,10618,80.56,-306.7485915700001,45,19912,686.0747619628906,12501.747247314453,0.001,912000
0.31,912133,10619,79.69,-303.60871492,45,19915,688.8221374511719,9031.582733154297,0.001,912020
0.31,912140,10620,79.61,-303.56436326,45,19917,,,,
0.31,912142,10621,79.21,-302.45840818,45,19918,686.5069702148437,9044.19002532959,0.001,912040
0.31,912242,10622,79.21,-305.27469669,45,19943,690.2870056152344,8764.877990722656,0.001,912140
0.32,912246,10623,78.25,-302.99853375000004,45,19945,,,,
0.31,912346,10624,78.27,-304.24535935,45,19967,696.0925415039062,7486.5635787963865,0.001,912240
0.31,912382,10625,77.94,-302.66110639,45,19974,691.881640625,8802.63728942871,0.001,912280
0.31,912482,10626,77.94,-302.62195957,45,19988,689.6356079101563,6793.760949707032,0.001,912380
0.32,912512,10627,77.24,-299.12791598999996,45,19994,691.5732666015625,5132.413366699218,0.001,912400
0.32,912612,10628,77.24,-302.08558551,45,20010,693.5844909667969,7780.203359985351,0.001,912500
0.33,912623,10629,76.35,-296.17778988999993,45,20012,688.8040588378906,5980.648831176758,0.001,912520
0.33,912636,10630,75.61,-295.7843633499999,45,20014,,,,
0.32,912736,10631,76.49,-300.17875234999997,45,20029,692.7658569335938,8205.087782287597,0.001,912620
0.32,912836,10632,76.49,-302.68913093,45,20050,698.3327514648438,7358.944479370117,0.001,912720
0.33,912854,10633,75.67,-299.43223982,45,20054,692.2243835449219,7340.479788208007,0.001,912740
0.33,912856,10634,75.52,-299.62651198000003,45,20055,,,,
0.32,912956,10635,76.13,-301.28185748000004,45,20080,687.5682373046875,7782.375415039062,0.001,912840
0.32,913056,10636,76.13,-302.13158748,45,20100,687.6126037597656,10122.135620117188,0.001,912940
0.33,913093,10637,75.5,-299.44812611000003,45,20110,687.5611572265625,10036.36069946289,0.001,912980
0.33,913193,10638,75.5,-296.53884552000005,45,20123,690.3015075683594,11003.639080810546,0.001,913080
0.33,913293,10639,75.5,-293.1611363200001,45,20140,691.2818420410156,9602.947808837891,0.001,913180
0.32,913393,10640,76.44,-295.89597449000007,45,20160,688.0850830078125,10932.718017578125,0.001,913280
0.32,913493,10641,76.44,-292.71662544000003,45,20176,692.6830810546875,9283.673971557617,0.001,913380
0.32,913554,10642,76.2,-291.38363080000005,45,20184,684.2171936035156,8023.112953186035,0.001,913440
0.33,913571,10643,75.37,-285.6478746100001,45,20187,692.3074584960938,7197.218003845215,0.001,913460
0.33,913671,10644,75.37,-280.06616791000005,45,20201,689.8206909179687,8005.364295959473,0.001,913560
0.33,913771,10645,75.37,-279.34481380000005,45,20219,688.5185302734375,10868.243687438964,0.001,913660
0.32,913871,10646,76.13,-282.65352402,45,20233,689.7781372070312,6210.5709579467775,0.001,913760
0.32,913971,10647,76.13,-310.65059284000006,45,20248,688.564697265625,8604.544180297851,0.001,913860
0.31,914071,10648,77.07,-315.09531815,45,20263,688.1045715332032,6675.178768920899,0.001,913960
0.3,914171,10649,78.0,-317.63984704,45,20281,682.7955444335937,8200.374301147462,0.001,914060
0.3,914271,10650,78.0,-311.54783885,45,20301,682.5165100097656,10872.856610107421,0.001,914160
0.31,914287,10651,77.16,-313.6136902,45,20304,691.0491088867187,6262.350958251953,0.001,914180
0.31,914387,10652,77.16,-312.24316561999996,44,20323,687.27265625,8761.378759765625,0.001,914280
0.3,914487,10653,78.04,-315.73968750999995,44,20343,691.4538818359375,6373.763818359375,0.001,914380
0.31,914492,10654,77.09,-312.09082077,44,20344,,,,
0.31,914592,10655,77.09,-312.92817174,44,20364,690.0863403320312,9434.967797851563,0.001,914480
0.31,914692,10656,77.09,-315.59260059999997,44,20387,684.3766662597657,5742.611866760254,0.001,914580
0.31,914701,10657,76.97,-315.69080805,44,20389,689.1011535644532,8755.695925903321,0.001,914600
0.31,914801,10658,76.97,-317.07046155999996,44,20403,693.8570983886718,9293.759301757813,0.001,914700
0.31,914901,10659,76.97,-308.28635413,44,20420,681.3830383300781,10293.428076171875,0.001,914800
0.31,915001,10660,76.97,-310.84735771,44,20437,688.8798645019531,9314.384201049805,0.001,914900
0.32,915006,10661,76.02,-306.66461539,44,20438,,,,
0.32,915106,10662,76.02,-306.04665407000005,44,20455,695.2702209472657,6653.881497192383,0.001,915000
0.32,915206,10663,76.02,-304.77102099999996,44,20470,692.0100524902343,11057.384422302246,0.001,915100
0.32,915306,10664,76.02,-304.34945928999997,44,20489,685.0457153320312,10343.31307373047,0.001,915200
0.32,915406,10665,76.02,-303.27931034,44,20508,682.5568359375,10563.149000549316,0.001,915300
0.33,915453,10666,75.49,-301.01746757,44,20519,686.5147583007813,10442.357572937011,0.001,915340
0.32,915553,10667,75.75,-305.8053683300001,44,20533,692.1403991699219,4378.866633605957,0.001,915440
0.33,915567,10668,74.89,-303.26695412000004,44,20537,683.9862365722656,9123.330928039552,0.001,915460
0.34,915648,10669,74.7,-298.53811211000004,44,20551,683.6390502929687,9428.555351257324,0.001,915540
0.34,915748,10670,74.7,-310.27643804000013,44,20573,679.7977844238281,12484.654962158203,0.001,915640
0.35,915754,10671,73.76,-307.4784067500001,44,20574,,,,
0.35,915758,10672,73.62,-307.10192122000007,44,20576,,,,
0.36,915793,10673,72.97,-306.35561913000004,44,20582,688.9528991699219,9646.467999267577,0.001,915680
0.36,915893,10674,72.97,-308.13230908,44,20598,680.7252624511718,9642.205871582031,0.001,915780
0.36,915993,10675,72.97,-308.6154373,44,20617,685.5530395507812,11529.378031921387,0.001,915880
0.36,916093,10676,72.97,-314.56040858,44,20632,681.2971984863282,8699.879110717773,0.001,915980
0.36,916100,10677,72.92,-314.96772622,44,20634,,,,
0.35,916200,10678,73.83,-321.07494782,44,20653,686.7697082519531,13094.05191345215,0.001,916080
0.35,916269,10679,74.01,-322.52317628000003,44,20666,684.7076416015625,8107.574887084961,0.001,916160
0.35,916369,10680,74.01,-315.96687194000003,44,20680,695.4260864257812,8860.844610595703,0.001,916260
0.35,916426,10681,73.67,-316.05038334,44,20690,686.1167541503906,9420.627398681641,0.001,916320
0.36,916503,10682,73.44,-310.37273886,44,20704,686.7530395507813,6657.11319732666,0.001,916400
0.37,916532,10683,72.73,-306.93717994,44,20710,683.1512390136719,9289.632693481446,0.001,916420
0.37,916632,10684,72.73,-307.01452612,44,20729,690.6238708496094,4802.574365234375,0.001,916520
0.38,916657,10685,71.98,-308.29651672000006,44,20734,684.2779602050781,7637.653039550782,0.001,916540
0.38,916757,10686,71.98,-306.69136296000005,44,20753,684.4692016601563,10632.059504699708,0.001,916640
0.38,916857,10687,71.98,-308.33020050000005,44,20773,686.9408020019531,4836.961990356445,0.001,916740
0.39,916886,10688,71.27,-303.45623973000005,44,20779,681.8427062988281,8782.036735534668,0.001,916780
0.39,916901,10689,71.25,-303.44880899000003,44,20782,681.8900634765625,10601.175997924805,0.001,916800
0.39,917001,10690,71.25,-277.67354479,44,20799,672.2718811035156,11604.716505432129,0.001,916900
0.39,917101,10691,71.25,-274.80715904,44,20814,681.1206909179688,10091.200352478027,0.001,917000
0.39,917201,10692,71.25,-275.86620236000005,44,20831,684.9938232421875,6825.961032104492,0.001,917100
0.4,917254,10693,70.78,-275.94915292,44,20840,680.4937744140625,8524.046115112305,0.001,917140
0.4,917263,10694,70.49,-276.85696201999997,44,20842,681.2539672851562,12475.896620178222,0.001,917160
0.41,917306,10695,69.92,-273.2604017,43,20851,681.6471374511718,8401.239086914062,0.001,917200
0.41,917406,10696,69.92,-269.21655387000004,43,20866,677.0040161132813,5781.325674438476,0.001,917300
0.42,917412,10697,68.98,-267.05478804,43,20867,,,,
0.42,917512,10698,68.98,-262.22650535,43,20888,677.7575439453125,4882.268946838379,0.001,917400
0.42,917612,10699,68.98,-262.57472083,43,20907,685.3130615234375,8280.634552001953,0.001,917500
0.42,917634,10700,68.21,-262.50707717,43,20911,683.5665588378906,7804.298861694336,0.001,917520
0.43,917646,10701,67.33,-252.97386084000001,43,20914,681.472216796875,10046.851803588866,0.001,917540
0.43,917746,10702,67.33,-253.27790174,43,20934,685.9176208496094,6692.524867248535,0.001,917640
