rollout/success rate,time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates
0.4,842412,9642,74.28,-380.39446854999994,115,7277,735.8507446289062,10858.573727416991,0.001,842300
0.4,842447,9643,74.54,-381.03778229999995,115,7285,742.5812622070313,9589.120901489257,0.001,842340
0.41,842456,9644,73.63,-332.95697699000004,115,7288,,,,
0.4,842556,9645,74.43,-334.7720831799999,115,7305,733.9997192382813,8194.56128540039,0.001,842440
0.4,842574,9646,73.88,-332.15770754000005,115,7309,735.8459350585938,5380.027825927735,0.001,842460
0.41,842586,9647,73.0,-332.53803829,115,7312,744.9857727050781,10429.135531616212,0.001,842480
0.4,842686,9648,73.39,-335.19587397000004,115,7327,741.5264831542969,9090.344177246094,0.001,842580
0.39,842786,9649,74.19,-335.49626288,114,7346,741.6584655761719,8337.366482543945,0.001,842680
0.39,842886,9650,74.19,-332.29955605000004,114,7360,741.5651428222657,8499.67815246582,0.001,842780
0.38,842986,9651,74.74,-334.14820031999994,114,7374,730.1596801757812,9580.561688232421,0.001,842880
0.38,842990,9652,74.68,-334.0321629999999,114,7375,,,,
0.37,843090,9653,75.14,-334.23523613,113,7399,736.554638671875,8459.856262207031,0.001,842980
0.38,843128,9654,74.52,-332.37180940999997,113,7406,733.195849609375,12684.566781616211,0.001,843020
0.38,843228,9655,74.52,-329.68618033,113,7421,734.9666076660156,9110.79951171875,0.001,843120
0.38,843328,9656,74.52,-336.07960565,113,7439,729.3904235839843,11985.932000732422,0.001,843220
0.37,843428,9657,75.41,-338.83542953999995,113,7453,739.0591064453125,10622.816595458984,0.001,843320
0.37,843528,9658,75.41,-340.9004668299999,112,7472,739.0087463378907,7325.065534973144,0.001,843420
0.36,843628,9659,75.88,-346.27466961,112,7489,734.8039855957031,10554.377700805664,0.001,843520
0.35,843728,9660,76.57,-348.99261752000007,112,7507,738.6699584960937,7616.662896728516,0.001,843620
0.36,843745,9661,75.74,-345.53746441000004,112,7511,739.3238586425781,7773.693661499024,0.001,843640
0.35,843845,9662,76.56,-352.27529048,112,7534,737.6476318359375,9695.566833496094,0.001,843740
0.35,843885,9663,76.84,-352.09199891000003,111,7541,739.8199096679688,8615.125439453124,0.001,843780
0.35,843985,9664,76.84,-349.2855684600001,111,7558,732.00966796875,10286.520874023438,0.001,843880
0.35,844031,9665,77.16,-349.07291744,111,7569,739.3682250976562,9794.387939453125,0.001,843920
0.36,844040,9666,76.25,-343.27582803000007,111,7571,,,,
0.37,844090,9667,75.75,-339.88992327000005,111,7581,727.7794311523437,12654.21583404541,0.001,843980
0.36,844190,9668,76.68,-342.26550560000004,111,7597,740.0880126953125,6704.805966186524,0.001,844080
0.35,844290,9669,76.93,-347.80701901,110,7611,723.7950012207032,12739.380015563966,0.001,844180
0.34,844390,9670,77.83,-350.44104660000005,110,7626,725.3423278808593,13602.71012878418,0.001,844280
0.34,844490,9671,77.83,-357.72102306,110,7647,736.9709289550781,6077.762748718262,0.001,844380
0.34,844568,9672,78.35,-359.3070556800001,110,7666,727.9255249023438,13206.65308227539,0.001,844460
0.33,844668,9673,78.81,-366.10056817000003,109,7689,729.160546875,13391.027502441406,0.001,844560
0.34,844708,9674,78.21,-360.8249910300001,109,7697,729.6250427246093,10516.582888793946,0.001,844600
0.33,844808,9675,78.61,-362.378242,109,7712,727.2557189941406,9733.186288452149,0.001,844700
0.32,844908,9676,79.44,-370.19444149000003,109,7732,730.0993347167969,10422.409481811523,0.001,844800
0.31,845008,9677,80.06,-372.75973889,109,7751,723.907763671875,11082.853787231445,0.001,844900
0.31,845038,9678,79.64,-372.5887803400001,108,7758,726.9073364257813,10022.103356933594,0.001,844920
0.31,845138,9679,79.64,-372.18362099999996,108,7776,726.3291076660156,7384.673919677734,0.001,845020
0.31,845238,9680,79.64,-374.41111723999995,108,7791,735.9997680664062,6773.6568054199215,0.001,845120
0.31,845338,9681,79.64,-384.24784750999993,108,7813,732.9591735839844,11377.04718322754,0.001,845220
0.31,845438,9682,79.64,-381.46370205999995,107,7830,736.97236328125,4739.053335571289,0.001,845320
0.31,845538,9683,79.64,-377.0662648399999,107,7847,735.4132080078125,9284.571928405761,0.001,845420
0.3,845638,9684,80.17,-380.20193020999994,107,7863,734.3132751464843,11212.984762573242,0.001,845520
0.3,845738,9685,80.17,-373.53540906999996,107,7878,725.7715393066406,11090.998959350585,0.001,845620
0.29,845838,9686,80.18,-373.3813419499999,107,7894,733.8675537109375,4819.137301635742,0.001,845720
0.28,845938,9687,80.23,-370.01120668999994,106,7912,732.5399291992187,8498.12027282715,0.001,845820
0.28,846038,9688,80.23,-370.92920878000007,106,7928,732.590771484375,9034.16170349121,0.001,845920
0.29,846080,9689,79.65,-368.58980533,106,7936,735.021826171875,6804.183613586426,0.001,845960
0.3,846093,9690,78.78,-364.07584913,106,7938,731.3405212402344,11889.518026733398,0.001,845980
0.3,846193,9691,78.78,-366.81430671999993,106,7954,734.8170776367188,6916.893658447266,0.001,846080
0.3,846201,9692,78.71,-366.84668194,106,7956,733.2496643066406,10982.361395263672,0.001,846100
0.3,846301,9693,78.71,-362.6270376999999,106,7978,732.6276062011718,10131.299514770508,0.001,846200
0.3,846401,9694,78.71,-364.44758958,105,7994,739.5903076171875,9497.490145874024,0.001,846300
0.29,846501,9695,78.98,-366.56356316999995,105,8012,726.9286437988281,12639.027850341798,0.001,846400
0.3,846537,9696,78.34,-363.47512649000004,105,8019,732.9243835449219,8451.77440185547,0.001,846420
0.3,846582,9697,78.29,-364.4176174700001,105,8027,731.5096374511719,10144.24153137207,0.001,846480
0.3,846682,9698,78.29,-367.20592869000006,105,8041,733.0665222167969,8264.791867065429,0.001,846580
0.3,846716,9699,78.53,-366.8325097700001,105,8047,730.2874328613282,13109.817517089843,0.001,846600
0.3,846816,9700,78.53,-361.2039312200001,105,8062,734.8510803222656,8534.491693115235,0.001,846700
0.3,846833,9701,78.2,-360.15518581000003,104,8065,734.512548828125,8395.409078979492,0.001,846720
0.3,846933,9702,78.2,-337.99078641000006,104,8087,724.1783142089844,15355.306851196288,0.001,846820
0.3,847033,9703,78.2,-335.3054068100001,104,8107,732.4132202148437,9937.621694946289,0.001,846920
0.3,847039,9704,78.0,-334.95578734,104,8109,,,,
0.31,847054,9705,77.15,-328.59501359999996,104,8113,734.4546142578125,12004.711706542968,0.001,846940
0.32,847066,9706,76.27,-322.36792821,104,8116,736.7091491699218,9539.860025024414,0.001,846960
0.32,847166,9707,76.27,-320.44635929000003,104,8131,735.942333984375,5944.8798553466795,0.001,847060
0.33,847192,9708,75.53,-315.75039721,104,8136,726.4928161621094,8523.188265991212,0.001,847080
0.33,847292,9709,75.53,-308.44228299,103,8151,737.2639892578125,10184.062014770509,0.001,847180
0.34,847303,9710,74.64,-305.71199858,103,8153,729.7028381347657,12343.000540161132,0.001,847200
0.33,847403,9711,75.45,-308.3805349,103,8166,734.4110412597656,5037.900875854492,0.001,847300
0.34,847484,9712,75.26,-305.69603951,103,8185,731.7816650390625,8324.398556518554,0.001,847380
0.34,847491,9713,75.29,-305.84689426,103,8187,,,,
0.34,847591,9714,75.29,-308.18106388999996,103,8207,730.7752136230469,11221.44588317871,0.001,847480
0.34,847691,9715,75.29,-307.3788513199999,102,8232,737.7376403808594,9221.107830810546,0.001,847580
0.33,847791,9716,75.65,-314.48790397999994,102,8246,727.0545837402344,12910.795861816407,0.001,847680
0.34,847810,9717,74.84,-311.79615063999995,102,8250,735.9605407714844,8507.875842285157,0.001,847700
0.34,847910,9718,74.84,-307.32173886999993,102,8269,734.0212280273438,11491.030599975586,0.001,847800
0.35,847923,9719,73.97,-298.49448014999996,102,8272,730.7894226074219,10005.674606323242,0.001,847820
0.35,847954,9720,73.88,-299.02236833999996,102,8281,732.5563842773438,9297.033081054688,0.001,847840
0.35,848054,9721,73.88,-291.26266146999995,102,8304,729.2911499023437,11169.777014160156,0.001,847940
0.35,848154,9722,73.88,-263.94705803,101,8321,726.0206420898437,11535.27504272461,0.001,848040
0.36,848187,9723,73.21,-260.32017468,101,8327,736.1419372558594,7686.977557373047,0.001,848080
0.36,848287,9724,73.21,-262.34234101000004,101,8342,730.9963256835938,5927.0878631591795,0.001,848180
0.36,848387,9725,73.21,-267.79972734,101,8361,730.2369201660156,8266.386825561523,0.001,848280
0.36,848487,9726,73.21,-271.25402782000003,101,8378,729.1911682128906,9567.061975097657,0.001,848380
0.36,848521,9727,73.5,-270.90300513,101,8385,730.7314453125,7359.284295654297,0.001,848420
0.36,848621,9728,73.5,-268.91279365,101,8397,729.6266418457031,9616.814434814452,0.001,848520
0.36,848721,9729,73.5,-258.80525796999996,100,8411,732.7249267578125,7841.943838500976,0.001,848620
0.36,848734,9730,73.56,-259.0574755099999,100,8414,,,,
0.37,848746,9731,72.68,-256.2202650699999,100,8417,736.7436706542969,10700.025411987304,0.001,848640
0.36,848846,9732,73.5,-258.25179593999997,100,8435,727.9940246582031,10599.283502197266,0.001,848740
0.36,848946,9733,73.5,-255.55383884,100,8453,733.5779724121094,9662.8294342041,0.001,848840
0.37,848956,9734,72.6,-252.94007904000003,100,8456,,,,
0.37,849056,9735,72.6,-276.27922301,100,8473,726.6484680175781,6908.455578613281,0.001,848940
0.38,849116,9736,72.2,-266.52201515999997,100,8489,729.179638671875,15133.646858215332,0.001,849000
0.39,849133,9737,71.37,-263.23434086000003,99,8493,729.9196105957031,11309.29776611328,0.001,849020
0.4,849149,9738,70.53,-258.56319849999994,99,8497,730.7216003417968,8579.71812133789,0.001,849040
0.41,849157,9739,69.61,-256.50414429999995,99,8499,,,,
0.42,849202,9740,69.06,-257.44611337,99,8507,720.5815734863281,10685.868835449219,0.001,849100
0.41,849302,9741,69.9,-262.70338882,99,8524,734.2808288574219,8490.698248291015,0.001,849200
0.41,849402,9742,69.9,-263.67381222999995,99,8552,729.9762939453125,6554.884158325195,0.001,849300
0.4,849502,9743,70.55,-268.56928556,99,8568,733.6578002929688,7845.799697875977,0.001,849400
0.4,849506,9744,70.5,-268.46080478000005,99,8569,,,,
0.41,849512,9745,69.56,-267.07808327000004,99,8571,,,,
0.4,849612,9746,70.38,-299.72006472,98,8590,722.5051147460938,10771.484858703614,0.001,849500
0.39,849712,9747,71.26,-299.81217596000005,98,8616,726.5741882324219,6443.990161132812,0.001,849600
0.39,849812,9748,71.26,-302.01625293,98,8639,730.3316040039062,7704.3587097167965,0.001,849700
0.4,849853,9749,70.67,-302.94388577,98,8649,717.4461059570312,12517.798248291016,0.001,849740
0.41,849882,9750,69.96,-298.18221099000004,98,8655,728.6167236328125,9178.28147277832,0.001,849780
0.41,849982,9751,69.96,-299.28754757999997,97,8678,724.9379516601563,7507.4019775390625,0.001,849880
0.4,850082,9752,70.92,-304.27436713,97,8691,732.5995483398438,10691.549197387696,0.001,849980
0.4,850182,9753,70.92,-312.19068619999996,97,8708,717.8330078125,11518.854379272461,0.001,850080
0.39,850282,9754,71.54,-316.20321076,97,8728,724.0204162597656,9602.525515747071,0.001,850180
0.39,850382,9755,71.54,-317.36007132,97,8745,735.0931213378906,6165.339562988282,0.001,850280
0.39,850482,9756,71.54,-323.79259685999995,96,8769,724.401611328125,10911.985079956055,0.001,850380
0.39,850582,9757,71.54,-327.08519158999997,96,8790,729.7210754394531,8030.4292663574215,0.001,850480
0.4,850656,9758,71.28,-323.91270799,96,8805,731.9416198730469,7384.021566772461,0.001,850540
0.41,850661,9759,70.33,-318.29454768,96,8807,721.4728271484375,11910.121041870118,0.001,850560
0.42,850678,9760,69.5,-316.08317310999996,96,8811,,,,
0.41,850778,9761,70.33,-319.49627039,96,8836,722.2828002929688,11819.169331359863,0.001,850660
0.42,850784,9762,69.39,-312.74935641999997,96,8838,722.6259033203125,9110.974435424805,0.001,850680
0.41,850884,9763,69.99,-315.68401107,96,8850,719.8846557617187,13623.313861083985,0.001,850780
0.41,850984,9764,69.99,-314.25556488,95,8866,731.4266967773438,11995.889364624023,0.001,850880
0.4,851084,9765,70.53,-323.00542372999996,95,8892,723.858056640625,8973.920071411132,0.001,850980
0.39,851184,9766,71.44,-323.91042756999997,95,8914,722.6455078125,10539.271365356446,0.001,851080
0.38,851284,9767,71.94,-328.25447999999994,95,8929,727.3238464355469,11062.196664428711,0.001,851180
0.38,851384,9768,71.94,-328.21873389,95,8945,728.2237243652344,10003.556286621093,0.001,851280
0.38,851484,9769,71.94,-326.93991299000004,94,8969,720.6147094726563,13044.271865844727,0.001,851380
0.38,851584,9770,71.94,-326.53869147,94,8989,726.3488342285157,10810.786022949218,0.001,851480
0.38,851684,9771,71.94,-319.63163713,94,9002,735.4884094238281,8115.228189086914,0.001,851580
0.37,851784,9772,72.16,-323.27853589999995,94,9023,732.5928344726562,11144.26674194336,0.001,851680
0.37,851884,9773,72.16,-318.53873236,94,9042,729.7477172851562,11326.766592407226,0.001,851780
0.36,851984,9774,72.76,-320.57572326999997,94,9056,725.556396484375,9093.126486206054,0.001,851880
0.36,852084,9775,72.76,-327.68300271999993,93,9072,723.8952026367188,12609.318490600586,0.001,851980
0.37,852093,9776,71.85,-319.73251533,93,9075,,,,
0.37,852193,9777,71.85,-318.74486094,93,9087,727.4800354003906,10929.675177001953,0.001,852080
0.36,852293,9778,72.55,-323.69331952,93,9102,722.8883422851562,11255.067185974121,0.001,852180
0.36,852393,9779,72.55,-324.32489087999994,93,9116,719.1459228515625,6906.255648803711,0.001,852280
0.37,852421,9780,71.83,-319.40677558999994,93,9121,716.5325866699219,8794.385493469239,0.001,852320
0.37,852521,9781,71.83,-311.17201881,93,9138,729.148779296875,11052.637951660156,0.001,852420
0.37,852621,9782,71.83,-312.28680087,93,9154,725.8432189941407,11754.153952026367,0.001,852520
0.37,852721,9783,71.83,-314.15855208,92,9172,726.3381958007812,10025.49624633789,0.001,852620
0.37,852821,9784,71.83,-314.79684896,92,9195,729.06494140625,10532.025662231445,0.001,852720
0.38,852852,9785,71.14,-312.48085843000007,92,9204,727.7004638671875,7176.734848022461,0.001,852740
0.38,852952,9786,71.14,-309.86363962,92,9225,727.7117614746094,9107.13021850586,0.001,852840
0.38,853052,9787,71.14,-310.95493149,92,9251,731.0137145996093,7253.115365600586,0.001,852940
0.38,853152,9788,71.14,-310.8349482,91,9274,728.9552185058594,11715.137197875976,0.001,853040
0.38,853243,9789,71.63,-309.81650738,91,9288,725.0694396972656,13536.049423217773,0.001,853140
0.37,853343,9790,72.5,-310.996642,91,9304,728.9323364257813,9917.034448242188,0.001,853240
0.37,853443,9791,72.5,-308.99435773000005,91,9319,725.3107543945313,7175.196264648437,0.001,853340
0.36,853543,9792,73.42,-312.14294607000005,91,9336,734.562060546875,9416.483807373046,0.001,853440
0.36,853643,9793,73.42,-311.88114748000004,91,9350,723.8707397460937,11375.47799987793,0.001,853540
0.37,853651,9794,72.5,-306.39818575000004,91,9352,,,,
0.37,853751,9795,72.5,-308.87549248000005,91,9367,737.7043029785157,7785.016116333008,0.001,853640
0.36,853851,9796,73.14,-313.41120889,91,9380,726.3699340820312,7379.960568237305,0.001,853740
0.36,853943,9797,73.61,-313.52934986,90,9404,722.3737487792969,12834.965103149414,0.001,853840
0.37,853945,9798,72.63,-305.88388607,90,9405,,,,
0.36,854045,9799,73.29,-312.48171527,90,9420,728.2996032714843,8061.607641601562,0.001,853940
0.37,854048,9800,72.32,-310.51230255999997,90,9421,,,,
0.36,854148,9801,73.15,-319.11773416,90,9439,727.1193664550781,7995.265498352051,0.001,854040
0.37,854175,9802,72.42,-317.11420968000004,90,9445,727.5602416992188,13571.659387207032,0.001,854060
0.38,854193,9803,71.6,-316.70332541000005,90,9449,722.9909057617188,10384.106838989257,0.001,854080
0.37,854293,9804,72.54,-319.54871957000006,90,9466,724.0622131347657,9898.020063781738,0.001,854180
0.37,854359,9805,73.05,-319.8146714100001,90,9481,730.4650939941406,7701.284596252442,0.001,854240
0.37,854410,9806,73.44,-321.30985010000006,90,9491,729.4279968261719,10354.042590332032,0.001,854300
0.38,854431,9807,72.65,-314.49992441,89,9495,725.08466796875,11467.811648559571,0.001,854320
0.37,854531,9808,73.39,-319.5064741,89,9515,728.7922729492187,8203.995138549804,0.001,854420
0.38,854535,9809,72.43,-319.43088618,89,9516,,,,
0.37,854635,9810,73.32,-320.9538668100001,89,9533,729.7834838867187,7757.77908782959,0.001,854520
0.37,854735,9811,73.32,-320.07047825000006,89,9552,731.5385986328125,13250.724548339844,0.001,854620
0.36,854835,9812,73.51,-325.71426420000006,89,9578,727.9524841308594,9670.492459106445,0.001,854720
0.36,854852,9813,73.61,-325.9546941200001,89,9583,723.0679321289062,7809.000222778321,0.001,854740
0.36,854952,9814,73.61,-323.0805688700001,89,9602,730.5714782714844,8480.897146606445,0.001,854840
0.36,855052,9815,73.61,-322.33707620000007,88,9629,733.3484619140625,7726.865744018554,0.001,854940
0.36,855152,9816,73.61,-325.24819375000004,88,9653,725.8101684570313,11377.523936462403,0.001,855040
0.35,855252,9817,74.42,-331.83579332,88,9673,730.8248352050781,9135.484167480468,0.001,855140
0.36,855265,9818,73.55,-329.62199764,88,9677,726.9603576660156,9401.099649047852,0.001,855160
0.36,855309,9819,73.86,-329.6286574500001,88,9686,728.332421875,8480.723544311524,0.001,855200
0.35,855409,9820,74.55,-330.70304359,88,9706,727.5335815429687,8468.967098999023,0.001,855300
0.35,855509,9821,74.55,-336.82618028000013,87,9724,731.6460510253906,10638.10294494629,0.001,855400
0.35,855609,9822,74.55,-334.38125368,87,9740,731.6610595703125,12379.460040283204,0.001,855500
0.35,855619,9823,74.32,-333.75165507,87,9742,,,,
0.36,855652,9824,73.65,-326.93848198999996,87,9750,724.6299499511719,10555.962567138671,0.001,855540
0.36,855752,9825,73.65,-323.21233152,87,9767,728.8603698730469,8042.698461914062,0.001,855640
0.36,855852,9826,73.65,-324.5356105,87,9785,726.0630004882812,12206.910140991211,0.001,855740
0.36,855860,9827,73.39,-325.26999508000006,87,9787,,,,
0.36,855960,9828,73.39,-325.80208563,87,9803,730.5208984375,6794.605549621582,0.001,855840
0.37,856052,9829,73.31,-323.38881392,87,9821,729.2376220703125,12975.715682983398,0.001,855940
0.36,856152,9830,74.18,-330.74016016,86,9845,728.9439697265625,12016.70771484375,0.001,856040
0.35,856252,9831,75.06,-334.02008026,86,9864,729.5033935546875,10250.97989501953,0.001,856140
0.35,856352,9832,75.06,-334.6972773299999,86,9880,724.4473754882813,9564.934020996094,0.001,856240
0.36,856436,9833,74.9,-333.27926699000005,86,9894,728.0652282714843,6795.188206481934,0.001,856320
0.35,856536,9834,75.8,-336.37556586000005,86,9914,725.9988647460938,8769.072640991211,0.001,856420
0.36,856548,9835,74.92,-306.24880525,86,9917,735.7929809570312,10204.074179077148,0.001,856440
0.36,856559,9836,74.43,-307.34108269999996,86,9919,,,,
0.36,856582,9837,74.49,-307.46889317,86,9923,729.2136901855469,10365.74899597168,0.001,856480
0.35,856682,9838,75.33,-313.80359546,86,9946,728.3588317871094,9243.35887451172,0.001,856580
0.34,856782,9839,76.25,-319.09273953,85,9966,726.4009338378906,7161.650521850586,0.001,856680
0.34,856789,9840,75.87,-318.59910986,85,9968,,,,
0.34,856889,9841,75.87,-317.9585325,85,9986,722.1162170410156,9193.642329406739,0.001,856780
0.35,856928,9842,75.26,-315.27328540999997,85,9994,722.7931457519531,5707.013882446289,0.001,856820
0.35,857028,9843,75.26,-317.65094656,85,10013,729.627783203125,6048.03069152832,0.001,856920
0.35,857069,9844,75.63,-319.21252118,85,10023,725.0741516113281,6581.905764770508,0.001,856960
0.34,857169,9845,76.57,-324.44348022,85,10046,723.2483215332031,10082.5833984375,0.001,857060
0.35,857263,9846,76.51,-293.68546827,85,10069,728.3852294921875,9745.992669677735,0.001,857160
0.36,857272,9847,75.6,-293.19140432,85,10071,,,,
0.37,857338,9848,75.26,-289.68783975,84,10086,718.402978515625,9881.091738891602,0.001,857220
0.36,857438,9849,75.85,-292.24260063,84,10102,720.0535278320312,7557.143206787109,0.001,857320
0.36,857450,9850,75.68,-292.49897946,84,10105,722.0400573730469,9453.54410095215,0.001,857340
0.36,857550,9851,75.68,-289.70339380999997,84,10118,722.57939453125,8094.295034790039,0.001,857440
0.36,857650,9852,75.68,-285.02967893,84,10137,723.2384216308594,14791.089331054687,0.001,857540
0.37,857690,9853,75.08,-275.98653302,84,10144,727.3573791503907,10232.388203430175,0.001,857580
0.37,857790,9854,75.08,-274.6841456,84,10165,730.4944396972656,7575.8907272338865,0.001,857680
0.37,857890,9855,75.08,-273.38578368,84,10183,726.0768005371094,6995.469732666015,0.001,857780
0.38,857941,9856,74.59,-264.11792786,84,10195,722.7437194824219,9827.05230255127,0.001,857840
0.39,857981,9857,73.99,-258.27145293,84,10203,722.3988098144531,8557.31435546875,0.001,857880
0.38,858081,9858,74.25,-259.26477728000003,83,10217,715.8853515625,11538.379187011718,0.001,857980
0.38,858153,9859,74.92,-260.73718335999996,83,10230,727.955078125,10714.454226684571,0.001,858040
0.38,858159,9860,74.81,-259.70346162,83,10232,,,,
0.39,858179,9861,74.01,-256.73923574,83,10238,720.7871826171875,9170.880111694336,0.001,858060
0.38,858279,9862,74.95,-261.85717894000004,83,10262,718.9609252929688,8684.335684204101,0.001,858160
0.39,858338,9863,74.54,-257.72354416,83,10273,728.4973205566406,8255.062600708008,0.001,858220
0.4,858353,9864,73.69,-256.23493781,83,10277,719.0906677246094,12246.244729614258,0.001,858240
0.4,858453,9865,73.69,-256.35783821999996,83,10295,724.9479309082031,7789.232444763184,0.001,858340
0.4,858553,9866,73.69,-259.92261694,83,10310,721.4977355957031,8164.896478271485,0.001,858440
0.4,858653,9867,73.69,-258.28684121,83,10323,716.0479125976562,9319.89263458252,0.001,858540
0.41,858706,9868,73.22,-255.93321963999998,83,10332,720.0873229980468,8061.967697143555,0.001,858600
0.41,858806,9869,73.22,-255.01168062,82,10353,716.9473083496093,10266.080207824707,0.001,858700
0.42,858814,9870,72.3,-252.98707113,82,10355,,,,
0.42,858914,9871,72.3,-252.75418957000002,82,10370,714.7986206054687,9767.901626586914,0.001,858800
0.42,859014,9872,72.3,-254.12029174,82,10387,721.5475952148438,7381.306150817871,0.001,858900
0.43,859029,9873,71.45,-250.37260452,82,10390,723.99599609375,6905.281600952148,0.001,858920
0.43,859129,9874,71.45,-253.28570563000002,82,10411,723.7974304199219,9298.535427856445,0.001,859020
0.44,859133,9875,70.49,-244.61893554999997,82,10413,,,,
0.44,859139,9876,70.46,-244.76960638000003,82,10414,,,,
0.44,859239,9877,70.46,-245.65632763000005,82,10428,716.23310546875,11352.638973999023,0.001,859120
0.44,859339,9878,70.46,-245.39015056000005,82,10449,723.3824279785156,7330.273916625976,0.001,859220
0.44,859439,9879,70.46,-249.02560016000007,82,10469,725.8854187011718,7714.415130615234,0.001,859320
0.43,859539,9880,71.18,-252.86815177000005,81,10487,722.5060729980469,8334.664315795899,0.001,859420
0.44,859568,9881,70.47,-250.39320508,81,10495,722.9583435058594,11764.867514038086,0.001,859460
0.45,859574,9882,69.53,-246.32414971000003,81,10497,,,,
0.45,859674,9883,69.53,-247.09438577,81,10511,723.1270141601562,9769.970867919921,0.001,859560
0.45,859774,9884,69.53,-242.51864856000003,81,10526,719.014404296875,8628.905764770509,0.001,859660
0.44,859874,9885,70.22,-249.87538168999998,81,10546,721.0973999023438,9940.03409729004,0.001,859760
0.45,859951,9886,69.99,-251.39248435000002,81,10558,726.0653137207031,6630.37724609375,0.001,859840
0.45,860051,9887,69.99,-248.15894485999996,81,10573,728.6297485351563,8439.386126708985,0.001,859940
0.46,860062,9888,69.1,-244.99520027000003,81,10575,727.9987915039062,10621.86068572998,0.001,859960
0.45,860162,9889,69.19,-254.47217160000002,81,10595,715.9289123535157,10067.706539916991,0.001,860060
0.46,860226,9890,68.83,-254.14419927000003,81,10616,727.4659057617188,8013.101190185547,0.001,860120
0.46,860326,9891,68.83,-255.35774885000004,80,10635,731.1094482421875,8585.348025512696,0.001,860220
0.47,860400,9892,68.57,-252.86142323,80,10650,720.4208801269531,8451.210675048827,0.001,860280
0.47,860500,9893,68.57,-251.69888733999997,80,10664,716.0756591796875,11572.52661743164,0.001,860380
0.46,860600,9894,69.49,-256.46603840999995,80,10682,717.2648864746094,14583.67131652832,0.001,860480
0.47,860622,9895,68.71,-250.28328671,80,10686,723.2040588378907,11021.899548339843,0.001,860520
0.48,860672,9896,68.21,-245.60349254000002,80,10693,719.6591857910156,6074.546929931641,0.001,860560
0.48,860736,9897,67.93,-244.91690531000003,80,10705,726.7797058105468,9778.7505859375,0.001,860620
0.48,860747,9898,68.02,-244.89092275,80,10707,718.10283203125,12131.480255126953,0.001,860640
0.49,860757,9899,67.12,-238.72133516000002,80,10710,,,,
0.48,860857,9900,68.09,-243.11731319000003,80,10731,724.51572265625,8416.1189453125,0.001,860740
0.49,860889,9901,67.41,-235.31298946000004,80,10737,730.3286193847656,7989.6544738769535,0.001,860780
0.49,860964,9902,67.89,-236.13818699000004,80,10747,727.1777465820312,11121.530041503906,0.001,860860
0.48,861064,9903,68.71,-240.80738922000003,79,10763,721.3476440429688,9885.619799804688,0.001,860960
0.49,861117,9904,68.24,-237.74385660000004,79,10773,724.3448486328125,12749.702416992188,0.001,861000
0.48,861217,9905,68.58,-239.38927123000002,79,10789,722.3959777832031,12087.728799438477,0.001,861100
0.47,861317,9906,69.07,-239.62732968,79,10805,719.3955200195312,10525.070626831055,0.001,861200
0.46,861417,9907,69.86,-241.27574204,79,10822,722.9638977050781,7181.424612426757,0.001,861300
0.46,861517,9908,69.86,-240.74176283999998,79,10836,726.043310546875,11510.761141967774,0.001,861400
0.46,861591,9909,70.56,-241.41542307,79,10845,725.3400573730469,9772.439099121093,0.001,861480
0.46,861691,9910,70.56,-243.09503662999998,79,10867,726.3520812988281,7141.8388595581055,0.001,861580
0.47,861762,9911,70.27,-242.46180131999998,79,10878,725.4811828613281,8128.99443359375,0.001,861660
0.47,861862,9912,70.27,-236.41774448999996,79,10891,723.4273193359375,8662.35466003418,0.001,861760
0.46,861962,9913,71.1,-238.49185501000002,78,10911,722.9875610351562,12659.177963256836,0.001,861860
0.47,862000,9914,70.48,-235.86566969,78,10918,724.1766052246094,5516.263000488281,0.001,861880
0.47,862100,9915,70.48,-236.78834790000002,78,10937,716.41435546875,11809.39737854004,0.001,861980
0.47,862200,9916,70.48,-236.07808028,78,10962,721.4766052246093,8546.588488769532,0.001,862080
0.47,862300,9917,70.48,-233.83705458999998,78,10982,723.5918701171875,11321.101651000976,0.001,862180
0.46,862400,9918,71.35,-237.86313939999997,78,10996,723.8638793945313,11947.441717529297,0.001,862280
0.45,862500,9919,71.91,-240.73812465999998,78,11017,715.4969604492187,10163.95514678955,0.001,862380
0.46,862509,9920,71.0,-238.86096555999995,78,11019,720.6055358886719,7920.356210327149,0.001,862400
0.46,862609,9921,71.0,-235.7727514,78,11032,724.949365234375,5908.580212402344,0.001,862500
0.46,862709,9922,71.0,-237.03094815,78,11056,725.2397094726563,9213.177227783202,0.001,862600
0.45,862809,9923,71.9,-240.02163291,77,11068,724.094091796875,8517.652299499512,0.001,862700
0.44,862909,9924,72.57,-243.18392561000002,77,11082,726.8230285644531,10515.37141418457,0.001,862800
0.44,863009,9925,72.57,-244.61218837,77,11106,719.8422973632812,12687.257269287109,0.001,862900
0.45,863106,9926,72.54,-240.15684204000002,77,11121,722.0719909667969,10278.058993530274,0.001,863000
0.45,863118,9927,72.58,-240.02668703000003,77,11124,,,,
0.46,863134,9928,71.74,-236.85752196000004,77,11127,722.7684387207031,10784.273806762696,0.001,863020
0.45,863234,9929,71.82,-241.02841769000003,77,11143,720.5787292480469,10284.561227416993,0.001,863120
0.46,863240,9930,70.88,-233.76238863000003,77,11145,,,,
