time/fps,time/episodes,time/time_elapsed,train/actor_loss,rollout/success rate,train/n_updates,time/total timesteps,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
48,4869,9228,832.0185485839844,0.28,451920,452035,12948.171200561523,0.001,-393.38450237000006,80.7
48,4870,9242,820.24638671875,0.27,452020,452135,11776.221432495116,0.001,-396.32189686000004,81.4
48,4871,9244,824.8277709960937,0.28,452040,452146,8777.846240234376,0.001,-393.92375581,80.51
48,4872,9262,816.6242553710938,0.28,452140,452246,10940.941424560548,0.001,-395.22573625999996,80.51
48,4873,9281,819.6111450195312,0.28,452240,452346,7589.6706268310545,0.001,-392.28082126999993,80.51
48,4874,9295,819.4447875976563,0.29,452320,452427,11293.728930664063,0.001,-387.19761721,80.32
48,4875,9298,,0.29,,452440,,,-386.55220770999995,80.04
48,4876,9317,828.8330932617188,0.29,452420,452540,6569.178121948242,0.001,-379.34997382,80.04
48,4877,9326,819.5736572265625,0.29,452480,452591,11790.418389892578,0.001,-380.4469476500001,80.35
48,4878,9341,821.4476379394531,0.29,452580,452691,10748.400607299805,0.001,-379.35938421,80.35
48,4879,9345,826.2844360351562,0.3,452600,452708,9082.905535888673,0.001,-376.23933071,79.52
48,4880,9361,822.9194763183593,0.29,452700,452808,7019.620422363281,0.001,-381.51962037,80.22
48,4881,9365,828.1697448730469,0.29,452720,452831,10337.934352111817,0.001,-378.36978536000004,79.5
48,4882,9382,830.989990234375,0.29,452820,452931,9772.137585449218,0.001,-378.55507969000007,79.5
48,4883,9396,822.5490478515625,0.29,452920,453031,8555.454919433594,0.001,-379.55815036000007,79.5
48,4884,9417,821.8612548828125,0.28,453020,453131,8528.233139038086,0.001,-383.19379073999994,80.42
47,4885,9447,824.9672668457031,0.27,453120,453231,8208.005465698243,0.001,-391.14088196999995,80.61
47,4886,9467,834.7940063476562,0.27,453220,453331,8103.15051574707,0.001,-392.16546465,80.61
47,4887,9483,820.6215576171875,0.28,453320,453422,10080.467936706544,0.001,-390.03842077,80.52
47,4888,9502,816.7535034179688,0.28,453420,453522,10519.736260986328,0.001,-385.79814195,80.52
47,4889,9518,825.5875549316406,0.28,453520,453622,7078.759414672852,0.001,-382.63803075000004,80.52
47,4890,9537,829.0528869628906,0.28,453620,453722,8827.626531982422,0.001,-383.82533111,80.52
47,4891,9554,820.4329895019531,0.28,453720,453822,4858.633987426758,0.001,-384.10590591,80.52
47,4892,9570,826.0208740234375,0.27,453820,453922,9766.290274047851,0.001,-386.23785388,80.9
47,4893,9590,817.4015075683594,0.27,453920,454022,11222.475035095214,0.001,-386.04301208,80.9
47,4894,9609,820.5800231933594,0.27,454020,454122,10380.601425170898,0.001,-385.73674094,80.9
47,4895,9627,816.7638916015625,0.26,454120,454222,4720.877655029297,0.001,-387.0283920999999,81.67
47,4896,9647,822.9634765625,0.26,454220,454322,10083.207229614258,0.001,-383.63499876000003,81.67
47,4897,9662,822.7324462890625,0.26,454320,454422,8419.825205993653,0.001,-384.86491680000006,81.67
46,4898,9681,823.0080139160157,0.26,454420,454522,8788.940075683593,0.001,-387.99439813000004,81.67
46,4899,9698,811.8143310546875,0.26,454520,454622,13674.413012695313,0.001,-381.80103975000003,81.67
46,4900,9718,824.5918579101562,0.26,454620,454722,6465.118981933594,0.001,-381.72928622,81.67
46,4901,9740,826.5418518066406,0.25,454720,454822,7423.874664306641,0.001,-387.7445904200001,82.25
46,4902,9762,817.207373046875,0.25,454820,454922,6109.28194732666,0.001,-389.81253463,82.25
46,4903,9783,810.947998046875,0.25,454920,455022,7739.053680419922,0.001,-388.85484904,82.25
46,4904,9801,814.5888000488281,0.25,455020,455122,5778.95463104248,0.001,-387.14832658,82.25
46,4905,9820,821.9671325683594,0.25,455120,455222,8264.65519104004,0.001,-388.14130091,82.25
46,4906,9834,820.7391845703125,0.24,455220,455322,8243.696797180175,0.001,-393.94869913,83.16
46,4907,9850,820.7757873535156,0.23,455320,455422,9391.569973754882,0.001,-398.1427338600001,83.87
46,4908,9855,824.0932495117188,0.24,455340,455443,6743.510711669922,0.001,-396.17858479999995,83.08
46,4909,9873,815.1866149902344,0.24,455440,455543,9848.966006469727,0.001,-394.74624610000006,83.08
46,4910,9892,815.9664489746094,0.24,455540,455643,8978.571905517578,0.001,-394.68362911,83.08
46,4911,9894,,0.25,,455651,,,-389.72110414,82.16
45,4912,9912,810.6061706542969,0.25,455640,455751,8378.16154937744,0.001,-387.80725663000004,82.16
45,4913,9928,816.6238342285156,0.25,455740,455851,7361.964057922363,0.001,-393.15647897,82.16
45,4914,9949,808.0709533691406,0.25,455840,455951,10400.782153320313,0.001,-394.17624262,82.16
45,4915,9968,817.8943786621094,0.25,455940,456051,8427.398011779786,0.001,-395.73100012000003,82.16
45,4916,9971,813.2734497070312,0.26,455960,456062,8867.063619995117,0.001,-390.90920844999994,81.27
45,4917,9991,814.5914978027344,0.25,456060,456162,12771.85481262207,0.001,-394.60743799000005,81.77
45,4918,10009,820.9286743164063,0.24,456160,456262,7128.172314453125,0.001,-397.84539885,82.64
45,4919,10022,817.1858581542969,0.25,456220,456330,7357.124363708496,0.001,-380.22422869999997,82.32
45,4920,10038,820.0472290039063,0.25,456320,456430,8621.509042358399,0.001,-379.50958347999995,82.32
45,4921,10054,822.6169799804687,0.25,456420,456530,10428.676580810547,0.001,-379.50872318999996,82.32
45,4922,10069,816.686572265625,0.25,456520,456630,9956.994198608398,0.001,-376.16970697,82.32
45,4923,10089,814.8652282714844,0.25,456620,456730,9113.422387695313,0.001,-374.56036538999996,82.32
45,4924,10103,819.4800720214844,0.25,456720,456830,3983.0605072021485,0.001,-376.3126099999999,82.32
45,4925,10120,817.0883361816407,0.25,456820,456930,5990.2512832641605,0.001,-376.56338293,82.32
45,4926,10139,814.5832641601562,0.25,456920,457030,8782.393988037109,0.001,-373.37096435,82.32
45,4927,10157,814.6978393554688,0.24,457020,457130,7945.03291015625,0.001,-376.42961428,83.17
44,4928,10160,816.9940551757812,0.25,457040,457142,13694.254614257812,0.001,-370.8759571000001,82.29
44,4929,10174,816.5196716308594,0.25,457140,457242,8576.277615356445,0.001,-371.44951770000006,82.29
44,4930,10189,814.897021484375,0.24,457240,457342,11216.672631835938,0.001,-373.0047913100001,82.47
44,4931,10207,821.5194274902344,0.24,457340,457442,13266.940463256837,0.001,-372.6985929700001,82.47
44,4932,10227,822.5389953613281,0.24,457440,457542,8075.236015319824,0.001,-373.17988580000014,82.47
44,4933,10245,812.687939453125,0.23,457540,457642,7029.688836669922,0.001,-378.26173157,83.42
44,4934,10263,820.2054504394531,0.23,457640,457742,8286.66999206543,0.001,-386.41133029,83.42
44,4935,10281,819.5165344238281,0.23,457740,457842,9766.978442382813,0.001,-386.02273844999996,83.42
44,4936,10283,,0.23,,457848,,,-385.65227351999994,83.32
44,4937,10288,809.3701843261719,0.23,457760,457866,8789.706546020509,0.001,-385.70222533,83.36
44,4938,10293,813.1496154785157,0.24,457780,457886,8441.423239135742,0.001,-380.83828096999997,82.56
44,4939,10308,808.6727478027344,0.23,457880,457986,10771.259555053712,0.001,-382.6906225899999,82.97
44,4940,10324,819.6913208007812,0.23,457980,458086,8854.123559570313,0.001,-383.41904616999994,82.97
44,4941,10342,814.0873229980468,0.22,458080,458186,8560.876336669922,0.001,-384.1508070999999,83.66
44,4942,10347,814.7199462890625,0.23,458100,458214,5903.818453979492,0.001,-380.63264340999996,82.94
44,4943,10358,820.1289916992188,0.24,458160,458272,7721.361813354492,0.001,-379.39523498999995,82.52
44,4944,10360,,0.24,,458278,,,-379.3908804,82.4
44,4945,10380,813.8250244140625,0.23,458260,458378,12836.15552368164,0.001,-387.8387443700001,83.25
44,4946,10401,814.2467529296875,0.23,458360,458478,5023.476162719727,0.001,-388.74627597000006,83.25
44,4947,10418,814.8721801757813,0.23,458460,458578,8380.11611328125,0.001,-389.69245535000005,83.25
43,4948,10433,822.2583312988281,0.23,458560,458678,7627.340840148926,0.001,-392.98864318,83.25
43,4949,10434,826.9469848632813,0.24,458580,458683,6115.152401733399,0.001,-389.11325268,82.3
43,4950,10436,,0.25,,458689,,,-381.61505475000007,81.36
43,4951,10455,822.1402954101562,0.25,458680,458789,3667.1918853759767,0.001,-379.89633204,81.36
43,4952,10473,818.1145874023438,0.25,458780,458889,9437.180401611327,0.001,-341.38382036,81.36
43,4953,10477,817.5507202148438,0.26,458800,458903,5827.381451416016,0.001,-337.61697574,80.5
43,4954,10497,820.9018310546875,0.26,458900,459003,7262.289224243164,0.001,-329.9598022999999,80.5
43,4955,10523,812.4151550292969,0.26,459000,459103,7516.080459594727,0.001,-332.0630166199999,80.5
43,4956,10530,810.8231689453125,0.27,459020,459140,6759.655165100097,0.001,-328.8245997,79.87
43,4957,10551,820.7703430175782,0.26,459120,459240,10569.006564331055,0.001,-333.37168098,80.67
43,4958,10560,815.0633544921875,0.27,459180,459282,8348.288043212891,0.001,-324.79953752,80.09
43,4959,10578,823.0283447265625,0.26,459280,459382,14998.829953002929,0.001,-329.24596401,80.99
43,4960,10591,811.1893859863281,0.26,459360,459465,9785.811674499511,0.001,-332.06116064,81.69
43,4961,10598,822.1602905273437,0.26,459380,459499,7739.422216796875,0.001,-332.83315092000004,81.97
43,4962,10615,818.9609741210937,0.26,459480,459599,12970.100491333007,0.001,-327.63151141,81.97
43,4963,10618,820.1294677734375,0.27,459500,459610,8630.172784423828,0.001,-324.42386976,81.08
43,4964,10635,816.5738037109375,0.26,459600,459710,11497.419775390625,0.001,-328.72456765000004,81.75
43,4965,10646,823.2312133789062,0.27,459660,459762,6216.48623046875,0.001,-327.2836898,81.27
43,4966,10660,817.8737060546875,0.27,459760,459862,9870.617932128906,0.001,-328.80297122999997,81.27
43,4967,10677,816.1878051757812,0.27,459860,459962,7185.633618164063,0.001,-327.94788517,81.27
43,4968,10695,821.2478149414062,0.27,459960,460062,10223.714820861816,0.001,-325.77910387,81.27
42,4969,10711,818.7171936035156,0.27,460060,460162,7877.613912963867,0.001,-316.78114168,81.27
42,4970,10729,810.1073364257812,0.27,460160,460262,5447.623870849609,0.001,-316.59462946,81.27
42,4971,10745,817.5294921875,0.26,460260,460362,9488.792852783203,0.001,-323.24189963,82.16
42,4972,10747,,0.27,,460373,,,-318.27883542,81.27
42,4973,10765,828.4631408691406,0.27,460360,460473,5470.93409576416,0.001,-320.54341703,81.27
42,4974,10781,819.9788940429687,0.26,460460,460573,9743.009661865235,0.001,-323.24504027,81.46
42,4975,10786,821.0855285644532,0.26,460480,460595,10149.13762664795,0.001,-323.12158349,81.55
42,4976,10801,824.070458984375,0.27,460560,460664,7562.451458740235,0.001,-322.44991364000003,81.24
42,4977,10819,816.1015869140625,0.26,460660,460764,7235.699472045899,0.001,-323.66118588,81.73
42,4978,10836,826.0736450195312,0.26,460760,460864,9364.339483642578,0.001,-327.79371104999996,81.73
42,4979,10852,818.8602355957031,0.26,460840,460946,6369.497560119629,0.001,-330.70764482,82.38
42,4980,10873,813.0799743652344,0.26,460940,461046,8245.039764404297,0.001,-328.00296025000006,82.38
42,4981,10876,,0.26,,461055,,,-328.2289667,82.24
42,4982,10894,817.0426513671875,0.26,461040,461155,8922.659622192383,0.001,-327.96592526,82.24
42,4983,10903,820.667626953125,0.27,461100,461215,5269.679637145996,0.001,-325.41904585,81.84
42,4984,10919,816.9100402832031,0.27,461200,461315,7659.327447509766,0.001,-326.71027856,81.84
42,4985,10943,815.5391662597656,0.27,461300,461415,8203.956481933594,0.001,-323.52142854,81.84
42,4986,10960,817.3559143066407,0.27,461400,461515,10335.235481262207,0.001,-325.53951457999995,81.84
42,4987,10975,811.7484924316407,0.26,461500,461615,8989.368853759766,0.001,-331.58786771,81.93
41,4988,10996,813.8274780273438,0.26,461600,461715,9415.696090698242,0.001,-330.21105049000005,81.93
41,4989,11015,806.7084594726563,0.26,461700,461815,16791.114865112304,0.001,-336.4658141499999,81.93
41,4990,11031,819.5955749511719,0.26,461800,461915,10131.210487365723,0.001,-332.28595627999994,81.93
41,4991,11048,814.2887878417969,0.26,461900,462015,8813.956057739259,0.001,-337.81108781,81.93
41,4992,11066,810.3307067871094,0.26,462000,462115,9226.794161987305,0.001,-334.5057118,81.93
41,4993,11068,811.3172973632812,0.27,462020,462122,11679.349465942383,0.001,-331.38896152,81.0
41,4994,11087,815.0384643554687,0.27,462120,462222,8062.21318359375,0.001,-331.73358429,81.0
41,4995,11107,817.6268127441406,0.27,462220,462322,7477.68384399414,0.001,-331.60474288999995,81.0
41,4996,11125,815.9592407226562,0.27,462320,462422,5263.45259399414,0.001,-339.59316893000005,81.0
41,4997,11143,812.2645874023438,0.27,462420,462522,10268.668362426757,0.001,-343.58582973000006,81.0
41,4998,11147,816.0880615234375,0.28,462440,462544,7744.009844970703,0.001,-337.80756237,80.22
41,4999,11162,819.0368713378906,0.28,462540,462644,8577.234674072266,0.001,-340.40977865,80.22
41,5000,11180,811.60576171875,0.29,462620,462732,7622.81810913086,0.001,-337.67456923,80.1
41,5001,11199,820.3402160644531,0.29,462720,462832,11341.342608642579,0.001,-336.24608933,80.1
41,5002,11215,820.8242492675781,0.29,462820,462932,4653.176896667481,0.001,-333.53726082000003,80.1
41,5003,11230,814.989453125,0.29,462920,463032,9852.0558303833,0.001,-331.14596348,80.1
41,5004,11246,813.4547424316406,0.29,463020,463132,6373.916087341308,0.001,-333.66034446000003,80.1
41,5005,11264,815.0498352050781,0.29,463120,463232,11572.797332763672,0.001,-334.2184280700001,80.1
41,5006,11279,812.4467590332031,0.29,463220,463332,7795.078958129883,0.001,-332.98863785000003,80.1
41,5007,11293,819.2751220703125,0.29,463320,463432,4881.927478027344,0.001,-330.7999618,80.1
40,5008,11310,804.9335876464844,0.28,463420,463532,7235.21907196045,0.001,-331.70710016000004,80.89
40,5009,11332,811.0143371582031,0.28,463520,463632,11064.94694519043,0.001,-333.85860149,80.89
40,5010,11338,813.2694458007812,0.29,463540,463660,5400.003507995605,0.001,-330.7768792300001,80.17
40,5011,11356,812.8932312011718,0.28,463640,463760,10229.945085144043,0.001,-339.7443204499999,81.09
40,5012,11376,814.3693725585938,0.28,463740,463860,7014.36748046875,0.001,-346.02006113999994,81.09
40,5013,11390,815.4421081542969,0.28,463840,463960,8420.879653930664,0.001,-344.79381398,81.09
40,5014,11410,808.2845886230468,0.28,463940,464060,11408.169148254394,0.001,-346.63115768999995,81.09
40,5015,11429,819.3027587890625,0.28,464040,464160,5612.0875,0.001,-350.35980051999996,81.09
40,5016,11453,811.4110168457031,0.27,464140,464260,8559.310418701172,0.001,-353.59461385,81.98
40,5017,11471,811.2715942382813,0.27,464240,464360,11829.380934143066,0.001,-353.45881038999994,81.98
40,5018,11489,817.1458618164063,0.27,464340,464460,6626.432637023926,0.001,-352.82019295,81.98
40,5019,11503,813.08759765625,0.27,464440,464557,14736.844171142578,0.001,-350.16995346999994,82.27
40,5020,11522,810.0795776367188,0.27,464540,464657,7772.316812133789,0.001,-349.5099039499999,82.27
40,5021,11542,816.3168823242188,0.27,464640,464757,6103.842837524414,0.001,-349.10278743,82.27
40,5022,11563,799.8743591308594,0.27,464740,464857,10603.879850769043,0.001,-348.54261792,82.27
40,5023,11578,808.4556640625,0.27,464840,464957,6685.364476013184,0.001,-351.04037905999996,82.27
40,5024,11583,811.4758850097656,0.28,464860,464978,5005.769300842285,0.001,-346.61949372000004,81.48
40,5025,11598,826.3620727539062,0.28,464960,465078,4368.661701965332,0.001,-349.55025809,81.48
40,5026,11617,810.7220397949219,0.28,465060,465178,9585.6017868042,0.001,-354.56860911999996,81.48
39,5027,11635,809.7984924316406,0.28,465160,465278,8317.478442382813,0.001,-357.10139483,81.48
39,5028,11651,812.9495178222656,0.28,465260,465371,8118.819689941406,0.001,-357.62566123,82.29
39,5029,11655,812.1155517578125,0.29,465280,465390,9627.448596191407,0.001,-351.0374577,81.48
39,5030,11672,812.8556518554688,0.29,465380,465490,9695.493411254884,0.001,-354.43254177,81.48
39,5031,11691,799.7214721679687,0.29,465480,465590,6510.262921142578,0.001,-352.8254906700001,81.48
39,5032,11706,809.1904418945312,0.3,465560,465676,9178.980844116211,0.001,-352.19247623,81.34
39,5033,11721,807.92265625,0.3,465660,465776,7993.159547424317,0.001,-356.75482170000004,81.34
39,5034,11729,812.936083984375,0.31,465700,465813,6907.114910888672,0.001,-347.59189948,80.71
39,5035,11747,814.7837890625,0.31,465800,465913,9968.485705566407,0.001,-349.01633797999995,80.71
39,5036,11763,806.8097351074218,0.3,465900,466013,12097.845602416992,0.001,-349.84858149,81.65
39,5037,11766,808.0560607910156,0.3,465920,466026,13345.192279052735,0.001,-349.81130036,81.6
39,5038,11779,811.7564819335937,0.3,466000,466107,7106.137371826172,0.001,-351.1734304100001,82.21
39,5039,11794,808.4266845703125,0.3,466100,466207,5641.043450927735,0.001,-349.26282866,82.21
39,5040,11812,809.9598937988281,0.3,466200,466307,10531.336962890626,0.001,-351.86935887000004,82.21
39,5041,11830,813.5738586425781,0.3,466300,466407,12266.41259613037,0.001,-353.84410378999996,82.21
39,5042,11843,806.4901550292968,0.3,466380,466481,12618.892581176759,0.001,-353.77981242999994,82.67
39,5043,11845,,0.3,,466488,,,-352.63032043999993,82.16
39,5044,11862,819.6503845214844,0.29,466480,466588,7230.858177185059,0.001,-354.89083359999995,83.1
39,5045,11882,811.5470947265625,0.29,466580,466688,6561.616363525391,0.001,-350.50352441,83.1
39,5046,11900,817.8931762695313,0.29,466680,466788,5382.278128051757,0.001,-351.34265273,83.1
39,5047,11917,804.2853942871094,0.29,466780,466888,10072.976052856446,0.001,-349.06834762,83.1
39,5048,11939,809.1013244628906,0.29,466880,466988,9078.665084838867,0.001,-343.95229995999995,83.1
39,5049,11956,805.2966979980469,0.28,466980,467088,8472.209741210938,0.001,-351.75717964999996,84.05
39,5050,11974,812.753662109375,0.27,467080,467188,8200.384169006347,0.001,-355.67288194,84.99
38,5051,11990,808.544091796875,0.27,467180,467288,10576.619934082031,0.001,-350.99113980999994,84.99
38,5052,12009,810.6586059570312,0.27,467280,467388,6687.758624267578,0.001,-352.28865654000003,84.99
38,5053,12027,816.0964965820312,0.26,467380,467488,8940.884310913087,0.001,-354.32983826,85.85
38,5054,12046,810.7761901855469,0.26,467480,467588,8039.685354614257,0.001,-354.44834129,85.85
38,5055,12066,816.5812866210938,0.26,467580,467688,8179.985412597656,0.001,-357.91325464999994,85.85
38,5056,12075,808.4892272949219,0.26,467640,467746,7428.1424560546875,0.001,-357.27726586000006,86.06
38,5057,12095,805.6633850097656,0.26,467740,467846,8309.365145874024,0.001,-359.63992236999997,86.06
38,5058,12114,808.7019409179687,0.25,467840,467946,8647.506076049805,0.001,-365.36662908000005,86.64
38,5059,12129,804.3866027832031,0.26,467920,468022,6785.31967010498,0.001,-361.69747792000004,86.4
38,5060,12149,808.7572937011719,0.25,468020,468122,9314.168399047852,0.001,-366.44623862000003,86.57
38,5061,12152,,0.25,,468138,,,-366.22753879,86.39
38,5062,12174,808.2688049316406,0.25,468120,468238,9650.557144165039,0.001,-368.10483274000006,86.39
38,5063,12196,806.633740234375,0.24,468220,468338,5866.0003662109375,0.001,-373.98929604,87.28
38,5064,12216,809.4042541503907,0.24,468320,468438,7253.489981079101,0.001,-377.79246866999995,87.28
38,5065,12238,806.2554931640625,0.23,468420,468538,7329.229183959961,0.001,-384.98450505000005,87.76
38,5066,12268,804.3636352539063,0.23,468520,468638,10081.695364379882,0.001,-384.83142625000005,87.76
38,5067,12288,805.8684997558594,0.23,468620,468738,11051.361239624024,0.001,-385.22050557,87.76
38,5068,12306,812.7658813476562,0.23,468720,468838,4538.492732238769,0.001,-387.30684339,87.76
38,5069,12325,810.1255859375,0.23,468820,468938,8627.730526733398,0.001,-390.4469331,87.76
38,5070,12339,802.1789611816406,0.23,468920,469038,9219.41212158203,0.001,-391.19497486,87.76
37,5071,12356,810.2622009277344,0.23,469020,469138,11054.513604736328,0.001,-387.49754655,87.76
37,5072,12363,796.8507873535157,0.23,469060,469168,11870.560278320312,0.001,-387.833588,87.95
37,5073,12382,806.4165893554688,0.23,469160,469268,6929.222003173828,0.001,-387.35600632,87.95
37,5074,12399,799.7213562011718,0.23,469260,469368,5839.346350097656,0.001,-385.17901070000005,87.95
37,5075,12422,804.80234375,0.22,469360,469468,10232.368298339843,0.001,-388.34833038000005,88.73
37,5076,12446,810.0961059570312,0.21,469460,469568,10036.112879943848,0.001,-391.75613237000005,89.04
37,5077,12448,,0.22,,469580,,,-389.47183672000006,88.16
37,5078,12471,810.4222778320312,0.22,469560,469680,4468.283685302735,0.001,-388.2042764900001,88.16
37,5079,12492,804.2729675292969,0.21,469660,469780,7677.790093994141,0.001,-395.28728759000006,88.34
37,5080,12495,801.6473449707031,0.22,469680,469790,7272.917790222168,0.001,-392.45838798000005,87.44
37,5081,12509,809.8065795898438,0.21,469780,469890,7478.490065002441,0.001,-395.78442564,88.35
37,5082,12532,806.3343139648438,0.21,469880,469990,5012.086459350586,0.001,-400.91493302000003,88.35
37,5083,12537,802.8709655761719,0.21,469900,470015,5685.486222839356,0.001,-400.41471755000003,88.0
37,5084,12553,806.2296813964844,0.21,470000,470115,10711.393466186524,0.001,-398.6557053700001,88.0
37,5085,12561,804.9441589355469,0.22,470060,470161,5723.61128692627,0.001,-394.36378721,87.46
37,5086,12565,,0.23,,470178,,,-388.49576512000004,86.63
37,5087,12583,811.5081298828125,0.23,470160,470278,11751.569827270509,0.001,-387.66639962999994,86.63
37,5088,12589,798.3184692382813,0.24,470200,470307,7835.9103332519535,0.001,-386.07843373,85.92
37,5089,12609,811.1640686035156,0.25,470300,470406,7129.729664611817,0.001,-378.9480172599999,85.91
37,5090,12625,806.670654296875,0.25,470400,470506,3323.116729736328,0.001,-378.47267294,85.91
37,5091,12647,800.1475708007813,0.25,470500,470606,7197.36806640625,0.001,-377.24881899999986,85.91
37,5092,12663,796.7098999023438,0.25,470600,470706,7772.874279785156,0.001,-380.1792994499999,85.91
37,5093,12683,807.4762878417969,0.24,470700,470806,5436.042779541016,0.001,-382.2033205799999,86.84
37,5094,12686,,0.25,,470820,,,-379.18669386999994,85.98
37,5095,12705,804.8271240234375,0.25,470800,470920,9164.437692260743,0.001,-380.25192213999986,85.98
37,5096,12723,804.1648803710938,0.25,470900,471020,7918.162019348145,0.001,-374.4078402299999,85.98
36,5097,12741,806.4142272949218,0.25,471000,471120,9573.072116088868,0.001,-373.62659669,85.98
36,5098,12759,794.981982421875,0.24,471100,471220,5420.500894165039,0.001,-372.03195842,86.76
36,5099,12776,798.786572265625,0.24,471200,471320,7964.204544067383,0.001,-372.35901332000003,86.76
36,5100,12794,800.9573181152343,0.23,471300,471420,6755.944491577148,0.001,-374.62888405000007,86.88
36,5101,12816,795.1501403808594,0.23,471400,471520,6946.090554809571,0.001,-377.60038517,86.88
36,5102,12839,801.7105712890625,0.23,471500,471620,9959.26856842041,0.001,-384.0939137,86.88
36,5103,12862,803.8005432128906,0.23,471600,471720,6144.2224197387695,0.001,-384.9435720899999,86.88
36,5104,12883,809.1665100097656,0.23,471700,471820,7986.182312011719,0.001,-384.24945841,86.88
36,5105,12901,805.8176696777343,0.23,471800,471920,5860.073979187012,0.001,-383.41635239000004,86.88
36,5106,12917,809.6765075683594,0.23,471900,472020,13081.535861206055,0.001,-384.71165798000004,86.88
36,5107,12933,804.4067077636719,0.23,472000,472120,8982.503875732422,0.001,-389.80558964000005,86.88
36,5108,12948,796.3058837890625,0.23,472100,472220,8020.0841506958,0.001,-392.53170643000004,86.88
36,5109,12963,798.1005615234375,0.24,472200,472310,7763.257135009766,0.001,-388.92228209,86.78
36,5110,12978,800.4546569824219,0.24,472280,472388,7539.335522460938,0.001,-392.15353684,87.28
36,5111,12981,798.1379638671875,0.25,472300,472404,11842.550183105468,0.001,-383.1276644900001,86.44
36,5112,13001,804.827734375,0.25,472400,472504,9238.239602661133,0.001,-379.94955200000004,86.44
36,5113,13022,806.7495483398437,0.25,472500,472604,12253.540737915038,0.001,-381.6308835600001,86.44
36,5114,13038,798.8209167480469,0.25,472600,472704,6121.945579528809,0.001,-373.77399552,86.44
36,5115,13058,794.2106506347657,0.25,472700,472804,11548.937182617188,0.001,-370.00387861000013,86.44
36,5116,13071,797.3226379394531,0.26,472780,472882,10947.838333129883,0.001,-368.2867097199999,86.22
36,5117,13091,805.0878112792968,0.26,472880,472982,7406.139196777343,0.001,-367.60376169999995,86.22
36,5118,13113,802.5677490234375,0.26,472980,473082,8546.389903259278,0.001,-366.23736449999996,86.22
36,5119,13114,,0.26,,473089,,,-367.97075843,85.32
36,5120,13134,792.4402648925782,0.26,473080,473189,9768.537823486327,0.001,-368.91035334000003,85.32
35,5121,13150,804.1895141601562,0.26,473180,473289,6627.465661621094,0.001,-364.49559422,85.32
35,5122,13173,804.1576965332031,0.26,473280,473389,7237.143084716797,0.001,-365.08711818999996,85.32
35,5123,13192,797.2283142089843,0.26,473380,473489,8787.286679077148,0.001,-362.72264514999995,85.32
35,5124,13201,803.58125,0.26,473440,473544,9235.796588134766,0.001,-362.6334479599999,85.66
35,5125,13202,,0.27,,473546,,,-356.65260678,84.68
35,5126,13219,797.4220153808594,0.28,473520,473629,8982.677186584473,0.001,-350.58821400999994,84.51
35,5127,13224,803.4525390625,0.29,473540,473650,5139.295376586914,0.001,-344.75149063,83.72
35,5128,13240,798.1931091308594,0.28,473640,473750,14325.169604492188,0.001,-346.96261162999997,83.79
35,5129,13254,801.7302062988281,0.27,473740,473850,9427.17400817871,0.001,-352.53510581,84.6
35,5130,13274,807.7367309570312,0.27,473840,473950,12000.963690185547,0.001,-350.43573858999997,84.6
35,5131,13292,804.3342346191406,0.27,473940,474050,5896.705822753906,0.001,-349.44118449999996,84.6
35,5132,13310,812.2258056640625,0.26,474040,474150,7368.509567260742,0.001,-348.1163107699999,84.74
35,5133,13326,801.3085205078125,0.26,474140,474250,8146.072494506836,0.001,-340.19554564999993,84.74
35,5134,13327,,0.26,,474254,,,-340.38575941999994,84.41
35,5135,13333,804.305859375,0.27,474180,474284,4931.943814086914,0.001,-331.94961551,83.71
35,5136,13349,798.2063110351562,0.27,474280,474384,12254.219274902343,0.001,-334.68658915,83.71
35,5137,13366,803.0260192871094,0.26,474380,474484,9959.90443725586,0.001,-334.168418,84.58
35,5138,13384,803.1346435546875,0.25,474480,474584,6765.718249511719,0.001,-339.87999873999996,84.77
35,5139,13401,800.8890991210938,0.25,474580,474684,9790.870944213868,0.001,-342.54975772,84.77
35,5140,13405,800.3246337890625,0.26,474600,474701,6604.828787231445,0.001,-337.5484837000001,83.94
35,5141,13420,796.5168395996094,0.26,474700,474801,9566.574748229981,0.001,-335.47802112000005,83.94
35,5142,13422,,0.26,,474809,,,-335.13189625000007,83.28
35,5143,13436,803.7218933105469,0.25,474800,474909,5956.440695190429,0.001,-344.92776041,84.21
35,5144,13442,801.7655395507812,0.26,474840,474943,6192.16056060791,0.001,-342.50673357,83.55
35,5145,13461,797.4536743164062,0.26,474940,475043,6244.196258544922,0.001,-342.55684134,83.55
35,5146,13477,811.487646484375,0.26,475040,475143,2921.4983337402346,0.001,-341.86553055,83.55
35,5147,13495,799.4674377441406,0.26,475140,475243,10549.159446716309,0.001,-343.15606059000004,83.55
35,5148,13500,801.6959045410156,0.27,475160,475269,9531.790817260742,0.001,-342.56599416999995,82.81
35,5149,13519,798.3420471191406,0.27,475260,475369,8344.438775634766,0.001,-336.7819480300001,82.81
35,5150,13535,795.132421875,0.27,475360,475469,9895.73819580078,0.001,-335.27414324999995,82.81
35,5151,13556,805.5459228515625,0.27,475460,475569,7170.422589111328,0.001,-338.04124097,82.81
35,5152,13561,806.7522216796875,0.28,475480,475594,9379.94423828125,0.001,-334.44328396000003,82.06
