time/time_elapsed,train/actor_loss,train/learning_rate,train/critic_loss,time/total timesteps,train/n_updates,rollout/success rate,time/fps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean
14117,6680.445166015625,0.001,1250089.287890625,357810,257800,0.01,25,3581,-4746.740291159999,99.33
14132,6782.8291015625,0.001,860698.266796875,357910,257900,0.01,25,3582,-4733.5644242399985,99.33
14155,6673.04443359375,0.001,928847.51875,358010,258000,0.01,25,3583,-4737.7270708099995,99.33
14176,6712.513037109375,0.001,598557.90390625,358110,258100,0.01,25,3584,-4747.5308151300005,99.33
14195,6712.99130859375,0.001,1133605.64140625,358210,258200,0.01,25,3585,-4803.40209193,99.33
14217,6786.066845703125,0.001,478158.883984375,358310,258300,0.01,25,3586,-4857.53029432,99.33
14239,6844.4478515625,0.001,518168.847265625,358410,258400,0.01,25,3587,-4868.1476009200005,99.33
14259,6755.039892578125,0.001,415167.781640625,358510,258500,0.01,25,3588,-4865.5528929600005,99.33
14282,6738.084521484375,0.001,908905.8984375,358610,258600,0.01,25,3589,-4883.24274296,99.33
14304,6792.105224609375,0.001,717881.408984375,358710,258700,0.01,25,3590,-4906.626816510001,99.33
14331,6730.04697265625,0.001,580192.758203125,358810,258800,0.01,25,3591,-4857.432143489999,99.33
14352,6644.171875,0.001,889399.418359375,358910,258900,0.01,25,3592,-4803.42176713,99.33
14374,6713.70830078125,0.001,408014.9578125,359010,259000,0.01,24,3593,-4774.2272675799995,99.33
14392,6712.555078125,0.001,547904.4765625,359110,259100,0.01,24,3594,-4785.00966353,99.33
14420,6743.883935546875,0.001,584645.721875,359210,259200,0.01,24,3595,-4826.2233481700005,99.33
14446,6615.258251953125,0.001,913571.0390625,359310,259300,0.01,24,3596,-4790.429534790001,99.33
14460,6588.72041015625,0.001,821222.78671875,359410,259400,0.01,24,3597,-4808.64402439,99.33
14481,6736.75263671875,0.001,683319.675390625,359510,259500,0.01,24,3598,-4832.502990149999,99.33
14509,6679.145068359375,0.001,971965.69140625,359610,259600,0.01,24,3599,-4826.621057339999,99.33
14531,6654.747607421875,0.001,828467.222265625,359710,259700,0.01,24,3600,-4823.98832969,99.33
14550,6555.164794921875,0.001,994665.041796875,359810,259800,0.01,24,3601,-4790.72778258,99.33
14566,6659.23779296875,0.001,631338.666015625,359910,259900,0.01,24,3602,-4781.83081832,99.33
14596,6625.40712890625,0.001,632175.22265625,360010,260000,0.01,24,3603,-4823.80439767,99.33
14615,6599.860302734375,0.001,882808.205078125,360110,260100,0.01,24,3604,-4847.94879985,99.33
14636,6661.254833984375,0.001,596549.110546875,360210,260200,0.01,24,3605,-4890.42149877,99.33
14660,6572.156298828125,0.001,530809.34296875,360310,260300,0.01,24,3606,-4844.62345986,99.33
14689,6603.177099609375,0.001,890656.008203125,360410,260400,0.01,24,3607,-4866.616080060001,99.33
14707,6661.91953125,0.001,442835.72109375,360510,260500,0.01,24,3608,-4915.7134706000015,99.33
14728,6650.85302734375,0.001,569100.5140625,360610,260600,0.0,24,3609,-4960.801171509999,100.0
14746,6650.83232421875,0.001,726099.753515625,360710,260700,0.0,24,3610,-4965.26348487,100.0
14762,6667.425,0.001,962941.884375,360810,260800,0.0,24,3611,-4937.431232649999,100.0
14789,6722.156298828125,0.001,751488.062109375,360910,260900,0.0,24,3612,-4934.70282567,100.0
14815,6733.39208984375,0.001,578035.3921875,361010,261000,0.0,24,3613,-4952.63352463,100.0
14836,6626.90947265625,0.001,586522.9703125,361110,261100,0.0,24,3614,-4946.69474175,100.0
14863,6674.8662109375,0.001,737160.9484375,361210,261200,0.0,24,3615,-5010.83347268,100.0
14887,6657.29853515625,0.001,519446.756640625,361310,261300,0.0,24,3616,-4985.7236009,100.0
14910,6625.812158203125,0.001,664549.80859375,361410,261400,0.0,24,3617,-4998.4449309599995,100.0
14929,6622.21484375,0.001,775104.5328125,361510,261500,0.0,24,3618,-5015.711804549999,100.0
14948,6659.36123046875,0.001,815508.156640625,361610,261600,0.0,24,3619,-5018.202293049999,100.0
14971,6571.051171875,0.001,762534.757421875,361710,261700,0.0,24,3620,-5068.032117839999,100.0
15007,6639.16142578125,0.001,847304.608984375,361810,261800,0.0,24,3621,-5121.70172706,100.0
15025,6605.14501953125,0.001,688113.33671875,361910,261900,0.0,24,3622,-5147.61329832,100.0
15045,6653.09775390625,0.001,654674.46640625,362010,262000,0.0,24,3623,-5107.72943608,100.0
15064,6600.285498046875,0.001,411803.103515625,362110,262100,0.0,24,3624,-5103.779244310001,100.0
15088,6636.63037109375,0.001,670749.0921875,362210,262200,0.0,24,3625,-5045.258846499999,100.0
15111,6560.061376953125,0.001,664342.6,362310,262300,0.0,23,3626,-4980.913876799999,100.0
15134,6699.002978515625,0.001,603768.815234375,362410,262400,0.0,23,3627,-4981.332005249999,100.0
15157,6651.1755859375,0.001,627669.1421875,362510,262500,0.0,23,3628,-4976.70233898,100.0
15182,6692.52548828125,0.001,584623.629296875,362610,262600,0.0,23,3629,-4978.515876199999,100.0
15207,6653.875830078125,0.001,902827.093359375,362710,262700,0.0,23,3630,-5036.422159309999,100.0
15223,6655.63310546875,0.001,598833.918359375,362810,262800,0.0,23,3631,-5017.81439089,100.0
15241,6625.130419921875,0.001,917679.29765625,362910,262900,0.0,23,3632,-5045.499555859999,100.0
15264,6603.737841796875,0.001,1002404.10390625,363010,263000,0.0,23,3633,-5028.38695164,100.0
15288,6561.251904296875,0.001,640852.821875,363110,263100,0.0,23,3634,-5039.30129638,100.0
15312,6588.983203125,0.001,600488.222265625,363210,263200,0.0,23,3635,-5014.35839944,100.0
15333,6576.6515625,0.001,972316.85546875,363310,263300,0.0,23,3636,-4991.69363472,100.0
15353,6555.92490234375,0.001,783551.46171875,363410,263400,0.0,23,3637,-5005.550492869999,100.0
15369,6568.2017578125,0.001,893707.924609375,363510,263500,0.0,23,3638,-5183.22296868,100.0
15390,6499.126171875,0.001,684698.933984375,363610,263600,0.0,23,3639,-5194.636963309999,100.0
15408,6563.60546875,0.001,814311.6546875,363710,263700,0.0,23,3640,-5227.80688386,100.0
15426,6573.41220703125,0.001,727320.7515625,363810,263800,0.0,23,3641,-5220.03063173,100.0
15455,6609.0546875,0.001,784531.281640625,363910,263900,0.0,23,3642,-5204.952264050001,100.0
15471,6591.939013671875,0.001,808886.144921875,364010,264000,0.0,23,3643,-5217.682630710001,100.0
15495,6533.178564453125,0.001,472044.5642578125,364110,264100,0.0,23,3644,-5286.540068140001,100.0
15510,6536.956201171875,0.001,593183.505859375,364210,264200,0.0,23,3645,-5263.30559188,100.0
15530,6581.630419921875,0.001,610073.1796875,364310,264300,0.0,23,3646,-5279.871436310001,100.0
15550,6539.401416015625,0.001,421235.162890625,364410,264400,0.0,23,3647,-5276.719321379999,100.0
15574,6641.27646484375,0.001,511845.27578125,364510,264500,0.0,23,3648,-5265.51494628,100.0
15597,6620.7865234375,0.001,530333.46328125,364610,264600,0.0,23,3649,-5260.00846275,100.0
15615,6574.922802734375,0.001,612884.01328125,364710,264700,0.0,23,3650,-5241.319566990001,100.0
15634,6506.886669921875,0.001,864342.6984375,364810,264800,0.0,23,3651,-5226.95221353,100.0
15654,6444.421142578125,0.001,1133494.98359375,364910,264900,0.0,23,3652,-5243.299077000001,100.0
15680,6472.6052734375,0.001,994697.24765625,365010,265000,0.0,23,3653,-5249.6894742800005,100.0
15702,6516.219873046875,0.001,764843.065234375,365110,265100,0.0,23,3654,-5288.3743614800005,100.0
15728,6578.88583984375,0.001,545931.726953125,365210,265200,0.0,23,3655,-5292.204479460001,100.0
15747,6616.625634765625,0.001,574833.694140625,365310,265300,0.0,23,3656,-5291.0091907000005,100.0
15770,6585.40556640625,0.001,906983.309375,365410,265400,0.0,23,3657,-5288.304211799999,100.0
15798,6472.941748046875,0.001,718284.97890625,365510,265500,0.0,23,3658,-5260.910821699999,100.0
15818,6630.793310546875,0.001,775471.5796875,365610,265600,0.0,23,3659,-5291.9181766,100.0
15848,6583.466455078125,0.001,522400.8734375,365710,265700,0.0,23,3660,-5292.7751904100005,100.0
15882,6504.35029296875,0.001,735726.141015625,365810,265800,0.0,23,3661,-5319.587243520001,100.0
15899,6571.189697265625,0.001,816522.715234375,365910,265900,0.0,23,3662,-5320.55077967,100.0
15928,6400.25107421875,0.001,750717.4974609375,366010,266000,0.0,22,3663,-5307.250680600001,100.0
15945,6544.58505859375,0.001,808950.852734375,366110,266100,0.0,22,3664,-5295.217534140001,100.0
15971,6479.605322265625,0.001,535381.6953125,366210,266200,0.0,22,3665,-5286.26300316,100.0
15995,6490.530810546875,0.001,677467.313671875,366310,266300,0.0,22,3666,-5312.1553588,100.0
16025,6531.44541015625,0.001,954606.65390625,366410,266400,0.0,22,3667,-5206.147047410001,100.0
16053,6534.461962890625,0.001,681653.685546875,366510,266500,0.0,22,3668,-5199.20086821,100.0
16076,6429.421923828125,0.001,497387.248046875,366610,266600,0.0,22,3669,-5221.34323717,100.0
16099,6492.2876953125,0.001,815700.50703125,366710,266700,0.0,22,3670,-5195.811641290001,100.0
16119,6398.899755859375,0.001,778367.276171875,366810,266800,0.0,22,3671,-5100.143442969999,100.0
16143,6461.6849609375,0.001,986579.78125,366910,266900,0.0,22,3672,-5141.79516273,100.0
16174,6381.2400390625,0.001,672299.73046875,367010,267000,0.0,22,3673,-5106.3883514,100.0
16204,6502.333837890625,0.001,606112.69609375,367110,267100,0.0,22,3674,-5040.57123111,100.0
16229,6514.73642578125,0.001,872431.124609375,367210,267200,0.0,22,3675,-5036.14170044,100.0
16251,6429.76552734375,0.001,617754.229296875,367310,267300,0.0,22,3676,-5059.458025860001,100.0
16280,6471.18359375,0.001,793010.626171875,367410,267400,0.0,22,3677,-5102.98236323,100.0
16298,6360.384765625,0.001,762197.85703125,367510,267500,0.0,22,3678,-5097.164955360001,100.0
16315,6518.780712890625,0.001,560101.40703125,367610,267600,0.0,22,3679,-5059.0087768700005,100.0
16340,6509.900537109375,0.001,622785.34140625,367710,267700,0.0,22,3680,-5026.927887360001,100.0
16367,6412.1533203125,0.001,652803.86171875,367810,267800,0.0,22,3681,-5016.56825403,100.0
16388,6412.79306640625,0.001,654689.32265625,367910,267900,0.0,22,3682,-5000.39231791,100.0
16404,6482.147119140625,0.001,515978.793359375,368010,268000,0.0,22,3683,-5002.101422,100.0
16426,6520.9806640625,0.001,795461.075,368110,268100,0.0,22,3684,-5023.83707126,100.0
16450,6484.6255859375,0.001,653540.2265625,368210,268200,0.0,22,3685,-4987.89913364,100.0
16470,6406.099755859375,0.001,658259.839453125,368310,268300,0.0,22,3686,-4989.03025,100.0
16497,6374.92998046875,0.001,582343.2115234375,368410,268400,0.0,22,3687,-5022.14273514,100.0
16519,6522.87119140625,0.001,485238.394921875,368510,268500,0.0,22,3688,-5054.8771233,100.0
16542,6502.524267578125,0.001,637416.729296875,368610,268600,0.0,22,3689,-5088.927224619999,100.0
16558,6383.38837890625,0.001,848570.225390625,368710,268700,0.0,22,3690,-5097.385586449999,100.0
16578,6427.943359375,0.001,528277.598828125,368810,268800,0.0,22,3691,-5107.1547672199995,100.0
16594,6367.67080078125,0.001,764257.1234375,368910,268900,0.0,22,3692,-5141.459630959999,100.0
16617,6447.130078125,0.001,821929.269921875,369010,269000,0.0,22,3693,-5218.42980274,100.0
16639,6376.343408203125,0.001,680500.8765625,369110,269100,0.0,22,3694,-5179.6800837499995,100.0
16657,6391.950927734375,0.001,784791.48984375,369210,269200,0.0,22,3695,-5142.26345479,100.0
16684,6425.496923828125,0.001,670983.03125,369310,269300,0.0,22,3696,-5170.1224452199995,100.0
16709,6405.426123046875,0.001,545671.161328125,369410,269400,0.0,22,3697,-5206.62729898,100.0
16724,6435.2654296875,0.001,743760.694140625,369510,269500,0.0,22,3698,-5172.178151120001,100.0
16747,6449.15185546875,0.001,759227.155859375,369610,269600,0.0,22,3699,-5222.146120860001,100.0
16769,6457.692822265625,0.001,730189.900390625,369710,269700,0.0,22,3700,-5257.919741400001,100.0
16789,6403.7859375,0.001,818820.230859375,369810,269800,0.0,22,3701,-5306.731069300001,100.0
16812,6379.447021484375,0.001,693321.7125,369910,269900,0.0,22,3702,-5341.75694819,100.0
16838,6375.125830078125,0.001,787601.4078125,370010,270000,0.0,21,3703,-5298.91648372,100.0
16860,6402.004833984375,0.001,528073.0017578125,370110,270100,0.0,21,3704,-5270.35185177,100.0
16875,6373.11728515625,0.001,527415.178125,370210,270200,0.0,21,3705,-5250.76802552,100.0
16892,6330.953271484375,0.001,954025.91171875,370310,270300,0.0,21,3706,-5240.68548107,100.0
16909,6413.295263671875,0.001,598780.142578125,370410,270400,0.0,21,3707,-5254.96461183,100.0
16940,6415.6095703125,0.001,737101.344140625,370510,270500,0.0,21,3708,-5244.7711687599995,100.0
16963,6395.37607421875,0.001,573819.803515625,370610,270600,0.0,21,3709,-5241.47568316,100.0
16980,6401.3740234375,0.001,499759.055859375,370710,270700,0.0,21,3710,-5200.98088506,100.0
17008,6378.860986328125,0.001,635835.652734375,370810,270800,0.0,21,3711,-5226.883805909999,100.0
17025,6388.786962890625,0.001,920874.26484375,370910,270900,0.0,21,3712,-5236.36074662,100.0
17049,6406.124267578125,0.001,882915.68125,371010,271000,0.0,21,3713,-5267.4269558900005,100.0
17068,6397.125244140625,0.001,731366.86484375,371110,271100,0.0,21,3714,-5211.70376002,100.0
17095,6378.08369140625,0.001,622079.15234375,371210,271200,0.0,21,3715,-5168.32667013,100.0
17120,6257.535107421875,0.001,598938.626953125,371310,271300,0.0,21,3716,-5141.720848569999,100.0
17143,6295.41728515625,0.001,610495.180078125,371410,271400,0.0,21,3717,-5184.683028209999,100.0
17165,6272.0703125,0.001,721051.133203125,371510,271500,0.0,21,3718,-5172.25169184,100.0
17185,6286.41396484375,0.001,615544.632421875,371610,271600,0.0,21,3719,-5185.50227686,100.0
17205,6326.691650390625,0.001,358672.724609375,371710,271700,0.0,21,3720,-5171.934535209999,100.0
17226,6337.333984375,0.001,799836.315234375,371810,271800,0.0,21,3721,-5139.697402169999,100.0
17248,6459.215234375,0.001,705661.06640625,371910,271900,0.0,21,3722,-5196.671305419999,100.0
17278,6394.697900390625,0.001,493683.30234375,372010,272000,0.0,21,3723,-5179.1212462799995,100.0
17302,6305.511279296875,0.001,417330.474609375,372110,272100,0.0,21,3724,-5214.3147176600005,100.0
17323,6319.008837890625,0.001,593446.788671875,372210,272200,0.0,21,3725,-5247.860514250001,100.0
17352,6316.497119140625,0.001,612456.731640625,372310,272300,0.0,21,3726,-5254.623890090001,100.0
17373,6361.971875,0.001,563048.857421875,372410,272400,0.0,21,3727,-5225.89825469,100.0
17395,6403.134716796875,0.001,338493.330078125,372510,272500,0.0,21,3728,-5330.6474148,100.0
17413,6347.818310546875,0.001,613575.12421875,372610,272600,0.0,21,3729,-5344.248884689999,100.0
17441,6387.97294921875,0.001,860502.715625,372710,272700,0.0,21,3730,-5315.163900379999,100.0
17460,6338.6529296875,0.001,715948.70703125,372810,272800,0.0,21,3731,-5283.35347908,100.0
17474,6268.82802734375,0.001,821611.197265625,372910,272900,0.0,21,3732,-5297.650488709999,100.0
17502,6288.655322265625,0.001,525467.7015625,373010,273000,0.0,21,3733,-5307.463695009999,100.0
17520,6400.563427734375,0.001,602100.71328125,373110,273100,0.0,21,3734,-5305.60460229,100.0
17548,6304.395166015625,0.001,739468.0015625,373210,273200,0.0,21,3735,-5360.71260031,100.0
17574,6341.51396484375,0.001,577703.801171875,373310,273300,0.0,21,3736,-5413.6423768,100.0
17594,6265.393017578125,0.001,849043.369140625,373410,273400,0.0,21,3737,-5458.85159121,100.0
17611,6353.496630859375,0.001,520271.3158203125,373477,273460,0.01,21,3738,-5253.749164969999,99.67
17637,6373.705517578125,0.001,542578.2203125,373577,273560,0.01,21,3739,-5250.58537855,99.67
17654,6386.0904296875,0.001,455785.234375,373677,273660,0.01,21,3740,-5250.3470873900005,99.67
17669,6293.427099609375,0.001,597905.5234375,373777,273760,0.01,21,3741,-5298.266784229999,99.67
17691,6226.54892578125,0.001,850838.747265625,373877,273860,0.01,21,3742,-5260.647143019999,99.67
17715,6355.11708984375,0.001,430201.081640625,373977,273960,0.01,21,3743,-5264.51865152,99.67
17735,6283.238330078125,0.001,699003.2828125,374077,274060,0.01,21,3744,-5292.13231421,99.67
17759,6330.052392578125,0.001,615928.61640625,374177,274160,0.01,21,3745,-5289.837059129999,99.67
17780,6320.683544921875,0.001,529861.22578125,374277,274260,0.01,21,3746,-5279.0400531000005,99.67
17800,6303.712451171875,0.001,806567.87890625,374377,274360,0.01,21,3747,-5256.39451107,99.67
17822,6369.456787109375,0.001,510236.390625,374477,274460,0.01,21,3748,-5249.794876569999,99.67
17845,6268.91630859375,0.001,674435.19921875,374577,274560,0.01,20,3749,-5310.7796331399995,99.67
17870,6243.37998046875,0.001,655569.37890625,374677,274660,0.01,20,3750,-5312.947714089999,99.67
17890,6352.872216796875,0.001,866508.576171875,374777,274760,0.01,20,3751,-5309.11456781,99.67
17913,6297.69814453125,0.001,713729.22890625,374877,274860,0.01,20,3752,-5292.54135381,99.67
17941,6359.691259765625,0.001,590928.065234375,374977,274960,0.01,20,3753,-5320.77496547,99.67
17970,6289.464404296875,0.001,794576.7,375077,275060,0.01,20,3754,-5351.69918591,99.67
17984,6311.06416015625,0.001,557260.404296875,375177,275160,0.01,20,3755,-5356.9497807,99.67
18018,6291.32001953125,0.001,413071.580859375,375277,275260,0.01,20,3756,-5370.344816160001,99.67
18045,6293.84208984375,0.001,527036.47578125,375377,275360,0.01,20,3757,-5368.8174106100005,99.67
18064,6250.15888671875,0.001,717421.04296875,375477,275460,0.01,20,3758,-5378.927813689999,99.67
18088,6201.84365234375,0.001,847591.828125,375577,275560,0.01,20,3759,-5331.7224034500005,99.67
18117,6333.012646484375,0.001,704702.84609375,375677,275660,0.01,20,3760,-5345.5367162,99.67
18138,6254.848828125,0.001,673853.77265625,375777,275760,0.01,20,3761,-5368.73391298,99.67
18159,6295.862890625,0.001,472781.061328125,375877,275860,0.01,20,3762,-5346.47290551,99.67
18180,6168.94521484375,0.001,909277.286328125,375977,275960,0.01,20,3763,-5344.63382386,99.67
18214,6310.716552734375,0.001,546866.7869140625,376077,276060,0.01,20,3764,-5391.28192233,99.67
18233,6300.464453125,0.001,399034.2673828125,376177,276160,0.01,20,3765,-5362.130671700001,99.67
18251,6287.251318359375,0.001,731589.490234375,376277,276260,0.01,20,3766,-5378.22468688,99.67
18271,6239.49140625,0.001,512607.1296875,376377,276360,0.01,20,3767,-5381.88455608,99.67
18291,6296.608251953125,0.001,638772.548046875,376477,276460,0.01,20,3768,-5399.23874907,99.67
18314,6242.831884765625,0.001,758313.20234375,376577,276560,0.01,20,3769,-5417.1525067600005,99.67
18336,6278.194677734375,0.001,776229.0576171875,376677,276660,0.01,20,3770,-5391.9078774399995,99.67
18350,6263.2900390625,0.001,406731.719140625,376777,276760,0.01,20,3771,-5427.92125041,99.67
18368,6313.362158203125,0.001,641497.728125,376877,276860,0.01,20,3772,-5389.1149854,99.67
18392,6231.801708984375,0.001,790276.825,376977,276960,0.01,20,3773,-5349.189793799999,99.67
18413,6312.45263671875,0.001,748106.787109375,377077,277060,0.01,20,3774,-5351.752421100001,99.67
18433,6199.983349609375,0.001,687962.8390625,377177,277160,0.01,20,3775,-5412.19015168,99.67
18449,6229.207763671875,0.001,594177.09453125,377277,277260,0.01,20,3776,-5376.835760569999,99.67
18468,6308.874560546875,0.001,644577.816796875,377377,277360,0.01,20,3777,-5343.34332024,99.67
18489,6127.866748046875,0.001,584830.7830078125,377477,277460,0.01,20,3778,-5330.57926246,99.67
18514,6200.619580078125,0.001,788299.6265625,377577,277560,0.01,20,3779,-5305.87836621,99.67
18532,6234.792578125,0.001,936175.259375,377677,277660,0.01,20,3780,-5294.55031924,99.67
18558,6174.26396484375,0.001,759072.911328125,377777,277760,0.01,20,3781,-5328.87747263,99.67
18576,6223.672021484375,0.001,484893.969140625,377877,277860,0.01,20,3782,-5335.59506267,99.67
18600,6205.97021484375,0.001,543159.07734375,377977,277960,0.01,20,3783,-5315.75695178,99.67
18615,6329.180419921875,0.001,602949.207421875,378077,278060,0.01,20,3784,-5306.95625479,99.67
18636,6258.19248046875,0.001,551506.41953125,378177,278160,0.01,20,3785,-5302.127232510001,99.67
18654,6315.34140625,0.001,474054.6888671875,378277,278260,0.01,20,3786,-5256.85217852,99.67
18674,6291.057763671875,0.001,427026.5466796875,378377,278360,0.01,20,3787,-5262.5190865,99.67
18692,6148.838916015625,0.001,798418.48046875,378477,278460,0.01,20,3788,-5207.94081767,99.67
18710,6209.141552734375,0.001,460326.7099609375,378577,278560,0.01,20,3789,-5145.181020710001,99.67
18730,6182.478125,0.001,810663.89921875,378677,278660,0.01,20,3790,-5047.83101826,99.67
18754,6238.3654296875,0.001,590561.308984375,378777,278760,0.01,20,3791,-5065.51860483,99.67
18772,6244.718994140625,0.001,688322.945703125,378877,278860,0.01,20,3792,-5114.837035099999,99.67
18795,6183.64814453125,0.001,557085.537109375,378977,278960,0.01,20,3793,-5051.506905299999,99.67
18812,6129.3322265625,0.001,537714.7630859375,379077,279060,0.01,20,3794,-5046.757944119999,99.67
18832,6200.655810546875,0.001,941033.74453125,379177,279160,0.01,20,3795,-5039.263557639999,99.67
18856,6130.246923828125,0.001,582365.5736328125,379277,279260,0.01,20,3796,-5055.903097219999,99.67
18878,6149.8109375,0.001,581324.48828125,379377,279360,0.01,20,3797,-5015.109816649999,99.67
18900,6209.65751953125,0.001,422730.4787109375,379477,279460,0.01,20,3798,-5009.886955309999,99.67
18927,6128.846240234375,0.001,786461.66953125,379577,279560,0.01,20,3799,-4967.826452879999,99.67
18950,6190.12744140625,0.001,401631.2958984375,379677,279660,0.01,20,3800,-4932.017102269999,99.67
18969,6174.189453125,0.001,902086.254296875,379777,279760,0.01,20,3801,-4924.8253125599995,99.67
18987,6175.976513671875,0.001,426739.005078125,379877,279860,0.01,20,3802,-4909.5319860399995,99.67
19014,6128.706494140625,0.001,608828.758984375,379977,279960,0.01,19,3803,-4890.453256379999,99.67
19030,6136.607763671875,0.001,398775.524609375,380077,280060,0.01,19,3804,-4865.9157013,99.67
19048,6133.281591796875,0.001,525425.0279296875,380177,280160,0.01,19,3805,-4870.21125745,99.67
19070,6048.008349609375,0.001,786387.00078125,380277,280260,0.01,19,3806,-4884.711003230001,99.67
19097,6163.023046875,0.001,535478.24921875,380377,280360,0.01,19,3807,-4862.49442408,99.67
19117,6163.376025390625,0.001,758157.62109375,380477,280460,0.01,19,3808,-4820.551151149999,99.67
19145,6186.5322265625,0.001,375510.079296875,380577,280560,0.01,19,3809,-4879.931526629999,99.67
19168,6139.63466796875,0.001,656511.16484375,380677,280660,0.01,19,3810,-4910.280656229999,99.67
19190,6155.15546875,0.001,593589.7234375,380777,280760,0.01,19,3811,-4924.356247059999,99.67
19215,6131.3123046875,0.001,480435.76953125,380877,280860,0.01,19,3812,-4898.7475917599995,99.67
19241,6197.780615234375,0.001,694815.8171875,380977,280960,0.01,19,3813,-4891.7220189399995,99.67
19264,6132.313037109375,0.001,642788.562109375,381077,281060,0.01,19,3814,-4919.57578024,99.67
19285,6173.884326171875,0.001,657188.546484375,381177,281160,0.01,19,3815,-4941.29783623,99.67
19313,6195.619921875,0.001,644333.696484375,381277,281260,0.01,19,3816,-4976.397583219999,99.67
19336,6068.741162109375,0.001,691569.0828125,381377,281360,0.01,19,3817,-4908.29995667,99.67
19360,6172.398974609375,0.001,386840.80625,381477,281460,0.01,19,3818,-4936.05435852,99.67
19382,6065.42412109375,0.001,605571.46171875,381577,281560,0.01,19,3819,-4905.05546315,99.67
19400,6163.71982421875,0.001,556449.6875,381677,281660,0.01,19,3820,-4941.54620952,99.67
19423,6074.136279296875,0.001,732136.2177734375,381777,281760,0.01,19,3821,-4889.391657239999,99.67
19446,6173.167138671875,0.001,356785.005078125,381877,281860,0.01,19,3822,-4809.039333670001,99.67
19461,6143.399072265625,0.001,616327.84375,381977,281960,0.01,19,3823,-4823.97056207,99.67
19487,6091.6607421875,0.001,448671.330859375,382077,282060,0.01,19,3824,-4796.258307339999,99.67
19514,6105.012744140625,0.001,684014.84609375,382177,282160,0.01,19,3825,-4785.4627432199995,99.67
19536,6016.47158203125,0.001,679250.72421875,382277,282260,0.01,19,3826,-4779.216904339999,99.67
19549,6106.38310546875,0.001,421692.7203125,382377,282360,0.01,19,3827,-4825.3640376700005,99.67
19571,6145.342236328125,0.001,416428.64140625,382477,282460,0.01,19,3828,-4718.20660922,99.67
19592,6069.68603515625,0.001,899276.43671875,382577,282560,0.01,19,3829,-4720.983704690001,99.67
19615,6152.898779296875,0.001,586507.083203125,382677,282660,0.01,19,3830,-4730.14497682,99.67
19641,6144.27158203125,0.001,681521.990625,382777,282760,0.01,19,3831,-4744.6685064700005,99.67
19663,6123.709130859375,0.001,641702.5421875,382877,282860,0.01,19,3832,-4735.900940120001,99.67
19678,6136.199951171875,0.001,615729.58671875,382977,282960,0.01,19,3833,-4719.73369599,99.67
19698,6051.23046875,0.001,539447.61484375,383077,283060,0.01,19,3834,-4740.509738090001,99.67
19725,6079.527001953125,0.001,844569.492578125,383177,283160,0.01,19,3835,-4760.00776479,99.67
19743,6048.907177734375,0.001,725771.709375,383277,283260,0.01,19,3836,-4668.08993946,99.67
19760,6054.78466796875,0.001,873459.0359375,383377,283360,0.01,19,3837,-4654.95853695,99.67
19785,6135.525830078125,0.001,617240.04375,383477,283460,0.0,19,3838,-4649.82123765,100.0
19803,6076.434521484375,0.001,614907.01640625,383577,283560,0.0,19,3839,-4661.20805846,100.0
19829,6021.0890625,0.001,683432.371875,383677,283660,0.0,19,3840,-4638.05128637,100.0
19851,6043.21494140625,0.001,556081.45078125,383777,283760,0.0,19,3841,-4675.9131320199995,100.0
19875,6095.16396484375,0.001,854089.216796875,383877,283860,0.0,19,3842,-4661.155881999999,100.0
19901,6135.369189453125,0.001,357894.9599609375,383977,283960,0.0,19,3843,-4634.72309976,100.0
19920,6077.681494140625,0.001,572689.06640625,384077,284060,0.0,19,3844,-4575.637368029999,100.0
19944,6058.664990234375,0.001,590100.616796875,384177,284160,0.0,19,3845,-4580.48256416,100.0
19964,6076.6818359375,0.001,520273.930078125,384277,284260,0.0,19,3846,-4592.30146013,100.0
19983,6129.3046875,0.001,518117.67109375,384377,284360,0.0,19,3847,-4648.857041220001,100.0
20005,6028.052099609375,0.001,611672.4828125,384477,284460,0.0,19,3848,-4656.185143370001,100.0
20025,6052.419970703125,0.001,520115.8921875,384577,284560,0.0,19,3849,-4580.276177060001,100.0
20048,6107.932958984375,0.001,687656.6154296875,384677,284660,0.0,19,3850,-4641.55537161,100.0
20068,6133.933740234375,0.001,611383.869140625,384777,284760,0.0,19,3851,-4675.62118466,100.0
20088,6068.9037109375,0.001,478859.66875,384877,284860,0.0,19,3852,-4733.66781515,100.0
20112,6051.52265625,0.001,560915.275,384977,284960,0.0,19,3853,-4745.174094929999,100.0
20141,6087.021630859375,0.001,509656.6595703125,385077,285060,0.0,19,3854,-4746.87588146,100.0
20161,6054.157958984375,0.001,465497.3806640625,385177,285160,0.0,19,3855,-4713.911528719999,100.0
20179,6075.92353515625,0.001,681664.5142578125,385277,285260,0.0,19,3856,-4699.44101112,100.0
20200,6026.39765625,0.001,702348.794140625,385377,285360,0.0,19,3857,-4723.11501857,100.0
20224,6079.3712890625,0.001,431418.359765625,385477,285460,0.0,19,3858,-4726.0701636,100.0
20243,6109.366357421875,0.001,608343.347265625,385577,285560,0.0,19,3859,-4743.200483420001,100.0
20260,5968.97978515625,0.001,656327.04921875,385677,285660,0.0,19,3860,-4714.86460515,100.0
20287,6080.327001953125,0.001,706661.288671875,385777,285760,0.0,19,3861,-4652.61078932,100.0
