time/total timesteps,train/n_updates,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,rollout/ep_len_mean
671997,571980,0.0,45,-4295.38791263,14742,6726,572390.094140625,0.001,5752.6314453125,100.0
672097,572080,0.0,45,-4267.9957024899995,14759,6727,859644.462109375,0.001,5849.6154296875,100.0
672197,572180,0.0,45,-4302.23082017,14786,6728,528992.776953125,0.001,5846.703564453125,100.0
672297,572280,0.0,45,-4380.77156072,14801,6729,570439.044921875,0.001,5806.48759765625,100.0
672397,572380,0.0,45,-4370.74651099,14817,6730,459958.9408203125,0.001,5743.9275390625,100.0
672497,572480,0.0,45,-4381.52643963,14837,6731,508764.368359375,0.001,5747.147509765625,100.0
672597,572580,0.0,45,-4381.36101795,14863,6732,603731.0154296875,0.001,5771.9216796875,100.0
672697,572680,0.0,45,-4371.8359297,14879,6733,441766.3423828125,0.001,5743.541650390625,100.0
672797,572780,0.0,45,-4363.49520176,14900,6734,672283.84453125,0.001,5800.373779296875,100.0
672897,572880,0.0,45,-4338.78546076,14914,6735,925517.7634765625,0.001,5800.20703125,100.0
672997,572980,0.0,45,-4310.178991729999,14929,6736,769973.8373046875,0.001,5795.5529296875,100.0
673097,573080,0.0,45,-4364.17359804,14948,6737,736312.749609375,0.001,5812.989306640625,100.0
673197,573180,0.0,44,-4341.60040855,14973,6738,693485.56875,0.001,5753.60625,100.0
673297,573280,0.0,44,-4347.23302902,14996,6739,522603.5005859375,0.001,5745.166357421875,100.0
673397,573380,0.0,44,-4385.47677633,15019,6740,899389.304296875,0.001,5728.119970703125,100.0
673497,573480,0.0,44,-4372.78152133,15039,6741,517270.82890625,0.001,5783.470361328125,100.0
673597,573580,0.0,44,-4410.551220189999,15056,6742,509637.8822265625,0.001,5760.333203125,100.0
673697,573680,0.0,44,-4438.6318762,15078,6743,706202.566796875,0.001,5738.02080078125,100.0
673797,573780,0.0,44,-4431.5603553500005,15106,6744,501053.632421875,0.001,5771.9931640625,100.0
673897,573880,0.0,44,-4462.97978374,15131,6745,593064.9091796875,0.001,5834.376904296875,100.0
673997,573980,0.0,44,-4488.842534699999,15147,6746,770432.0107421875,0.001,5786.49130859375,100.0
674097,574080,0.0,44,-4513.61275832,15172,6747,517794.045703125,0.001,5831.277001953125,100.0
674197,574180,0.0,44,-4525.70783549,15190,6748,680032.4810546875,0.001,5735.5435546875,100.0
674297,574280,0.0,44,-4573.25003931,15211,6749,558058.6740234375,0.001,5765.889599609375,100.0
674397,574380,0.0,44,-4576.2210830799995,15228,6750,681722.7357421875,0.001,5730.75283203125,100.0
674497,574480,0.0,44,-4643.25513919,15245,6751,684439.560546875,0.001,5850.072021484375,100.0
674597,574580,0.0,44,-4662.86279578,15267,6752,584528.4974609375,0.001,5779.843359375,100.0
674697,574680,0.0,44,-4673.64673256,15290,6753,486585.409375,0.001,5796.376416015625,100.0
674797,574780,0.0,44,-4688.98988632,15310,6754,474326.423046875,0.001,5787.814306640625,100.0
674897,574880,0.0,44,-4709.77860465,15324,6755,555825.2654296875,0.001,5790.170166015625,100.0
674997,574980,0.0,44,-4697.469077889999,15337,6756,360947.6623046875,0.001,5890.63828125,100.0
675097,575080,0.0,43,-4699.061644539999,15350,6757,624079.603125,0.001,5876.55419921875,100.0
675197,575180,0.0,43,-4700.16315179,15364,6758,765782.7078125,0.001,5847.331494140625,100.0
675297,575280,0.0,43,-4736.3655466,15389,6759,764015.9302734375,0.001,5764.632177734375,100.0
675397,575380,0.0,43,-4700.10773014,15412,6760,587029.4685546875,0.001,5777.813134765625,100.0
675497,575480,0.0,43,-4711.919983829999,15441,6761,671832.5181640625,0.001,5797.416015625,100.0
675597,575580,0.0,43,-4746.299028709999,15456,6762,632772.4609375,0.001,5841.57900390625,100.0
675697,575680,0.0,43,-4767.474972929999,15481,6763,535380.7982421875,0.001,5839.059375,100.0
675797,575780,0.0,43,-4741.90047963,15496,6764,671682.3890625,0.001,5767.12734375,100.0
675897,575880,0.0,43,-4711.2598643599995,15519,6765,698740.2228515625,0.001,5879.477734375,100.0
675997,575980,0.0,43,-4674.826202679999,15543,6766,753026.7234375,0.001,5727.574462890625,100.0
676097,576080,0.0,43,-4735.2549989399995,15563,6767,670523.5060546875,0.001,5810.990966796875,100.0
676197,576180,0.0,43,-4764.19234927,15581,6768,717318.7033203125,0.001,5808.33876953125,100.0
676297,576280,0.0,43,-4776.13451298,15598,6769,655626.587890625,0.001,5821.3119140625,100.0
676397,576380,0.0,43,-4747.5935791,15616,6770,496170.509765625,0.001,5832.058984375,100.0
676497,576480,0.0,43,-4788.56924109,15640,6771,588479.8822265625,0.001,5786.03837890625,100.0
676597,576580,0.0,43,-4751.3146414,15661,6772,589917.71171875,0.001,5825.954296875,100.0
676697,576680,0.0,43,-4786.327271279999,15684,6773,607227.21171875,0.001,5812.01337890625,100.0
676797,576780,0.0,43,-4833.903183779999,15699,6774,613176.954296875,0.001,5910.541162109375,100.0
676897,576880,0.0,43,-4832.9343192900005,15718,6775,720865.2369140625,0.001,5821.666015625,100.0
676997,576980,0.0,43,-4870.87392641,15741,6776,692508.756640625,0.001,5880.895068359375,100.0
677097,577080,0.0,42,-4878.343666600001,15760,6777,491735.8787109375,0.001,5799.111328125,100.0
677197,577180,0.0,42,-4888.77078235,15789,6778,529873.505078125,0.001,5859.03447265625,100.0
677297,577280,0.0,42,-4912.969814000001,15806,6779,762985.519921875,0.001,5834.0376953125,100.0
677397,577380,0.0,42,-4861.381085860001,15826,6780,729880.5125,0.001,5819.7126953125,100.0
677497,577480,0.0,42,-4859.088570180001,15840,6781,686251.44296875,0.001,5827.46171875,100.0
677597,577580,0.0,42,-4888.3405795300005,15862,6782,700470.666796875,0.001,5837.995361328125,100.0
677697,577680,0.0,42,-4900.02564355,15886,6783,490196.959765625,0.001,5877.55390625,100.0
677797,577780,0.0,42,-4909.57510793,15903,6784,445549.726171875,0.001,5804.88779296875,100.0
677897,577880,0.0,42,-4870.67194679,15920,6785,739426.95078125,0.001,5909.30302734375,100.0
677997,577980,0.0,42,-4881.28086181,15937,6786,371660.1888671875,0.001,5871.2125,100.0
678097,578080,0.0,42,-4860.22854645,15950,6787,742441.7078125,0.001,5835.535986328125,100.0
678197,578180,0.0,42,-4863.10834661,15962,6788,641811.8376953125,0.001,5834.903662109375,100.0
678297,578280,0.0,42,-4813.84868224,15978,6789,703255.314453125,0.001,5815.23369140625,100.0
678397,578380,0.0,42,-4799.752278020001,15994,6790,535206.663671875,0.001,5870.78623046875,100.0
678497,578480,0.0,42,-4766.53213384,16016,6791,416581.64296875,0.001,5865.0896484375,100.0
678597,578580,0.0,42,-4776.728979109999,16031,6792,367319.7189453125,0.001,5851.682568359375,100.0
678697,578680,0.0,42,-4718.61285419,16049,6793,511860.587890625,0.001,5774.23876953125,100.0
678797,578780,0.0,42,-4652.728548019999,16068,6794,440128.80078125,0.001,5862.33369140625,100.0
678897,578880,0.0,42,-4617.63409484,16088,6795,552163.94921875,0.001,5806.370556640625,100.0
678997,578980,0.0,42,-4572.96285887,16108,6796,773992.768359375,0.001,5805.125,100.0
679097,579080,0.0,42,-4579.77674349,16132,6797,526288.141796875,0.001,5849.11123046875,100.0
679197,579180,0.0,42,-4560.209549939999,16154,6798,563246.2294921875,0.001,5805.08134765625,100.0
679297,579280,0.0,42,-4600.3315397999995,16172,6799,604835.776953125,0.001,5769.85166015625,100.0
679397,579380,0.0,41,-4629.803103479999,16184,6800,640401.9060546875,0.001,5902.3123046875,100.0
679497,579480,0.0,41,-4603.843741889999,16199,6801,590869.9265625,0.001,5932.13896484375,100.0
679597,579580,0.0,41,-4624.359898739999,16215,6802,826759.6201171875,0.001,5780.064208984375,100.0
679697,579680,0.0,41,-4604.80523481,16234,6803,549955.96328125,0.001,5844.25185546875,100.0
679797,579780,0.0,41,-4662.0476438999995,16255,6804,592543.1669921875,0.001,5844.317724609375,100.0
679897,579880,0.0,41,-4665.605843230001,16280,6805,477819.605859375,0.001,5841.59638671875,100.0
679997,579980,0.0,41,-4609.47575332,16318,6806,260047.28828125,0.001,5802.7322265625,100.0
680097,580080,0.0,41,-4619.30994119,16352,6807,492187.171875,0.001,5786.877392578125,100.0
680197,580180,0.0,41,-4584.444788410001,16380,6808,674543.6708984375,0.001,5867.738232421875,100.0
680297,580280,0.0,41,-4593.35611497,16401,6809,631997.1427734375,0.001,5848.395166015625,100.0
680397,580380,0.0,41,-4538.09184518,16421,6810,480201.710546875,0.001,5800.689306640625,100.0
680497,580480,0.0,41,-4566.13527165,16439,6811,608606.5490234375,0.001,5770.51484375,100.0
680597,580580,0.0,41,-4586.595437749999,16461,6812,403857.883984375,0.001,5815.154541015625,100.0
680697,580680,0.0,41,-4560.87574289,16474,6813,342757.6048828125,0.001,5849.697509765625,100.0
680797,580780,0.0,41,-4541.80651524,16495,6814,683762.2322265625,0.001,5866.622412109375,100.0
680897,580880,0.0,41,-4597.91169763,16517,6815,437841.5451171875,0.001,5868.057861328125,100.0
680997,580980,0.0,41,-4625.13921459,16537,6816,754516.076953125,0.001,5856.750244140625,100.0
681097,581080,0.0,41,-4619.4521522700015,16555,6817,621804.212890625,0.001,5852.559814453125,100.0
681197,581180,0.0,41,-4678.4696624200005,16573,6818,755092.90859375,0.001,5819.85703125,100.0
681297,581280,0.0,41,-4699.76149667,16601,6819,680750.6421875,0.001,5812.64609375,100.0
681397,581380,0.0,40,-4733.3046735299995,16626,6820,379134.726953125,0.001,5868.135791015625,100.0
681497,581480,0.0,40,-4726.281505160001,16642,6821,572417.7166015625,0.001,5845.03310546875,100.0
681597,581580,0.0,40,-4738.37642497,16665,6822,622189.6634765625,0.001,5872.696826171875,100.0
681697,581680,0.0,40,-4818.598038550001,16682,6823,645547.8341796875,0.001,5758.4189453125,100.0
681797,581780,0.0,40,-4791.28105399,16708,6824,486934.8263671875,0.001,5874.725146484375,100.0
681897,581880,0.0,40,-4813.50172387,16724,6825,732182.96640625,0.001,5814.6150390625,100.0
681997,581980,0.0,40,-4774.153073530001,16742,6826,535221.337890625,0.001,5766.6771484375,100.0
682097,582080,0.0,40,-4827.43670644,16759,6827,720964.7650390625,0.001,5782.85810546875,100.0
682197,582180,0.0,40,-4813.998309720001,16777,6828,680871.111328125,0.001,5834.192333984375,100.0
682297,582280,0.0,40,-4750.2187577800005,16797,6829,571621.96171875,0.001,5822.07509765625,100.0
682397,582380,0.0,40,-4774.38833751,16820,6830,772619.0142578125,0.001,5843.947412109375,100.0
682497,582480,0.0,40,-4784.85178848,16844,6831,454721.88359375,0.001,5858.9794921875,100.0
682597,582580,0.0,40,-4778.5896018,16867,6832,436642.4716796875,0.001,5838.91484375,100.0
682697,582680,0.0,40,-4773.115800460001,16883,6833,757452.8759765625,0.001,5746.039892578125,100.0
682797,582780,0.0,40,-4770.46235925,16902,6834,675461.660546875,0.001,5895.204248046875,100.0
682897,582880,0.0,40,-4791.281576010001,16918,6835,818195.7404296875,0.001,5791.8990234375,100.0
682997,582980,0.0,40,-4804.923011000002,16936,6836,591690.1546875,0.001,5850.12578125,100.0
683097,583080,0.0,40,-4751.767642750001,16951,6837,701577.9484375,0.001,5872.715087890625,100.0
683197,583180,0.0,40,-4767.044312170001,16968,6838,465197.9310546875,0.001,5897.6013671875,100.0
683297,583280,0.0,40,-4753.4097794,16986,6839,536730.934765625,0.001,5859.853662109375,100.0
683397,583380,0.0,40,-4763.10025739,17003,6840,880873.719921875,0.001,5776.828955078125,100.0
683497,583480,0.0,40,-4755.144639339999,17018,6841,597325.80546875,0.001,5811.895849609375,100.0
683597,583580,0.0,40,-4768.619500140001,17035,6842,784617.2671875,0.001,5801.455908203125,100.0
683697,583680,0.0,40,-4740.361720090001,17054,6843,748404.05390625,0.001,5810.76259765625,100.0
683797,583780,0.0,40,-4761.916898790001,17077,6844,758071.3154296875,0.001,5775.6779296875,100.0
683897,583880,0.0,40,-4687.43217645,17097,6845,790939.225,0.001,5803.111669921875,100.0
683997,583980,0.0,39,-4655.02622613,17114,6846,723152.7365234375,0.001,5757.925634765625,100.0
684097,584080,0.0,39,-4576.25151227,17136,6847,651519.86171875,0.001,5815.29482421875,100.0
684197,584180,0.0,39,-4589.9697216899995,17157,6848,519016.0646484375,0.001,5810.9966796875,100.0
684297,584280,0.0,39,-4564.561692,17178,6849,947101.98515625,0.001,5746.0900390625,100.0
684397,584380,0.0,39,-4539.57402273,17198,6850,486455.609765625,0.001,5815.252294921875,100.0
684497,584480,0.0,39,-4523.38460081,17222,6851,263174.8822265625,0.001,5850.752001953125,100.0
684597,584580,0.0,39,-4526.4774609099995,17241,6852,544518.330859375,0.001,5841.824267578125,100.0
684697,584680,0.0,39,-4561.35562994,17270,6853,548100.462109375,0.001,5894.7513671875,100.0
684797,584780,0.0,39,-4561.74163464,17287,6854,549423.716015625,0.001,5853.116552734375,100.0
684897,584880,0.0,39,-4528.70161936,17324,6855,742281.06171875,0.001,5786.8890625,100.0
684997,584980,0.0,39,-4548.7641223,17341,6856,683244.737890625,0.001,5778.96025390625,100.0
685097,585080,0.0,39,-4560.8805029899995,17368,6857,658310.8779296875,0.001,5747.4142578125,100.0
685197,585180,0.0,39,-4541.6259665,17387,6858,771626.7021484375,0.001,5770.507568359375,100.0
685297,585280,0.0,39,-4516.03561026,17405,6859,392545.2673828125,0.001,5783.96005859375,100.0
685397,585380,0.0,39,-4466.83678411,17423,6860,528507.751171875,0.001,5777.541552734375,100.0
685497,585480,0.0,39,-4412.14452604,17448,6861,396785.743359375,0.001,5822.453955078125,100.0
685597,585580,0.0,39,-4473.267758409999,17479,6862,573934.9384765625,0.001,5838.6693359375,100.0
685697,585680,0.0,39,-4431.19443661,17496,6863,418453.7513671875,0.001,5777.394384765625,100.0
685797,585780,0.0,39,-4448.017548639999,17522,6864,744542.694921875,0.001,5846.597021484375,100.0
685897,585880,0.0,39,-4455.126876529999,17541,6865,629743.3033203125,0.001,5771.34189453125,100.0
685997,585980,0.0,39,-4484.486055459999,17558,6866,497316.3083984375,0.001,5789.842431640625,100.0
686097,586080,0.0,39,-4467.354455379999,17586,6867,798337.9169921875,0.001,5684.559375,100.0
686197,586180,0.0,38,-4425.66238506,17601,6868,458205.965625,0.001,5768.280029296875,100.0
686297,586280,0.0,38,-4456.837584989999,17631,6869,656913.004296875,0.001,5793.373486328125,100.0
686397,586380,0.0,38,-4419.948498049999,17649,6870,609299.22890625,0.001,5836.906005859375,100.0
686497,586480,0.0,38,-4406.35231762,17663,6871,680983.3390625,0.001,5692.2263671875,100.0
686597,586580,0.0,38,-4413.724154189999,17681,6872,779959.7466796875,0.001,5797.00419921875,100.0
686697,586680,0.0,38,-4376.38015424,17699,6873,567506.777734375,0.001,5793.724853515625,100.0
686797,586780,0.0,38,-4350.60442064,17712,6874,518224.98203125,0.001,5729.190087890625,100.0
686897,586880,0.0,38,-4297.46836588,17729,6875,838023.1189453125,0.001,5746.772802734375,100.0
686997,586980,0.0,38,-4290.58761148,17753,6876,585388.6453125,0.001,5776.31962890625,100.0
687097,587080,0.0,38,-4259.44611671,17773,6877,522688.3947265625,0.001,5820.902880859375,100.0
687197,587180,0.0,38,-4286.68153633,17791,6878,613573.187890625,0.001,5833.976513671875,100.0
687297,587280,0.0,38,-4269.70077991,17811,6879,557676.43203125,0.001,5799.54853515625,100.0
687397,587380,0.0,38,-4305.656892560001,17830,6880,488752.568359375,0.001,5787.26474609375,100.0
687497,587480,0.0,38,-4305.205513270001,17847,6881,506974.16484375,0.001,5776.999462890625,100.0
687597,587580,0.0,38,-4275.64591415,17868,6882,320590.520703125,0.001,5753.009814453125,100.0
687697,587680,0.0,38,-4264.44801813,17897,6883,598232.5662109375,0.001,5774.9853515625,100.0
687797,587780,0.0,38,-4269.81704823,17915,6884,710747.67421875,0.001,5764.608984375,100.0
687897,587880,0.0,38,-4257.52778562,17934,6885,627264.8158203125,0.001,5770.9240234375,100.0
687997,587980,0.0,38,-4265.05796069,17951,6886,398100.9771484375,0.001,5808.0,100.0
688097,588080,0.0,38,-4319.338335470001,17980,6887,617393.6171875,0.001,5813.7767578125,100.0
688197,588180,0.0,38,-4283.481976280001,18002,6888,732452.2517578125,0.001,5696.920068359375,100.0
688297,588280,0.0,38,-4316.93088521,18029,6889,856116.553125,0.001,5731.52763671875,100.0
688397,588380,0.0,38,-4323.96307117,18054,6890,518466.426953125,0.001,5791.890283203125,100.0
688497,588480,0.0,38,-4374.450925110001,18074,6891,531219.4333984375,0.001,5733.34794921875,100.0
688597,588580,0.0,38,-4357.40338977,18093,6892,524834.6033203125,0.001,5829.48232421875,100.0
688697,588680,0.0,38,-4311.19525391,18111,6893,533507.3236328125,0.001,5859.32333984375,100.0
688797,588780,0.0,37,-4380.748702140001,18132,6894,417056.53046875,0.001,5819.680810546875,100.0
688897,588880,0.0,37,-4371.66694444,18154,6895,498978.783203125,0.001,5767.2962890625,100.0
688997,588980,0.0,37,-4386.069885530001,18176,6896,544908.45,0.001,5834.848681640625,100.0
689097,589080,0.0,37,-4369.93826334,18190,6897,590927.530859375,0.001,5845.893896484375,100.0
689197,589180,0.0,37,-4398.001777070001,18204,6898,475826.350390625,0.001,5831.539111328125,100.0
689297,589280,0.0,37,-4336.031632419999,18223,6899,481121.1501953125,0.001,5788.129150390625,100.0
689397,589380,0.0,37,-4320.04152865,18241,6900,568620.122265625,0.001,5717.32294921875,100.0
689497,589480,0.0,37,-4370.2577903,18258,6901,376172.5716796875,0.001,5779.859033203125,100.0
689597,589580,0.0,37,-4395.683478140001,18279,6902,741152.993359375,0.001,5737.598291015625,100.0
689697,589680,0.0,37,-4398.5903561800005,18300,6903,510776.369921875,0.001,5835.86142578125,100.0
689797,589780,0.0,37,-4415.12769108,18317,6904,778515.40390625,0.001,5761.14033203125,100.0
689897,589880,0.0,37,-4426.28595274,18331,6905,728864.491015625,0.001,5812.480126953125,100.0
689997,589980,0.0,37,-4458.8563091999995,18348,6906,388844.6498046875,0.001,5796.775927734375,100.0
690097,590080,0.0,37,-4431.82829763,18363,6907,560872.0318359375,0.001,5764.583935546875,100.0
690197,590180,0.0,37,-4428.94224715,18382,6908,545958.670703125,0.001,5788.80546875,100.0
690297,590280,0.0,37,-4445.73346319,18409,6909,550503.73359375,0.001,5760.13984375,100.0
690397,590380,0.0,37,-4434.73098298,18430,6910,684711.278515625,0.001,5738.307470703125,100.0
690497,590480,0.0,37,-4404.620570269999,18444,6911,853160.65703125,0.001,5803.520703125,100.0
690597,590580,0.0,37,-4402.03656804,18464,6912,757292.085546875,0.001,5745.9595703125,100.0
690697,590680,0.0,37,-4378.94750131,18482,6913,633262.35078125,0.001,5735.61533203125,100.0
690797,590780,0.0,37,-4406.539686350001,18497,6914,770468.471875,0.001,5799.095068359375,100.0
690897,590880,0.0,37,-4335.73470333,18518,6915,705396.734765625,0.001,5773.80576171875,100.0
690997,590980,0.0,37,-4257.03587781,18533,6916,745329.5482421875,0.001,5798.0572265625,100.0
691097,591080,0.0,37,-4271.72716576,18553,6917,419559.95234375,0.001,5749.171044921875,100.0
691197,591180,0.0,37,-4223.98628463,18566,6918,566419.4203125,0.001,5766.27021484375,100.0
691297,591280,0.0,37,-4201.18983603,18592,6919,921741.2923828125,0.001,5682.32626953125,100.0
691397,591380,0.0,37,-4176.9890594299995,18605,6920,672011.07109375,0.001,5681.592041015625,100.0
691497,591480,0.0,37,-4176.468538869999,18624,6921,414778.9853515625,0.001,5765.07373046875,100.0
691597,591580,0.0,37,-4204.175564779999,18649,6922,777081.805859375,0.001,5741.044287109375,100.0
691697,591680,0.0,37,-4145.625677509999,18670,6923,529771.391796875,0.001,5766.15771484375,100.0
691797,591780,0.0,37,-4180.654296459999,18688,6924,516721.4052734375,0.001,5777.223828125,100.0
691897,591880,0.0,36,-4177.29606714,18706,6925,523421.44453125,0.001,5739.1884765625,100.0
691997,591980,0.0,36,-4202.3152136399995,18723,6926,419789.0501953125,0.001,5782.741455078125,100.0
692097,592080,0.0,36,-4162.8898469099995,18743,6927,565144.3357421875,0.001,5840.83779296875,100.0
692197,592180,0.0,36,-4151.587645449999,18760,6928,838090.364453125,0.001,5755.35244140625,100.0
692297,592280,0.0,36,-4177.727171279999,18777,6929,457026.4421875,0.001,5827.49755859375,100.0
692397,592380,0.0,36,-4157.492821469999,18798,6930,668051.9234375,0.001,5731.841748046875,100.0
692497,592480,0.0,36,-4192.263902569999,18826,6931,709683.178515625,0.001,5682.861279296875,100.0
692597,592580,0.0,36,-4181.15774995,18845,6932,707030.580859375,0.001,5695.19375,100.0
692697,592680,0.0,36,-4180.48164901,18860,6933,609933.7408203125,0.001,5677.119384765625,100.0
692797,592780,0.0,36,-4146.59979075,18879,6934,593951.4048828125,0.001,5718.9490234375,100.0
692897,592880,0.0,36,-4183.7810001200005,18898,6935,503270.5158203125,0.001,5777.913525390625,100.0
692997,592980,0.0,36,-4175.13853841,18913,6936,599785.46484375,0.001,5723.84638671875,100.0
693097,593080,0.0,36,-4181.020272610001,18931,6937,1010240.6138671875,0.001,5806.218115234375,100.0
693197,593180,0.0,36,-4222.08120191,18956,6938,549297.6990234375,0.001,5709.36513671875,100.0
693297,593280,0.0,36,-4231.200978520001,18973,6939,437285.548828125,0.001,5664.15888671875,100.0
693397,593380,0.0,36,-4184.5525877499995,18988,6940,621638.984765625,0.001,5725.697900390625,100.0
693497,593480,0.0,36,-4194.166599239999,19009,6941,453526.21923828125,0.001,5749.553955078125,100.0
693597,593580,0.0,36,-4208.6142740899995,19036,6942,585881.2326171875,0.001,5716.486279296875,100.0
693697,593680,0.0,36,-4212.788275069999,19051,6943,684185.3888671875,0.001,5758.091943359375,100.0
693797,593780,0.0,36,-4198.67962457,19072,6944,656823.5521484375,0.001,5770.737890625,100.0
693897,593880,0.0,36,-4242.97602636,19092,6945,482410.16240234376,0.001,5788.88515625,100.0
693997,593980,0.0,36,-4239.995902539999,19113,6946,667691.125,0.001,5760.768701171875,100.0
694097,594080,0.0,36,-4283.690132299999,19134,6947,558024.834765625,0.001,5829.0078125,100.0
694197,594180,0.0,36,-4272.19526477,19148,6948,594834.54453125,0.001,5794.705908203125,100.0
694297,594280,0.0,36,-4258.554866269999,19164,6949,456183.83828125,0.001,5809.588671875,100.0
694397,594380,0.0,36,-4271.94435895,19184,6950,588542.4109375,0.001,5770.196240234375,100.0
694497,594480,0.0,36,-4301.091269240001,19205,6951,612488.7103515625,0.001,5756.062353515625,100.0
694597,594580,0.0,36,-4227.99179277,19224,6952,615792.384375,0.001,5740.2232421875,100.0
694697,594680,0.0,36,-4207.07797503,19247,6953,786394.2037109375,0.001,5792.3908203125,100.0
694797,594780,0.0,36,-4202.57775374,19262,6954,499931.89453125,0.001,5691.14169921875,100.0
694897,594880,0.0,36,-4224.944083580001,19285,6955,310720.920703125,0.001,5736.2755859375,100.0
694997,594980,0.0,35,-4247.559011250001,19307,6956,758035.2427734375,0.001,5683.819970703125,100.0
695097,595080,0.0,35,-4247.367623730001,19321,6957,300460.176171875,0.001,5812.693798828125,100.0
695197,595180,0.0,35,-4258.235501610001,19339,6958,759613.4896484375,0.001,5696.301611328125,100.0
695297,595280,0.0,35,-4273.096347430001,19357,6959,562084.41875,0.001,5696.15205078125,100.0
695397,595380,0.0,35,-4331.35239917,19374,6960,375143.0205078125,0.001,5792.897021484375,100.0
695497,595480,0.0,35,-4349.39261383,19389,6961,589767.8888671875,0.001,5809.658349609375,100.0
695597,595580,0.0,35,-4284.76751793,19406,6962,770618.21953125,0.001,5821.92705078125,100.0
695697,595680,0.0,35,-4237.8048079,19419,6963,703389.84765625,0.001,5672.81953125,100.0
695797,595780,0.0,35,-4206.45004495,19433,6964,640117.0322265625,0.001,5745.2666015625,100.0
695897,595880,0.0,35,-4221.41713297,19461,6965,592564.90390625,0.001,5800.402197265625,100.0
695997,595980,0.0,35,-4204.65331809,19479,6966,589209.7208984375,0.001,5689.2859375,100.0
696097,596080,0.0,35,-4186.77292711,19501,6967,753420.9712890625,0.001,5784.487548828125,100.0
696197,596180,0.0,35,-4187.88661658,19520,6968,541915.3673828125,0.001,5786.02314453125,100.0
696297,596280,0.0,35,-4195.65923536,19540,6969,844237.5451171875,0.001,5682.0603515625,100.0
696397,596380,0.0,35,-4282.31794687,19554,6970,471399.666015625,0.001,5684.986962890625,100.0
696497,596480,0.0,35,-4271.5899304,19571,6971,770661.3138671875,0.001,5693.4123046875,100.0
696597,596580,0.0,35,-4265.941858540001,19591,6972,546745.680859375,0.001,5743.91943359375,100.0
696697,596680,0.0,35,-4269.26232598,19606,6973,759248.54921875,0.001,5777.402294921875,100.0
696797,596780,0.0,35,-4282.14747962,19629,6974,613860.319140625,0.001,5788.44560546875,100.0
696897,596880,0.0,35,-4295.21960285,19644,6975,563200.439453125,0.001,5737.233447265625,100.0
696997,596980,0.0,35,-4342.643278300001,19658,6976,1006379.26875,0.001,5677.74462890625,100.0
697097,597080,0.0,35,-4378.3034548900005,19672,6977,775376.651171875,0.001,5755.5658203125,100.0
697197,597180,0.0,35,-4403.52516999,19688,6978,333927.67021484376,0.001,5771.442724609375,100.0
697297,597280,0.0,35,-4422.7460755600005,19712,6979,671815.2109375,0.001,5745.37431640625,100.0
697397,597380,0.0,35,-4354.42171982,19731,6980,458543.816015625,0.001,5710.59775390625,100.0
697497,597480,0.0,35,-4286.60020028,19748,6981,779522.505859375,0.001,5702.550341796875,100.0
697597,597580,0.0,35,-4273.2501647,19766,6982,531941.5359375,0.001,5785.46806640625,100.0
697697,597680,0.0,35,-4263.69238176,19784,6983,564890.27265625,0.001,5724.88818359375,100.0
697797,597780,0.0,35,-4238.43477778,19806,6984,551775.4359375,0.001,5682.575537109375,100.0
697897,597880,0.0,35,-4245.380570400001,19825,6985,466013.51171875,0.001,5718.7974609375,100.0
697997,597980,0.0,35,-4249.47275602,19841,6986,429125.2021484375,0.001,5710.355908203125,100.0
698097,598080,0.0,35,-4196.67356204,19862,6987,541268.733984375,0.001,5672.54892578125,100.0
698197,598180,0.0,35,-4246.801150030001,19883,6988,583393.3640625,0.001,5730.384521484375,100.0
698297,598280,0.0,35,-4208.069679390001,19897,6989,617251.3826171875,0.001,5666.92685546875,100.0
698397,598380,0.0,35,-4203.83139028,19910,6990,779463.44765625,0.001,5728.607666015625,100.0
698497,598480,0.0,35,-4183.6085586300005,19925,6991,526693.030859375,0.001,5730.764501953125,100.0
698597,598580,0.0,35,-4194.2861818,19944,6992,683820.9876953125,0.001,5729.664208984375,100.0
698697,598680,0.0,34,-4268.09463508,19966,6993,401129.97119140625,0.001,5729.41611328125,100.0
698797,598780,0.0,34,-4214.68538402,19979,6994,535470.6673828125,0.001,5827.366552734375,100.0
698897,598880,0.0,34,-4249.26986939,20004,6995,476828.0109375,0.001,5740.97548828125,100.0
698997,598980,0.0,34,-4280.70796212,20020,6996,301641.6498046875,0.001,5714.7501953125,100.0
699097,599080,0.0,34,-4240.60025844,20039,6997,452616.5142578125,0.001,5754.830859375,100.0
699197,599180,0.0,34,-4210.3602659299995,20055,6998,804666.230078125,0.001,5748.32734375,100.0
699297,599280,0.0,34,-4222.728029149999,20076,6999,409721.0873046875,0.001,5734.689306640625,100.0
699397,599380,0.0,34,-4237.19136643,20106,7000,540400.11171875,0.001,5745.189453125,100.0
699497,599480,0.0,34,-4236.37198076,20123,7001,723648.872265625,0.001,5649.6681640625,100.0
699597,599580,0.0,34,-4229.422783319999,20146,7002,478850.9521484375,0.001,5701.100048828125,100.0
699697,599680,0.0,34,-4265.67603125,20165,7003,400315.255859375,0.001,5795.5234375,100.0
699797,599780,0.0,34,-4270.18438154,20182,7004,733050.3013671875,0.001,5730.450732421875,100.0
