time/total timesteps,train/n_updates,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,rollout/ep_len_mean
739138,639120,0.01,26,-4642.458328950001,27464,7399,382999.9158203125,0.001,5551.667529296875,99.52
739238,639220,0.01,26,-4585.09609789,27483,7400,657829.8943359375,0.001,5519.3154296875,99.52
739338,639320,0.01,26,-4546.12153379,27497,7401,426671.033984375,0.001,5529.24951171875,99.52
739438,639420,0.01,26,-4544.877413009999,27512,7402,468772.3166015625,0.001,5585.024462890625,99.52
739538,639520,0.01,26,-4527.79374129,27532,7403,595738.14921875,0.001,5442.48125,99.52
739638,639620,0.01,26,-4511.98774688,27550,7404,670155.7583984375,0.001,5357.789453125,99.52
739738,639720,0.01,26,-4505.83134938,27571,7405,463431.59296875,0.001,5561.860498046875,99.52
739838,639820,0.01,26,-4484.6054627,27586,7406,572908.69765625,0.001,5525.84619140625,99.52
739938,639920,0.01,26,-4491.850310249999,27603,7407,565855.94296875,0.001,5551.731982421875,99.52
740038,640020,0.01,26,-4480.902538249999,27619,7408,456096.58125,0.001,5471.89853515625,99.52
740138,640120,0.01,26,-4419.91736982,27640,7409,586786.3501953125,0.001,5561.59609375,99.52
740238,640220,0.01,26,-4473.62581795,27661,7410,587248.829296875,0.001,5510.572998046875,99.52
740338,640320,0.01,26,-4493.35371313,27677,7411,585138.202734375,0.001,5535.718798828125,99.52
740438,640420,0.01,26,-4491.373173159999,27693,7412,817116.02890625,0.001,5547.29990234375,99.52
740538,640520,0.01,26,-4485.7312814,27714,7413,385721.139453125,0.001,5535.73857421875,99.52
740638,640620,0.01,26,-4442.004600709999,27729,7414,625053.4140625,0.001,5484.91806640625,99.52
740738,640720,0.01,26,-4463.452759759999,27746,7415,604498.47265625,0.001,5528.837744140625,99.52
740838,640820,0.01,26,-4424.0890885399995,27761,7416,469671.5783203125,0.001,5440.906494140625,99.52
740938,640920,0.01,26,-4390.41345668,27774,7417,678965.01328125,0.001,5470.925927734375,99.52
741038,641020,0.01,26,-4406.247575620001,27795,7418,438933.4734375,0.001,5512.876904296875,99.52
741138,641120,0.01,26,-4453.0898076,27811,7419,511797.958984375,0.001,5440.49453125,99.52
741238,641220,0.01,26,-4413.05522746,27829,7420,741527.7375,0.001,5474.4134765625,99.52
741338,641320,0.01,26,-4436.18205574,27855,7421,646916.7111328125,0.001,5524.58095703125,99.52
741438,641420,0.01,26,-4444.90172615,27873,7422,680323.6720703125,0.001,5499.034423828125,99.52
741538,641520,0.01,26,-4410.12781022,27897,7423,433900.0767578125,0.001,5509.51005859375,99.52
741638,641620,0.01,26,-4397.384719260001,27918,7424,409643.75703125,0.001,5601.600146484375,99.52
741738,641720,0.01,26,-4413.6197810799995,27935,7425,700045.271484375,0.001,5480.0947265625,99.52
741838,641820,0.01,26,-4426.30899344,27958,7426,485681.9935546875,0.001,5459.0603515625,99.52
741938,641920,0.01,26,-4461.29988519,27980,7427,658618.592578125,0.001,5469.441650390625,99.52
742038,642020,0.01,26,-4419.89556894,27993,7428,823840.58203125,0.001,5449.76494140625,99.52
742138,642120,0.01,26,-4450.29653621,28019,7429,626683.040625,0.001,5503.028515625,99.52
742238,642220,0.01,26,-4487.14797115,28042,7430,461482.7974609375,0.001,5455.115185546875,99.52
742338,642320,0.01,26,-4475.31958612,28071,7431,376792.4962890625,0.001,5523.5306640625,99.52
742438,642420,0.01,26,-4478.26702765,28087,7432,470804.04765625,0.001,5495.962255859375,99.52
742538,642520,0.01,26,-4442.2845584199995,28102,7433,612240.241796875,0.001,5514.887353515625,99.52
742638,642620,0.01,26,-4427.5844990099995,28123,7434,709870.8896484375,0.001,5465.525830078125,99.52
742738,642720,0.01,26,-4455.36650107,28144,7435,468989.6103515625,0.001,5461.09365234375,99.52
742838,642820,0.01,26,-4385.79713549,28169,7436,589901.019921875,0.001,5433.031005859375,99.52
742938,642920,0.01,26,-4395.250175900001,28191,7437,576809.694921875,0.001,5395.499365234375,99.52
743038,643020,0.01,26,-4362.911204790001,28213,7438,735923.8525390625,0.001,5492.466748046875,99.52
743138,643120,0.01,26,-4317.43713566,28231,7439,379916.4599609375,0.001,5567.87900390625,99.52
743238,643220,0.01,26,-4290.216624570001,28248,7440,670224.44921875,0.001,5466.30107421875,99.52
743338,643320,0.01,26,-4296.10539475,28262,7441,492850.5818359375,0.001,5469.1482421875,99.52
743438,643420,0.01,26,-4313.290499469999,28285,7442,612640.6546875,0.001,5457.1869140625,99.52
743538,643520,0.01,26,-4234.38185396,28303,7443,451264.1681640625,0.001,5448.18310546875,99.52
743638,643620,0.01,26,-4193.779355049999,28320,7444,498075.10390625,0.001,5468.88857421875,99.52
743738,643720,0.01,26,-4287.50976563,28339,7445,741109.3859375,0.001,5460.48466796875,99.52
743838,643820,0.01,26,-4236.78880662,28358,7446,416219.6814453125,0.001,5531.77744140625,99.52
743938,643920,0.01,26,-4207.8819833200005,28376,7447,651245.9841796875,0.001,5574.576171875,99.52
744038,644020,0.01,26,-4231.29578341,28399,7448,390164.612109375,0.001,5429.08837890625,99.52
744138,644120,0.01,26,-4205.602173570001,28420,7449,544612.56484375,0.001,5501.571630859375,99.52
744238,644220,0.01,26,-4164.359098540001,28441,7450,506127.1908203125,0.001,5507.838525390625,99.52
744338,644320,0.01,26,-4180.30088763,28454,7451,578314.1056640625,0.001,5502.835986328125,99.52
744438,644420,0.01,26,-4219.95072401,28479,7452,347073.21845703124,0.001,5471.1716796875,99.52
744538,644520,0.01,26,-4225.80140183,28503,7453,433151.616015625,0.001,5516.951953125,99.52
744638,644620,0.01,26,-4196.03799386,28525,7454,694431.9095703125,0.001,5452.06318359375,99.52
744738,644720,0.01,26,-4188.47992918,28538,7455,572085.123828125,0.001,5539.8943359375,99.52
744838,644820,0.01,26,-4176.138455650001,28560,7456,661993.5515625,0.001,5498.826220703125,99.52
744938,644920,0.01,26,-4175.05692755,28576,7457,530783.6158203125,0.001,5451.253271484375,99.52
745038,645020,0.01,26,-4178.35177005,28592,7458,511661.732421875,0.001,5483.722314453125,99.52
745138,645120,0.01,26,-4123.47418594,28614,7459,426664.48671875,0.001,5524.9951171875,99.52
745238,645220,0.01,26,-4122.8802594,28631,7460,546102.9947265625,0.001,5598.245556640625,99.52
745338,645320,0.01,26,-4071.9551379199997,28646,7461,499436.5052734375,0.001,5531.351220703125,99.52
745438,645420,0.01,26,-4021.7838743,28667,7462,409763.441796875,0.001,5537.363427734375,99.52
745538,645520,0.01,25,-3994.2314181000006,28691,7463,379230.3741210938,0.001,5506.925732421875,99.52
745638,645620,0.01,25,-4008.40625609,28712,7464,528241.6005859375,0.001,5490.966357421875,99.52
745738,645720,0.01,25,-3993.8415351300005,28732,7465,625517.7177734375,0.001,5449.636328125,99.52
745838,645820,0.01,25,-3928.4419852700003,28750,7466,431208.3240234375,0.001,5460.884765625,99.52
745938,645920,0.01,25,-3907.25741874,28770,7467,482808.2484375,0.001,5466.9169921875,99.52
746038,646020,0.01,25,-3915.92455212,28787,7468,772130.937109375,0.001,5520.56650390625,99.52
746138,646120,0.01,25,-3890.6145216500004,28808,7469,510398.509765625,0.001,5451.328271484375,99.52
746238,646220,0.01,25,-3877.0401557300006,28824,7470,591393.0052734375,0.001,5456.096044921875,99.52
746338,646320,0.01,25,-3846.980787690001,28844,7471,418412.3962890625,0.001,5475.531396484375,99.52
746438,646420,0.01,25,-3785.6410118900003,28858,7472,459611.98359375,0.001,5472.010009765625,99.52
746538,646520,0.0,25,-3797.871815910001,28881,7473,778178.262890625,0.001,5438.6435546875,100.0
746638,646620,0.0,25,-3868.3688084799996,28902,7474,688267.8525390625,0.001,5516.3443359375,100.0
746738,646720,0.0,25,-3876.2917744699994,28925,7475,476950.4826171875,0.001,5506.01865234375,100.0
746838,646820,0.0,25,-3875.4875593199995,28945,7476,477057.788671875,0.001,5582.887060546875,100.0
746938,646920,0.0,25,-3863.08268217,28962,7477,413407.42421875,0.001,5547.9560546875,100.0
747038,647020,0.0,25,-3878.5003669,28985,7478,344953.5298828125,0.001,5463.75283203125,100.0
747138,647120,0.0,25,-3910.8774212600006,29009,7479,458305.2365234375,0.001,5488.579345703125,100.0
747238,647220,0.0,25,-3878.519835850001,29029,7480,395205.4171875,0.001,5507.947412109375,100.0
747338,647320,0.0,25,-3864.5951167000003,29050,7481,669288.5140625,0.001,5476.795751953125,100.0
747438,647420,0.0,25,-3888.5522499999997,29068,7482,694149.08046875,0.001,5498.6056640625,100.0
747538,647520,0.0,25,-3882.4699072300004,29088,7483,551098.808203125,0.001,5483.429833984375,100.0
747638,647620,0.0,25,-3906.9803651699995,29106,7484,556396.2349609375,0.001,5439.920849609375,100.0
747738,647720,0.0,25,-3824.398016,29123,7485,580486.94453125,0.001,5432.384375,100.0
747838,647820,0.0,25,-3890.0713901500003,29143,7486,556068.6802734375,0.001,5465.051025390625,100.0
747938,647920,0.0,25,-3914.60610683,29155,7487,453138.6615234375,0.001,5494.356201171875,100.0
748038,648020,0.0,25,-3954.5062221,29170,7488,553242.79375,0.001,5420.836083984375,100.0
748138,648120,0.0,25,-4000.13430891,29196,7489,599515.9708984375,0.001,5453.36181640625,100.0
748238,648220,0.0,25,-3974.2959004599998,29214,7490,456352.9517578125,0.001,5488.335693359375,100.0
748338,648320,0.0,25,-3970.78997196,29229,7491,567587.7974609375,0.001,5446.452392578125,100.0
748438,648420,0.0,25,-4022.0250144300003,29248,7492,522605.9520507812,0.001,5470.703076171875,100.0
748538,648520,0.0,25,-3984.14554892,29274,7493,622779.34140625,0.001,5524.16220703125,100.0
748638,648620,0.0,25,-4008.603561130001,29301,7494,457013.977734375,0.001,5476.092236328125,100.0
748738,648720,0.0,25,-4008.2711048100005,29321,7495,718016.32421875,0.001,5402.038232421875,100.0
748838,648820,0.0,25,-4064.88497536,29340,7496,643464.3296875,0.001,5415.29453125,100.0
748938,648920,0.0,25,-4116.66510957,29357,7497,669530.4935546875,0.001,5478.78642578125,100.0
749038,649020,0.0,25,-4101.29022881,29379,7498,588536.25390625,0.001,5522.7736328125,100.0
749138,649120,0.0,25,-4144.9170065,29407,7499,536076.7712890625,0.001,5452.081201171875,100.0
749238,649220,0.0,25,-4142.88437371,29419,7500,715037.9703125,0.001,5505.39052734375,100.0
749338,649320,0.0,25,-4162.942092020001,29439,7501,668243.9255859375,0.001,5464.879052734375,100.0
749438,649420,0.0,25,-4162.796153180001,29457,7502,454974.1912109375,0.001,5458.88759765625,100.0
749538,649520,0.0,25,-4201.298830420001,29473,7503,374058.11201171874,0.001,5547.420947265625,100.0
749638,649620,0.0,25,-4233.22319054,29488,7504,335689.6341796875,0.001,5567.29072265625,100.0
749738,649720,0.0,25,-4183.041982570001,29506,7505,468243.451953125,0.001,5492.051708984375,100.0
749838,649820,0.0,25,-4213.28099352,29530,7506,450921.783203125,0.001,5490.690185546875,100.0
749938,649920,0.0,25,-4211.5210481,29543,7507,507037.60205078125,0.001,5457.244384765625,100.0
750038,650020,0.0,25,-4209.83811898,29561,7508,648466.3130859375,0.001,5456.869384765625,100.0
750138,650120,0.0,25,-4227.84485424,29584,7509,474351.40546875,0.001,5489.5943359375,100.0
750238,650220,0.0,25,-4154.00903279,29602,7510,566119.0970703125,0.001,5495.3748046875,100.0
750338,650320,0.0,25,-4154.290516,29635,7511,374235.99140625,0.001,5449.22861328125,100.0
750438,650420,0.0,25,-4088.74260863,29657,7512,492320.6748046875,0.001,5432.060888671875,100.0
750538,650520,0.0,25,-4107.19118684,29680,7513,777624.5958984375,0.001,5389.5146484375,100.0
750638,650620,0.0,25,-4108.38009266,29699,7514,481496.6833984375,0.001,5474.62021484375,100.0
750738,650720,0.0,25,-4085.817802389999,29720,7515,517213.0224609375,0.001,5476.58212890625,100.0
750838,650820,0.0,25,-4052.3473539000006,29737,7516,467811.351171875,0.001,5463.118505859375,100.0
750938,650920,0.0,25,-4034.1041974499994,29750,7517,545203.861328125,0.001,5487.741455078125,100.0
751038,651020,0.0,25,-4028.9816460800002,29768,7518,695455.7689453125,0.001,5482.50751953125,100.0
751138,651120,0.0,25,-3977.4298977399994,29788,7519,450718.74375,0.001,5448.583349609375,100.0
751238,651220,0.0,25,-3951.1504607999996,29808,7520,753039.4021484375,0.001,5421.79111328125,100.0
751338,651320,0.0,25,-3933.4652314799996,29823,7521,567609.509765625,0.001,5466.381005859375,100.0
751438,651420,0.0,25,-3922.3761556,29844,7522,228015.508984375,0.001,5435.845361328125,100.0
751538,651520,0.0,25,-3887.55785489,29869,7523,429321.5953125,0.001,5465.11416015625,100.0
751638,651620,0.0,25,-3884.81007318,29888,7524,670838.38203125,0.001,5464.8099609375,100.0
751738,651720,0.0,25,-3825.6944924000004,29903,7525,566527.09140625,0.001,5453.143603515625,100.0
751838,651820,0.0,25,-3816.88176362,29919,7526,612147.3734375,0.001,5505.042626953125,100.0
751938,651920,0.0,25,-3818.53572892,29935,7527,547200.9916015625,0.001,5451.296923828125,100.0
752038,652020,0.0,25,-3819.4625447700005,29951,7528,741615.683203125,0.001,5492.64462890625,100.0
752138,652120,0.0,25,-3809.25578332,29967,7529,495628.51875,0.001,5496.782177734375,100.0
752238,652220,0.0,25,-3803.2695869400004,29981,7530,400756.242578125,0.001,5401.99560546875,100.0
752338,652320,0.0,25,-3739.8487258699997,30004,7531,887163.7171875,0.001,5388.617041015625,100.0
752438,652420,0.0,25,-3736.77719247,30020,7532,414939.1673828125,0.001,5460.9068359375,100.0
752538,652520,0.0,25,-3751.76268517,30039,7533,404390.1705078125,0.001,5478.538330078125,100.0
752638,652620,0.0,25,-3777.49957887,30057,7534,552414.4669921875,0.001,5463.9673828125,100.0
752738,652720,0.0,25,-3796.07768558,30075,7535,578576.69140625,0.001,5419.339892578125,100.0
752838,652820,0.0,25,-3790.8474404199997,30097,7536,317068.2171875,0.001,5478.69912109375,100.0
752938,652920,0.0,25,-3783.32229929,30111,7537,566070.451953125,0.001,5474.348583984375,100.0
753038,653020,0.0,24,-3819.44141165,30131,7538,471184.2736328125,0.001,5504.971337890625,100.0
753138,653120,0.0,24,-3851.35015549,30146,7539,498116.379296875,0.001,5425.92236328125,100.0
753238,653220,0.0,24,-3839.4885866399995,30158,7540,478722.2697265625,0.001,5519.82099609375,100.0
753338,653320,0.0,24,-3851.6615304399998,30173,7541,441824.491015625,0.001,5405.31220703125,100.0
753438,653420,0.0,24,-3857.6412887200004,30191,7542,453455.6236328125,0.001,5485.291064453125,100.0
753538,653520,0.0,24,-3869.3634520800006,30205,7543,504382.441796875,0.001,5469.9689453125,100.0
753638,653620,0.0,24,-3910.4379980600015,30222,7544,452993.615625,0.001,5525.360009765625,100.0
753738,653720,0.0,24,-3870.0368026800006,30243,7545,369032.680078125,0.001,5429.9576171875,100.0
753838,653820,0.0,24,-3819.24177214,30263,7546,591792.8068359375,0.001,5495.219384765625,100.0
753938,653920,0.0,24,-3797.46608904,30283,7547,392673.3560546875,0.001,5452.995703125,100.0
754038,654020,0.0,24,-3831.5237967900002,30304,7548,508114.5318359375,0.001,5403.03486328125,100.0
754138,654120,0.0,24,-3837.93738504,30324,7549,453544.73046875,0.001,5462.380078125,100.0
754238,654220,0.0,24,-3791.73779109,30344,7550,565276.4911132812,0.001,5471.15859375,100.0
754338,654320,0.0,24,-3776.8001710400004,30358,7551,602491.08984375,0.001,5364.2341796875,100.0
754438,654420,0.0,24,-3773.0526932200005,30371,7552,250031.3619140625,0.001,5476.054638671875,100.0
754538,654520,0.0,24,-3779.8228598500004,30388,7553,536872.9939453125,0.001,5444.37626953125,100.0
754638,654620,0.0,24,-3781.5137392499996,30404,7554,475223.9779296875,0.001,5421.555224609375,100.0
754738,654720,0.0,24,-3784.4185841099998,30426,7555,556753.6966796875,0.001,5426.0939453125,100.0
754838,654820,0.0,24,-3790.0958149699995,30440,7556,428814.3513671875,0.001,5424.1634765625,100.0
754938,654920,0.0,24,-3811.3600654499996,30459,7557,524767.1138671875,0.001,5426.1833984375,100.0
755038,655020,0.0,24,-3869.2350404699996,30483,7558,698642.749609375,0.001,5412.981494140625,100.0
755138,655120,0.0,24,-3860.09793542,30498,7559,543933.399609375,0.001,5411.396484375,100.0
755238,655220,0.0,24,-3847.96276822,30516,7560,557528.4705078125,0.001,5411.28388671875,100.0
755338,655320,0.0,24,-3963.03207842,30532,7561,380368.5736328125,0.001,5380.1400390625,100.0
755438,655420,0.0,24,-3994.56635689,30553,7562,550375.871875,0.001,5461.068310546875,100.0
755538,655520,0.0,24,-4022.5894572800003,30573,7563,457071.9166015625,0.001,5455.82958984375,100.0
755638,655620,0.0,24,-4058.8561321399993,30590,7564,506108.15390625,0.001,5416.89658203125,100.0
755738,655720,0.0,24,-4043.25034229,30605,7565,490617.225,0.001,5408.42236328125,100.0
755838,655820,0.0,24,-4139.47867033,30623,7566,325239.80546875,0.001,5464.37802734375,100.0
755938,655920,0.0,24,-4103.847764980001,30642,7567,387243.7466796875,0.001,5485.652880859375,100.0
756038,656020,0.0,24,-4101.02269159,30660,7568,379334.6765625,0.001,5500.161083984375,100.0
756138,656120,0.0,24,-4121.857222549999,30677,7569,720217.415625,0.001,5480.348681640625,100.0
756238,656220,0.0,24,-4148.913703009999,30692,7570,249255.673046875,0.001,5378.87802734375,100.0
756338,656320,0.0,24,-4204.53517556,30709,7571,814251.8859375,0.001,5391.686181640625,100.0
756438,656420,0.0,24,-4214.72534335,30726,7572,471223.1748046875,0.001,5411.267822265625,100.0
756538,656520,0.0,24,-4184.4861805400005,30745,7573,807855.390625,0.001,5378.251220703125,100.0
756638,656620,0.0,24,-4140.68179935,30764,7574,648598.8384765625,0.001,5501.977978515625,100.0
756738,656720,0.0,24,-4148.34004807,30780,7575,658651.134765625,0.001,5385.963818359375,100.0
756838,656820,0.0,24,-4241.602329650001,30801,7576,680311.37890625,0.001,5350.5419921875,100.0
756938,656920,0.0,24,-4202.42421643,30821,7577,692465.965234375,0.001,5292.7486328125,100.0
757038,657020,0.0,24,-4206.053511180001,30842,7578,425896.93291015626,0.001,5391.037939453125,100.0
757138,657120,0.0,24,-4188.7221734800005,30860,7579,677622.2111328125,0.001,5418.250244140625,100.0
757238,657220,0.0,24,-4215.02760375,30881,7580,622965.4205078125,0.001,5414.607861328125,100.0
757338,657320,0.0,24,-4181.39768385,30899,7581,615607.1921875,0.001,5402.3583984375,100.0
757438,657420,0.0,24,-4170.47208905,30915,7582,625841.3353515625,0.001,5407.03544921875,100.0
757538,657520,0.0,24,-4212.73946557,30935,7583,702547.4967773438,0.001,5396.396875,100.0
757638,657620,0.0,24,-4192.66947353,30954,7584,604267.424609375,0.001,5421.884228515625,100.0
757738,657720,0.0,24,-4260.923411169999,30973,7585,602628.9634765625,0.001,5334.478076171875,100.0
757838,657820,0.0,24,-4205.86859316,30991,7586,386126.4552734375,0.001,5406.48388671875,100.0
757938,657920,0.0,24,-4278.62143398,31014,7587,548393.0640625,0.001,5405.480615234375,100.0
758038,658020,0.0,24,-4278.7519345,31044,7588,647963.0099609375,0.001,5330.11611328125,100.0
758138,658120,0.0,24,-4240.28913585,31063,7589,521259.5744140625,0.001,5430.165185546875,100.0
758238,658220,0.0,24,-4194.79427145,31085,7590,572023.826953125,0.001,5428.56982421875,100.0
758338,658320,0.0,24,-4202.3097176,31105,7591,652295.0453125,0.001,5399.751953125,100.0
758438,658420,0.0,24,-4146.79062632,31120,7592,599408.9306640625,0.001,5403.1205078125,100.0
758538,658520,0.0,24,-4143.31049651,31141,7593,294444.9333984375,0.001,5393.848486328125,100.0
758638,658620,0.0,24,-4088.6119267799995,31156,7594,559518.137890625,0.001,5325.92099609375,100.0
758738,658720,0.0,24,-4062.5609319699997,31169,7595,587780.04765625,0.001,5371.214697265625,100.0
758838,658820,0.0,24,-4053.17100036,31187,7596,574560.7140625,0.001,5403.29892578125,100.0
758938,658920,0.0,24,-3983.9590774499998,31207,7597,633577.716796875,0.001,5412.9083984375,100.0
759038,659020,0.0,24,-3986.75903962,31223,7598,467411.4662109375,0.001,5373.37353515625,100.0
759138,659120,0.0,24,-3993.504323660001,31248,7599,435656.578515625,0.001,5423.172705078125,100.0
759238,659220,0.0,24,-4023.606471920001,31271,7600,469002.4201171875,0.001,5400.867431640625,100.0
759338,659320,0.0,24,-4032.5619867200003,31288,7601,649618.7609375,0.001,5413.052685546875,100.0
759438,659420,0.0,24,-4057.27068667,31308,7602,525531.023046875,0.001,5391.259375,100.0
759538,659520,0.0,24,-4003.3928641199996,31328,7603,735966.848828125,0.001,5349.304345703125,100.0
759638,659620,0.0,24,-4002.253865099999,31349,7604,491261.803515625,0.001,5403.985205078125,100.0
759738,659720,0.0,24,-4018.683597149999,31364,7605,552414.47109375,0.001,5290.11943359375,100.0
759838,659820,0.0,24,-4009.6235167699992,31388,7606,556672.7294921875,0.001,5374.0634765625,100.0
759938,659920,0.0,24,-4007.2665628699992,31409,7607,554203.2595703125,0.001,5412.993994140625,100.0
760038,660020,0.0,24,-4016.72393507,31423,7608,466766.323828125,0.001,5377.374609375,100.0
760138,660120,0.0,24,-4067.191989339999,31437,7609,632308.393359375,0.001,5365.6474609375,100.0
760238,660220,0.0,24,-4134.61600021,31457,7610,413616.9353515625,0.001,5445.708984375,100.0
760338,660320,0.0,24,-4178.86933812,31471,7611,425271.543359375,0.001,5379.0486328125,100.0
760438,660420,0.0,24,-4184.99884493,31489,7612,640442.505859375,0.001,5398.39423828125,100.0
760538,660520,0.0,24,-4146.46740577,31502,7613,363928.76640625,0.001,5429.692041015625,100.0
760638,660620,0.0,24,-4152.2091394399995,31521,7614,335736.188671875,0.001,5445.39072265625,100.0
760738,660720,0.0,24,-4173.998566519999,31537,7615,494668.0724609375,0.001,5375.531005859375,100.0
760838,660820,0.0,24,-4241.66309363,31553,7616,719575.4970703125,0.001,5376.887939453125,100.0
760938,660920,0.0,24,-4303.14739309,31572,7617,373747.385546875,0.001,5423.05517578125,100.0
761038,661020,0.0,24,-4276.43048555,31584,7618,736713.591015625,0.001,5372.485693359375,100.0
761138,661120,0.0,24,-4296.013065450001,31605,7619,295264.427734375,0.001,5385.99443359375,100.0
761238,661220,0.0,24,-4294.00243572,31622,7620,622848.29609375,0.001,5411.3931640625,100.0
761338,661320,0.0,24,-4283.47701022,31639,7621,677742.2587890625,0.001,5360.2525390625,100.0
761438,661420,0.0,24,-4350.32310551,31653,7622,711495.3029296875,0.001,5346.75859375,100.0
761538,661520,0.0,24,-4371.68715569,31681,7623,737218.997265625,0.001,5302.26494140625,100.0
761638,661620,0.0,24,-4371.352085709999,31695,7624,425941.3755859375,0.001,5392.53818359375,100.0
761738,661720,0.0,24,-4399.62480419,31715,7625,618678.5220703125,0.001,5415.2072265625,100.0
761838,661820,0.0,24,-4405.718920390001,31729,7626,350823.76201171876,0.001,5428.904052734375,100.0
761938,661920,0.0,24,-4369.81648629,31745,7627,481635.925,0.001,5359.577099609375,100.0
762038,662020,0.0,23,-4323.41157896,31763,7628,434563.7140625,0.001,5287.36591796875,100.0
762138,662120,0.0,23,-4373.48636923,31784,7629,266564.26953125,0.001,5395.354736328125,100.0
762238,662220,0.0,23,-4328.44509883,31804,7630,366860.9693359375,0.001,5432.628857421875,100.0
762338,662320,0.0,23,-4355.538384739999,31821,7631,390317.1353515625,0.001,5372.1298828125,100.0
762438,662420,0.0,23,-4356.45572668,31842,7632,442943.63046875,0.001,5392.334765625,100.0
762538,662520,0.0,23,-4375.6522006800005,31860,7633,634862.912890625,0.001,5336.747314453125,100.0
762638,662620,0.0,23,-4343.268634590001,31880,7634,455024.4568359375,0.001,5423.0462890625,100.0
762738,662720,0.0,23,-4346.565636230001,31904,7635,558666.7146484375,0.001,5496.2783203125,100.0
762838,662820,0.0,23,-4388.31407018,31920,7636,833167.7234375,0.001,5391.033154296875,100.0
762938,662920,0.0,23,-4411.171236810001,31940,7637,456263.046484375,0.001,5365.20361328125,100.0
763038,663020,0.0,23,-4351.66632346,31959,7638,638281.6978515625,0.001,5364.973095703125,100.0
763138,663120,0.0,23,-4386.88629284,31976,7639,484339.484375,0.001,5372.4158203125,100.0
763238,663220,0.0,23,-4403.992269370001,32000,7640,653919.992578125,0.001,5456.162939453125,100.0
763338,663320,0.0,23,-4393.80436503,32026,7641,646088.8330078125,0.001,5311.51787109375,100.0
763438,663420,0.0,23,-4422.01841378,32044,7642,368744.44208984374,0.001,5355.413671875,100.0
763538,663520,0.0,23,-4453.3325378,32065,7643,586436.2091796875,0.001,5413.090771484375,100.0
763638,663620,0.0,23,-4407.34671135,32079,7644,434638.62890625,0.001,5400.484765625,100.0
763738,663720,0.0,23,-4426.11401828,32100,7645,378466.097265625,0.001,5348.10537109375,100.0
763838,663820,0.0,23,-4483.11509959,32114,7646,281617.90078125,0.001,5383.055810546875,100.0
763938,663920,0.0,23,-4538.82737009,32143,7647,395189.0177734375,0.001,5392.8466796875,100.0
764038,664020,0.0,23,-4470.52104618,32164,7648,746105.9443359375,0.001,5368.17783203125,100.0
764138,664120,0.0,23,-4467.549033089999,32178,7649,618289.1484375,0.001,5348.478955078125,100.0
764238,664220,0.0,23,-4521.02503721,32207,7650,396051.477734375,0.001,5358.5806640625,100.0
764338,664320,0.0,23,-4539.3643950199985,32231,7651,603429.2939453125,0.001,5366.96484375,100.0
764438,664420,0.0,23,-4515.996287429999,32251,7652,511433.0591796875,0.001,5435.2236328125,100.0
764538,664520,0.0,23,-4572.685441659999,32270,7653,526595.568359375,0.001,5280.4134765625,100.0
764638,664620,0.0,23,-4610.95457346,32293,7654,630786.5890625,0.001,5350.935498046875,100.0
764738,664720,0.0,23,-4614.818642819999,32309,7655,562896.208203125,0.001,5312.121142578125,100.0
764838,664820,0.0,23,-4604.86421801,32332,7656,487227.4951171875,0.001,5371.331640625,100.0
764938,664920,0.0,23,-4579.447371079999,32351,7657,588792.32734375,0.001,5338.69736328125,100.0
765038,665020,0.0,23,-4491.98592667,32372,7658,446925.27734375,0.001,5347.104443359375,100.0
765138,665120,0.0,23,-4501.06236469,32392,7659,300929.9421875,0.001,5444.305615234375,100.0
765238,665220,0.0,23,-4534.77293938,32409,7660,511013.778125,0.001,5432.071630859375,100.0
765338,665320,0.0,23,-4492.48523951,32429,7661,690710.58671875,0.001,5386.08720703125,100.0
765438,665420,0.0,23,-4507.7656884200005,32452,7662,554462.1740234375,0.001,5368.840380859375,100.0
765538,665520,0.0,23,-4510.2688339999995,32487,7663,536442.6452148438,0.001,5374.532470703125,100.0
765638,665620,0.0,23,-4508.73587735,32503,7664,485678.804296875,0.001,5420.681884765625,100.0
765738,665720,0.0,23,-4520.604864409999,32520,7665,760238.1,0.001,5280.529248046875,100.0
765838,665820,0.0,23,-4505.96985425,32540,7666,470995.690234375,0.001,5419.183837890625,100.0
765938,665920,0.0,23,-4556.17777316,32553,7667,745086.0302734375,0.001,5388.976806640625,100.0
766038,666020,0.0,23,-4548.13233308,32569,7668,519893.35673828126,0.001,5357.010888671875,100.0
766138,666120,0.0,23,-4544.1381917,32590,7669,667191.3119140625,0.001,5326.6705078125,100.0
766238,666220,0.0,23,-4505.62751729,32611,7670,524749.5112304688,0.001,5341.8333984375,100.0
766338,666320,0.0,23,-4477.451282919999,32632,7671,374081.3666015625,0.001,5356.71103515625,100.0
766438,666420,0.0,23,-4474.39880208,32653,7672,570615.4303710938,0.001,5364.136572265625,100.0
766538,666520,0.0,23,-4529.87927252,32665,7673,360976.0701171875,0.001,5384.7271484375,100.0
766638,666620,0.0,23,-4523.83016322,32688,7674,590819.8990234375,0.001,5346.141796875,100.0
766738,666720,0.0,23,-4544.7236738,32710,7675,515189.4403320312,0.001,5421.09052734375,100.0
766838,666820,0.0,23,-4458.1137680500005,32729,7676,651574.794140625,0.001,5266.159228515625,100.0
