train/learning_rate,train/critic_loss,rollout/success rate,time/episodes,train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total timesteps,rollout/ep_len_mean
0.001,10828.91294555664,0.16,7946,836.4350769042969,706220,-783.7329545700002,37,18613,706340,89.47
0.001,16597.342041015625,0.16,7947,828.0419921875,706320,-786.95660557,37,18629,706440,89.47
0.001,9098.891296386719,0.16,7948,827.1605346679687,706420,-802.2224356800001,37,18645,706540,89.47
0.001,13907.565240478516,0.17,7949,824.613916015625,706440,-798.9784923900002,37,18649,706558,88.65
0.001,9886.015399169923,0.17,7950,831.8175354003906,706500,-800.87720619,37,18658,706604,89.07
0.001,13709.4861328125,0.17,7951,833.3484069824219,706600,-796.1004206200002,37,18673,706704,89.07
0.001,13346.631820678711,0.17,7952,833.5310913085938,706700,-797.9654405900001,37,18689,706804,89.07
0.001,12303.297247314453,0.18,7953,839.0575561523438,706720,-792.82104514,37,18693,706826,88.29
0.001,15385.03563232422,0.19,7954,828.5827453613281,706800,-784.0785887100001,37,18707,706906,88.09
0.001,11464.157321166993,0.19,7955,836.2398193359375,706900,-786.90219193,37,18722,707006,88.09
,,0.2,7956,,,-769.76013634,37,18724,707017,87.2
0.001,9939.808160400391,0.2,7957,838.0693420410156,707000,-791.50822991,37,18741,707117,87.2
0.001,9424.66162109375,0.2,7958,836.4212524414063,707100,-790.6665922699999,37,18757,707217,87.2
0.001,11075.062744140625,0.2,7959,834.7709167480468,707200,-772.74758684,37,18776,707317,87.2
0.001,7487.698974609375,0.2,7960,830.5595031738281,707300,-771.6227800499998,37,18793,707417,87.2
0.001,11640.755792236328,0.19,7961,828.4092590332032,707400,-777.65980671,37,18807,707517,88.15
0.001,10946.893338012695,0.19,7962,832.3839904785157,707500,-774.02905386,37,18822,707617,88.15
0.001,12626.91615600586,0.19,7963,828.2224914550782,707600,-768.54791667,37,18837,707717,88.15
0.001,12101.81312866211,0.19,7964,829.0944458007813,707700,-766.69590449,37,18855,707817,88.15
0.001,12974.465606689453,0.19,7965,829.2617248535156,707800,-763.5888042,37,18869,707917,88.15
0.001,12495.29418334961,0.19,7966,828.4940734863281,707900,-764.36804984,37,18885,708017,88.15
0.001,10731.66584777832,0.19,7967,830.2125,708000,-762.2628648799999,37,18904,708117,88.15
0.001,9866.25224609375,0.2,7968,833.2569152832032,708020,-757.74502093,37,18906,708123,87.21
0.001,15885.441452026367,0.2,7969,819.54833984375,708120,-755.4332140200002,37,18920,708223,87.21
0.001,17453.627734375,0.2,7970,827.1697448730469,708220,-754.6203576300001,37,18938,708323,87.21
0.001,9629.054940795899,0.2,7971,829.6914672851562,708320,-752.4416949499999,37,18953,708423,87.21
0.001,10447.924877929687,0.2,7972,827.5293884277344,708420,-738.5502037800002,37,18968,708523,87.21
0.001,12083.031130981446,0.2,7973,826.3809753417969,708520,-735.7307890000001,37,18983,708623,87.21
0.001,14081.29981689453,0.19,7974,827.2194274902344,708620,-742.94692312,37,19003,708723,88.09
0.001,14972.353552246093,0.19,7975,823.0027282714843,708720,-743.03830261,37,19017,708823,88.09
0.001,8294.59887084961,0.19,7976,831.2874389648438,708820,-740.03157442,37,19032,708923,88.09
0.001,13813.06039428711,0.19,7977,822.032763671875,708920,-742.5038622200002,37,19050,709023,88.09
0.001,11871.012524414062,0.19,7978,818.7720458984375,709020,-731.2150074000002,37,19069,709123,88.09
0.001,11286.86937866211,0.2,7979,828.9629821777344,709040,-726.02968173,37,19074,709149,87.35
0.001,12642.90463256836,0.2,7980,825.0265869140625,709140,-722.2293714400003,37,19088,709249,87.35
0.001,14258.783612060546,0.2,7981,828.3670227050782,709240,-706.7864462500002,37,19107,709349,87.35
0.001,9253.678649902344,0.19,7982,840.9254516601562,709340,-708.83450849,37,19126,709449,88.25
0.001,13596.355853271485,0.19,7983,835.1673278808594,709440,-690.6550308000001,37,19143,709549,88.25
0.001,17670.701165771483,0.18,7984,832.7631591796875,709540,-690.7201491000001,37,19155,709649,88.65
0.001,9717.751937866211,0.18,7985,837.7023498535157,709640,-692.3353029000001,37,19176,709749,88.65
0.001,12220.959661865234,0.18,7986,837.11240234375,709740,-682.3884069,36,19189,709849,88.65
0.001,11800.120092773437,0.17,7987,837.208935546875,709840,-677.8213197800001,36,19208,709949,88.97
0.001,14631.86021118164,0.17,7988,836.770751953125,709940,-678.8449109299999,36,19223,710049,88.97
0.001,11335.92682800293,0.17,7989,828.4972534179688,710040,-684.0816612800002,36,19240,710149,88.97
0.001,8167.0650390625,0.18,7990,838.9549743652344,710080,-669.6608258500002,36,19248,710197,88.45
0.001,13480.757696533203,0.18,7991,835.6480163574219,710180,-665.8484379099999,36,19266,710297,88.45
0.001,8763.254293823242,0.18,7992,834.4008605957031,710280,-610.61321562,36,19279,710397,88.45
0.001,13702.715548706055,0.18,7993,825.2954528808593,710380,-570.04599035,36,19292,710497,88.45
0.001,13898.195678710938,0.19,7994,829.1783142089844,710400,-561.62106889,36,19295,710508,87.56
0.001,10217.33902282715,0.19,7995,836.5207580566406,710500,-560.9194346200001,36,19315,710608,87.56
0.001,9854.867395019532,0.2,7996,830.514697265625,710600,-554.97536298,36,19329,710705,87.53
0.001,6962.837271118164,0.2,7997,835.7198486328125,710700,-531.38781356,36,19343,710805,87.53
0.001,11584.350064086913,0.2,7998,834.97900390625,710800,-523.96062811,36,19362,710905,87.53
0.001,13267.063122558593,0.19,7999,833.557568359375,710900,-528.11515291,36,19376,711005,88.48
0.001,12040.53879699707,0.19,8000,839.5661437988281,710920,-527.1587313099999,36,19380,711024,88.28
0.001,12187.924191284179,0.19,8001,827.2683776855469,711020,-524.71284779,36,19398,711124,88.28
0.001,12708.345278930665,0.19,8002,834.3274963378906,711120,-522.4066988999999,36,19414,711224,88.28
0.001,11727.431243896484,0.18,8003,835.1268432617187,711220,-530.3664009099999,36,19433,711324,89.11
0.001,9253.72582397461,0.18,8004,833.4188110351563,711320,-523.88533402,36,19450,711424,89.11
,,0.19,8005,,,-519.89115539,36,19452,711430,88.17
0.001,14054.893676757812,0.19,8006,833.9182250976562,711420,-513.00205858,36,19468,711530,88.17
0.001,16873.730310058592,0.2,8007,831.6065856933594,711480,-509.15812535,36,19479,711588,87.75
0.001,11279.35433959961,0.19,8008,842.0758850097657,711580,-511.41036856000005,36,19494,711688,88.16
0.001,12988.923681640625,0.19,8009,829.1763977050781,711680,-503.23429709000004,36,19508,711788,88.16
0.001,15006.081155395508,0.19,8010,837.9999694824219,711780,-503.39977552000005,36,19524,711888,88.16
0.001,13733.870846557616,0.2,8011,833.0665161132813,711820,-497.14946195000005,36,19530,711924,87.52
0.001,14852.29825744629,0.2,8012,832.8871826171875,711920,-500.26264372,36,19546,712024,87.52
0.001,5415.44535522461,0.2,8013,842.3776794433594,712020,-499.0896589700001,36,19565,712124,87.52
0.001,13500.198547363281,0.21,8014,842.0927673339844,712040,-494.3080492100001,36,19571,712150,86.78
0.001,14279.551040649414,0.21,8015,829.6036437988281,712140,-486.72824664,36,19585,712250,86.78
0.001,10407.087512207032,0.2,8016,833.1087646484375,712240,-480.25889945,36,19600,712350,87.35
0.001,11228.585620117188,0.2,8017,826.0137451171875,712340,-479.30957516999996,36,19615,712450,87.35
0.001,14232.17954711914,0.2,8018,835.1290893554688,712440,-444.72090433000005,36,19634,712550,87.35
0.001,13611.99057006836,0.2,8019,835.2235168457031,712540,-449.06421981000017,36,19652,712650,87.35
,,0.21,8020,,,-445.9972397500002,36,19654,712660,86.45
0.001,11391.184783935547,0.21,8021,827.8109924316407,712640,-440.1255461500001,36,19670,712760,86.45
0.001,11202.82991027832,0.2,8022,830.9332702636718,712740,-438.4331611300001,36,19684,712860,86.63
0.001,16353.573187255859,0.2,8023,835.1765563964843,712840,-439.80062625000005,36,19698,712960,86.63
0.001,13964.465350341798,0.2,8024,833.0305419921875,712940,-441.27917232000016,36,19719,713060,86.63
0.001,12722.724011230468,0.2,8025,825.5044128417969,713040,-481.5935082700001,36,19732,713160,86.63
0.001,9313.691567993164,0.2,8026,840.8318115234375,713140,-486.83405509000005,36,19746,713260,86.63
0.001,11014.401403808593,0.2,8027,827.7130126953125,713160,-486.09003277000005,36,19748,713266,86.34
0.001,17216.692016601562,0.21,8028,830.2956726074219,713180,-477.6035821499999,36,19752,713288,85.56
0.001,11303.782348632812,0.21,8029,829.77490234375,713280,-475.86075683,36,19767,713388,85.56
,,0.22,8030,,,-471.77996244,36,19769,713391,84.59
0.001,12386.418249511718,0.21,8031,827.7665222167968,713380,-478.2249620600001,36,19786,713491,84.95
0.001,14251.884719848633,0.21,8032,834.3001403808594,713480,-475.60426468,36,19802,713591,84.95
0.001,7764.381588745117,0.21,8033,837.0247985839844,713580,-476.01988118,36,19816,713691,84.95
0.001,8201.230081176758,0.2,8034,836.68017578125,713680,-481.30475359,35,19831,713791,85.71
0.001,9946.621557617187,0.2,8035,829.7280456542969,713780,-478.76630463000004,35,19845,713891,85.71
0.001,8995.72705078125,0.19,8036,831.2600524902343,713880,-480.9224506,35,19862,713991,86.51
0.001,10568.776977539062,0.19,8037,837.9857666015625,713980,-480.33088573000003,35,19882,714091,86.51
0.001,9249.925875854493,0.19,8038,837.1524353027344,714080,-485.3852673200001,35,19894,714191,86.51
0.001,12742.101092529298,0.19,8039,832.3358154296875,714180,-483.8035291100001,35,19908,714291,86.51
0.001,8923.577124023437,0.19,8040,835.7134094238281,714280,-492.90879221,35,19931,714391,86.51
0.001,7561.887347412109,0.2,8041,844.5372314453125,714320,-488.66872846,35,19938,714429,85.89
0.001,9819.5846282959,0.2,8042,834.1847045898437,714420,-473.82509481999995,35,19952,714529,85.89
0.001,10665.530874633789,0.2,8043,837.7573486328125,714520,-473.39654376,35,19967,714629,85.89
0.001,7958.776412963867,0.2,8044,837.3726257324219,714620,-470.0260163599999,35,19984,714729,85.89
0.001,10808.487536621094,0.2,8045,837.5535888671875,714720,-467.37337517,35,20001,714829,85.89
0.001,13824.042349243164,0.2,8046,834.5409729003907,714820,-457.35981087,35,20014,714929,85.89
0.001,10150.866119384766,0.2,8047,832.4268920898437,714920,-456.32763721000003,35,20028,715029,85.89
0.001,10778.233679199218,0.21,8048,834.2220947265625,714960,-432.63020056,35,20036,715080,85.4
0.001,10788.242123413085,0.2,8049,837.1072631835938,715060,-435.61702422,35,20059,715180,86.22
0.001,12740.879559326171,0.19,8050,834.6129760742188,715160,-438.88874426,35,20075,715280,86.76
0.001,14636.557940673829,0.19,8051,834.1020385742188,715260,-440.13007902,35,20093,715380,86.76
0.001,11164.610791015624,0.19,8052,832.1118713378906,715360,-460.2972033299999,35,20111,715480,86.76
0.001,13332.376751708984,0.18,8053,827.164208984375,715460,-462.03264006999996,35,20127,715580,87.54
0.001,11043.932650756837,0.17,8054,832.549462890625,715560,-461.9705394099999,35,20148,715680,87.74
0.001,8464.953155517578,0.17,8055,829.5669799804688,715660,-465.7438630799999,35,20171,715780,87.74
0.001,14791.301287841798,0.17,8056,829.3920166015625,715740,-466.84073594999995,35,20185,715852,88.35
0.001,12713.088864135741,0.17,8057,826.773681640625,715840,-444.03970241,35,20205,715952,88.35
,,0.18,8058,,,-439.73493684,35,20207,715960,87.43
0.001,11891.417294311523,0.18,8059,832.5363464355469,715940,-436.12436701999997,35,20227,716060,87.43
0.001,13322.508432006836,0.18,8060,833.2543884277344,716040,-433.36646798999993,35,20242,716160,87.43
0.001,10319.956494140624,0.19,8061,839.6232482910157,716060,-427.4136294499999,35,20245,716171,86.54
0.001,9741.759594726562,0.19,8062,828.9394958496093,716160,-427.14143879999995,35,20261,716271,86.54
0.001,12953.224255371093,0.19,8063,827.2957885742187,716260,-429.1781295699999,35,20275,716371,86.54
0.001,13540.478674316406,0.19,8064,827.0091613769531,716360,-434.7846045399999,35,20293,716471,86.54
0.001,12090.527947998047,0.19,8065,832.7287475585938,716460,-435.73225226,35,20312,716571,86.54
0.001,10396.422439575195,0.19,8066,824.0377624511718,716560,-435.48057128999994,35,20331,716671,86.54
0.001,19123.359149169923,0.19,8067,826.4633422851563,716660,-435.44265234,35,20349,716771,86.54
0.001,10384.663916015625,0.18,8068,830.5259704589844,716760,-437.60957312999994,35,20369,716871,87.48
0.001,11184.950665283202,0.18,8069,836.8335998535156,716860,-435.1667388599999,35,20387,716971,87.48
0.001,8691.13751525879,0.18,8070,827.1765808105469,716960,-434.5982912899999,35,20404,717071,87.48
0.001,13276.299917602539,0.18,8071,829.2694580078125,717060,-437.9568813599999,35,20421,717171,87.48
,,0.19,8072,,,-432.78577368,35,20422,717177,86.54
0.001,9371.694842529298,0.19,8073,835.87783203125,717160,-433.25383636,35,20443,717277,86.54
0.001,6907.731970214843,0.19,8074,828.1955322265625,717260,-435.08703801,35,20460,717377,86.54
0.001,16129.934020996094,0.19,8075,821.7799194335937,717360,-425.57825171999997,35,20477,717477,86.54
0.001,9075.959008789063,0.19,8076,830.2164978027344,717460,-430.0844381399999,35,20495,717577,86.54
0.001,10627.92905883789,0.19,8077,825.1078674316407,717560,-430.71031019000003,34,20511,717677,86.54
0.001,10886.697402954102,0.19,8078,825.2029174804687,717660,-432.53583742,34,20528,717777,86.54
0.001,10674.58522644043,0.18,8079,820.2819274902344,717760,-438.59229136,34,20545,717877,87.28
0.001,9463.113092041016,0.18,8080,823.5017761230469,717860,-438.26353080000007,34,20562,717977,87.28
0.001,14699.794732666016,0.18,8081,824.0329467773438,717960,-438.72071232,34,20583,718077,87.28
0.001,9359.033245849609,0.19,8082,831.4605651855469,717980,-435.68584384,34,20585,718085,86.36
0.001,11351.318002319336,0.19,8083,826.3846618652344,718080,-431.1665695699999,34,20600,718185,86.36
0.001,7834.432727050781,0.19,8084,829.874169921875,718180,-430.65777893000006,34,20616,718285,86.36
0.001,8018.069760131836,0.19,8085,825.1704406738281,718280,-431.23995816,34,20633,718385,86.36
0.001,12935.548196411133,0.19,8086,823.9014221191406,718380,-430.6229844400001,34,20650,718485,86.36
,,0.2,8087,,,-428.85540999000006,34,20652,718491,85.42
0.001,11833.756506347656,0.2,8088,822.7085388183593,718480,-425.9637975300001,34,20674,718591,85.42
0.001,9656.319467163086,0.2,8089,823.36064453125,718580,-419.42664951,34,20691,718691,85.42
0.001,6502.909051513672,0.2,8090,831.3419738769531,718660,-420.5044956200001,34,20704,718764,85.67
0.001,13234.687048339843,0.2,8091,823.0314880371094,718760,-424.9767949300001,34,20727,718864,85.67
0.001,12984.874072265626,0.2,8092,827.7382934570312,718860,-427.4842529700001,34,20744,718964,85.67
0.001,8100.764779663086,0.2,8093,833.0420654296875,718960,-430.74363471000004,34,20758,719064,85.67
0.001,16933.24973449707,0.19,8094,818.0231506347657,719060,-427.97527706000005,34,20771,719164,86.56
0.001,13488.912652587891,0.19,8095,825.1638061523438,719160,-428.0283275200001,34,20788,719264,86.56
0.001,12814.754986572265,0.18,8096,823.969189453125,719260,-434.9647939400001,34,20802,719364,86.59
0.001,10188.623623657226,0.18,8097,820.2281433105469,719360,-440.8248483400001,34,20819,719464,86.59
0.001,9084.36277923584,0.19,8098,828.9405395507813,719400,-435.76739724000004,34,20828,719518,86.13
0.001,12349.36135559082,0.19,8099,820.8974487304688,719500,-437.53972082,34,20845,719618,86.13
0.001,11484.868627929687,0.18,8100,818.1416198730469,719600,-443.21664381999994,34,20863,719718,86.94
0.001,8649.1451171875,0.18,8101,833.1502197265625,719700,-444.47123738000005,34,20878,719818,86.94
0.001,7816.900448608399,0.18,8102,824.3297058105469,719800,-444.02150811000007,34,20892,719918,86.94
0.001,10969.618872070312,0.19,8103,821.3237182617188,719820,-435.89703640000005,34,20894,719926,86.02
0.001,10156.208370971679,0.2,8104,826.1471252441406,719840,-426.79652383000007,34,20899,719955,85.31
0.001,12032.900033569336,0.19,8105,825.8929626464844,719940,-429.99473536000005,34,20918,720055,86.25
0.001,7074.5001022338865,0.19,8106,819.2124694824219,720040,-429.22796858000004,34,20930,720155,86.25
0.001,13449.293106079102,0.18,8107,826.1248474121094,720140,-434.43056564,34,20946,720255,86.67
0.001,10464.582550048828,0.18,8108,822.2283020019531,720240,-436.52142444000003,34,20965,720355,86.67
0.001,9912.688922119141,0.18,8109,819.96455078125,720340,-433.85744668000007,34,20985,720455,86.67
0.001,12643.0935546875,0.19,8110,823.2329345703125,720360,-429.64044036,34,20987,720464,85.76
0.001,11136.52643737793,0.18,8111,821.2329650878906,720460,-433.99124304000003,34,21002,720564,86.4
0.001,8421.677130126953,0.18,8112,819.7264465332031,720560,-431.11591723000015,34,21018,720664,86.4
0.001,9941.861572265625,0.18,8113,823.5843017578125,720660,-432.0239273700001,34,21033,720764,86.4
0.001,13291.3284576416,0.17,8114,823.8632629394531,720760,-440.99366737,34,21052,720864,87.14
0.001,10265.879293823242,0.18,8115,830.5222351074219,720780,-435.26311899,34,21056,720883,86.33
,,0.19,8116,,,-433.00343782000004,34,21059,720895,85.45
0.001,15177.751889038085,0.2,8117,820.004248046875,720860,-434.18203216,34,21072,720962,85.12
0.001,11132.346591186524,0.21,8118,823.8649597167969,720900,-430.7342445,34,21081,721011,84.61
0.001,13718.059716796875,0.21,8119,819.8559143066407,721000,-433.66433446,34,21105,721111,84.61
0.001,9988.996392822266,0.2,8120,822.2003295898437,721100,-436.74842688000007,34,21117,721211,85.51
0.001,9634.257940673828,0.21,8121,824.4039916992188,721120,-431.5702154900001,34,21120,721228,84.68
0.001,8702.73836364746,0.21,8122,817.3295532226563,721220,-433.3348699400001,34,21142,721328,84.68
0.001,13688.938400268555,0.21,8123,825.0524780273438,721320,-434.43411520000006,34,21157,721428,84.68
0.001,12459.96420288086,0.22,8124,825.1968322753906,721360,-431.14805535000005,34,21164,721468,84.08
0.001,10528.45425720215,0.22,8125,817.7975646972657,721460,-395.31379244000004,34,21180,721568,84.08
0.001,10487.334783935547,0.22,8126,816.7863098144531,721560,-391.69902038,34,21194,721668,84.08
0.001,12621.119018554688,0.22,8127,819.8555480957032,721580,-390.9848887600001,34,21198,721694,84.28
0.001,7067.384036254883,0.21,8128,821.6527526855468,721680,-397.50172818000016,34,21216,721794,85.06
0.001,10095.057655334473,0.21,8129,816.7857299804688,721780,-398.56803984000004,33,21235,721894,85.06
0.001,8627.765383911134,0.2,8130,821.4574523925781,721880,-402.93031563000005,33,21253,721994,86.03
0.001,9509.106478881837,0.2,8131,818.66552734375,721980,-398.87097519,33,21274,722094,86.03
0.001,11797.660446166992,0.2,8132,817.7232482910156,722080,-398.54604999,33,21289,722194,86.03
0.001,10734.231243896484,0.2,8133,821.7326721191406,722180,-399.64460169,33,21305,722294,86.03
0.001,9657.274880981446,0.2,8134,816.2043334960938,722280,-397.1039448,33,21320,722394,86.03
0.001,10804.29655456543,0.21,8135,818.6011413574219,722320,-392.09403180000004,33,21329,722432,85.41
0.001,12114.32412109375,0.21,8136,818.5148498535157,722420,-395.9085531299999,33,21346,722532,85.41
0.001,11943.486758422852,0.21,8137,816.999755859375,722520,-399.87593039,33,21362,722632,85.41
0.001,8105.822393798828,0.21,8138,813.9909484863281,722620,-397.18043868,33,21382,722732,85.41
0.001,7065.847769165039,0.21,8139,822.9862915039063,722720,-396.76117337999995,33,21398,722832,85.41
0.001,12276.365768432617,0.21,8140,820.6210083007812,722820,-387.87686929000006,33,21420,722932,85.41
0.001,8745.932138061524,0.2,8141,820.5503784179688,722920,-389.18074577,33,21433,723032,86.03
0.001,12354.294696044923,0.21,8142,815.7300659179688,722940,-390.1307348600001,33,21439,723059,85.3
0.001,12802.95655517578,0.21,8143,817.6271667480469,723040,-389.7179865999999,33,21459,723159,85.3
0.001,14586.051162719727,0.21,8144,818.2021789550781,723140,-385.5189619300001,33,21474,723259,85.3
0.001,6772.5705093383785,0.22,8145,823.9532104492188,723160,-381.40704728,33,21478,723277,84.48
0.001,17676.978329467773,0.22,8146,819.2924682617188,723260,-381.2247573100001,33,21493,723377,84.48
0.001,12458.060990905762,0.22,8147,817.2881225585937,723360,-379.7153344100001,33,21506,723477,84.48
0.001,8904.361141967773,0.21,8148,819.591064453125,723460,-391.46356821000006,33,21523,723577,84.97
0.001,14014.236004638671,0.21,8149,818.6830810546875,723560,-390.48374757,33,21538,723677,84.97
0.001,6889.613421630859,0.21,8150,823.4517944335937,723660,-389.42000754000003,33,21555,723777,84.97
0.001,17588.85695800781,0.21,8151,816.9041625976563,723760,-390.62548293,33,21570,723877,84.97
0.001,14306.77109375,0.21,8152,809.6215209960938,723860,-366.3209131400001,33,21584,723977,84.97
0.001,9338.63224182129,0.21,8153,817.3795227050781,723960,-365.17656250000005,33,21600,724077,84.97
0.001,10520.64479675293,0.21,8154,813.9559265136719,724060,-367.29743135000007,33,21613,724177,84.97
0.001,8184.291011047363,0.21,8155,817.5725524902343,724160,-363.9843116300001,33,21630,724277,84.97
0.001,11321.224865722656,0.2,8156,817.1704772949219,724260,-367.44798269000006,33,21646,724377,85.25
0.001,14384.657443237305,0.2,8157,814.1210266113281,724360,-369.7401163299999,33,21661,724477,85.25
0.001,9299.89575805664,0.19,8158,824.1264831542969,724460,-371.74015857,33,21681,724577,86.17
0.001,9282.567489624023,0.19,8159,819.5320861816406,724560,-370.24590563000004,33,21699,724677,86.17
0.001,10991.657540893555,0.2,8160,813.7354187011719,724580,-369.0709090600001,33,21703,724697,85.37
0.001,13320.956048583985,0.19,8161,815.3500244140625,724680,-372.31461316,33,21718,724797,86.26
0.001,10234.396441650391,0.19,8162,813.9658630371093,724780,-369.8871917999999,33,21738,724897,86.26
0.001,9714.150326538085,0.19,8163,819.8933227539062,724880,-368.54189799,33,21754,724997,86.26
0.001,5153.65902557373,0.19,8164,817.8297119140625,724980,-360.9629659,33,21774,725097,86.26
0.001,12184.185739135743,0.19,8165,812.5665405273437,725080,-361.05221184000004,33,21789,725197,86.26
0.001,9820.366571044922,0.19,8166,814.2248901367187,725180,-362.01409631999996,33,21803,725297,86.26
0.001,10559.374526977539,0.19,8167,816.2332885742187,725280,-363.14159026,33,21823,725397,86.26
0.001,11407.100930786133,0.19,8168,806.4333251953125,725380,-365.89896385,33,21836,725497,86.26
0.001,9917.578384399414,0.19,8169,811.2488586425782,725480,-364.48768139999993,33,21857,725597,86.26
,,0.2,8170,,,-359.92800709999995,33,21859,725599,85.28
0.001,11131.920123291016,0.2,8171,809.6537048339844,725580,-353.64075517,33,21879,725699,85.28
0.001,10459.534979248047,0.19,8172,817.9956420898437,725680,-360.33933127000006,33,21895,725799,86.22
0.001,15430.665621948243,0.19,8173,811.2518615722656,725780,-358.1882725100001,33,21909,725899,86.22
0.001,7440.99048461914,0.19,8174,817.7699523925781,725880,-352.19933870000006,33,21924,725999,86.22
0.001,9893.610534667969,0.19,8175,808.7460266113281,725980,-354.3832727200001,33,21942,726099,86.22
0.001,12040.878601074219,0.19,8176,813.4481689453125,726080,-348.4609252100001,33,21955,726199,86.22
0.001,13523.221697998048,0.2,8177,799.6582336425781,726100,-343.7192465,33,21957,726207,85.3
0.001,8459.353926086425,0.2,8178,813.3590270996094,726200,-342.54390878,33,21972,726307,85.3
0.001,9186.948046875,0.2,8179,808.4384521484375,726300,-341.3040009900001,33,21985,726407,85.3
0.001,10050.501049804687,0.2,8180,805.9820678710937,726400,-342.98915342999993,33,21998,726507,85.3
0.001,10235.821234130859,0.2,8181,806.8395263671875,726500,-339.2638375099999,33,22011,726607,85.3
0.001,11147.146658325195,0.2,8182,813.7265747070312,726520,-339.18303951999997,33,22014,726625,85.4
0.001,13723.503793334961,0.2,8183,809.26533203125,726620,-339.93154153999996,32,22035,726725,85.4
0.001,8143.812533569336,0.2,8184,808.689599609375,726720,-335.7223628099999,32,22049,726825,85.4
,,0.21,8185,,,-329.2031912499999,32,22050,726833,84.48
0.001,7421.112399291992,0.21,8186,805.8838806152344,726820,-331.56658350000004,32,22065,726933,84.48
0.001,10298.780041503906,0.21,8187,809.4488220214844,726860,-333.80628707000005,32,22074,726977,84.86
0.001,16955.572827148437,0.21,8188,807.5015197753906,726960,-332.05630253999993,32,22088,727077,84.86
0.001,10976.46639404297,0.22,8189,812.9138549804687,727040,-328.16555968,32,22102,727150,84.59
0.001,8276.850140380859,0.21,8190,812.26064453125,727140,-331.59481360999996,32,22116,727250,84.86
0.001,9485.97434387207,0.21,8191,816.5127380371093,727240,-328.79532912,32,22131,727350,84.86
0.001,13468.449380493164,0.21,8192,807.39755859375,727340,-326.81977764000004,32,22148,727450,84.86
0.001,14249.350564575196,0.22,8193,811.482421875,727400,-323.25779534000003,32,22157,727504,84.4
0.001,13641.886779785156,0.22,8194,803.5236145019531,727500,-328.68641434999995,32,22171,727604,84.4
0.001,15015.048229980468,0.22,8195,801.139208984375,727600,-325.89543099,32,22184,727704,84.4
0.001,9192.295178222656,0.23,8196,806.0857849121094,727620,-321.14487985,32,22188,727722,83.58
,,0.24,8197,,,-315.60791257,32,22191,727733,82.69
0.001,10547.37233581543,0.23,8198,798.9102111816406,727720,-318.0652944799999,32,22209,727833,83.15
0.001,17029.49444580078,0.23,8199,796.7135559082031,727820,-315.40109183,32,22223,727933,83.15
0.001,13826.440374755859,0.23,8200,795.6109069824219,727920,-314.17119017000005,32,22236,728033,83.15
0.001,8369.90378112793,0.23,8201,811.5762634277344,728020,-311.58249426000003,32,22254,728133,83.15
0.001,12613.88246459961,0.24,8202,802.3479858398438,728080,-307.3057210200001,32,22263,728194,82.76
0.001,11977.040463256835,0.23,8203,802.6290771484375,728180,-308.81261194,32,22276,728294,83.68
0.001,13186.224615478515,0.22,8204,804.2086853027344,728280,-309.31802669,32,22293,728394,84.39
0.001,9890.942874145509,0.22,8205,803.8646545410156,728380,-310.90325919,32,22305,728494,84.39
0.001,9615.292205810547,0.22,8206,802.9509582519531,728480,-311.31960108,32,22317,728594,84.39
0.001,13976.19772644043,0.22,8207,802.0412841796875,728580,-323.62833283,32,22330,728694,84.39
0.001,5380.840864562988,0.22,8208,811.92724609375,728680,-322.40481653,32,22346,728794,84.39
0.001,12231.478314208984,0.22,8209,803.6753723144532,728780,-323.4777074,32,22365,728894,84.39
0.001,11697.889868164062,0.21,8210,798.8485534667968,728880,-324.51085195999997,32,22383,728994,85.3
0.001,9414.54507751465,0.22,8211,796.4662109375,728900,-321.06040989999997,32,22387,729012,84.48
0.001,12514.40966796875,0.22,8212,803.9011169433594,729000,-319.92385275999993,32,22403,729112,84.48
0.001,13414.38892211914,0.22,8213,798.9815979003906,729100,-317.1899410799999,32,22422,729212,84.48
0.001,9241.990545654297,0.22,8214,803.6150146484375,729200,-311.0839696399999,32,22438,729312,84.48
0.001,9315.60524597168,0.21,8215,806.8760192871093,729300,-314.19764388,32,22453,729412,85.29
0.001,8918.572535705567,0.21,8216,809.278125,729360,-314.46426621999996,32,22462,729470,85.75
0.001,12913.525524902343,0.2,8217,800.4928283691406,729460,-313.06936863000004,32,22482,729570,86.08
0.001,12186.290548706054,0.2,8218,799.0622009277344,729480,-313.02489375000005,32,22485,729585,85.74
0.001,9831.658410644532,0.2,8219,804.3264282226562,729580,-307.63072733000007,32,22508,729685,85.74
0.001,14043.721643066407,0.2,8220,805.6700012207032,729680,-301.89230731000004,32,22522,729785,85.74
0.001,10720.72989807129,0.19,8221,802.8058654785157,729780,-305.68790553,32,22539,729885,86.57
0.001,12156.791102600098,0.19,8222,800.0898193359375,729880,-307.41101352,32,22558,729985,86.57
0.001,15638.676760864259,0.19,8223,789.9640808105469,729980,-311.14878751,32,22578,730085,86.57
0.001,13630.461660766601,0.18,8224,797.5913757324219,730080,-312.00767888999997,32,22596,730185,87.17
0.001,14034.854608154297,0.18,8225,799.6517761230468,730180,-308.75439564000004,32,22615,730285,87.17
0.001,10195.871347045899,0.18,8226,805.0618774414063,730280,-308.70450652,32,22629,730385,87.17
