train/learning_rate,train/critic_loss,rollout/success rate,time/episodes,train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total timesteps,rollout/ep_len_mean
0.001,8175.777526855469,0.33,7139,731.1128112792969,640600,-282.63992367000003,90,7066,640706,79.1
0.001,10046.586199951173,0.32,7140,731.0402770996094,640700,-284.9428179,90,7084,640806,79.92
0.001,9270.17353515625,0.33,7141,730.1943969726562,640760,-281.9935793,90,7094,640865,79.51
0.001,11956.722192382813,0.33,7142,729.2451110839844,640820,-283.22395588,90,7106,640929,79.66
0.001,9543.720648193359,0.34,7143,717.8427185058594,640900,-283.87232222,89,7125,641019,79.56
0.001,8310.769918823242,0.34,7144,729.5313354492188,641000,-283.94905517,89,7144,641119,79.56
0.001,4572.100567626953,0.35,7145,729.2416687011719,641020,-281.17019016,89,7146,641127,78.64
0.001,8494.674383544922,0.35,7146,735.098388671875,641120,-279.57187176,89,7163,641227,78.64
0.001,8270.044924926759,0.36,7147,730.6032897949219,641140,-275.18590462,89,7167,641248,77.85
0.001,9180.249601745605,0.36,7148,730.0628173828125,641240,-274.920408,89,7189,641348,77.85
0.001,11945.340676879883,0.36,7149,735.8149963378906,641340,-264.58503679999995,89,7206,641448,77.85
0.001,8344.49937133789,0.36,7150,727.1290710449218,641440,-264.93050353,88,7225,641548,77.85
0.001,5858.906753540039,0.36,7151,725.3513366699219,641540,-265.3349442,88,7248,641648,77.85
0.001,10651.655969238282,0.36,7152,738.4662292480468,641560,-265.76138492999996,88,7252,641667,77.99
0.001,5478.77212677002,0.36,7153,724.3699584960938,641660,-263.91274698999996,88,7269,641767,77.99
0.001,8583.408322143554,0.36,7154,726.3576721191406,641760,-264.96630556,88,7283,641867,77.99
0.001,10823.855987548828,0.36,7155,730.4988525390625,641860,-266.92095084,87,7296,641967,77.99
,,0.37,7156,,,-261.63602078,87,7299,641979,77.11
0.001,9922.294273376465,0.37,7157,735.5234985351562,641960,-257.87336415,87,7313,642079,77.11
0.001,7181.696237182618,0.36,7158,725.5019165039063,642060,-262.09963397999996,87,7332,642179,77.74
0.001,10343.292739868164,0.36,7159,730.767529296875,642160,-260.45274345999997,87,7349,642279,77.74
0.001,8935.657164001464,0.35,7160,732.6149353027344,642260,-263.93420528999997,87,7366,642379,78.31
0.001,13634.59829711914,0.35,7161,727.7225891113281,642360,-260.24178084,87,7380,642479,78.31
0.001,9693.798782348633,0.35,7162,729.8151977539062,642460,-257.87959613000004,86,7399,642579,78.31
0.001,8053.4686279296875,0.34,7163,727.6520080566406,642560,-262.58688558,86,7414,642679,78.89
0.001,6704.551177978516,0.34,7164,732.9949157714843,642660,-247.901149,86,7434,642779,78.89
0.001,5779.167947387696,0.35,7165,737.609033203125,642680,-238.65383458000005,86,7438,642796,78.06
0.001,10062.897442626952,0.35,7166,732.5884094238281,642780,-233.93323905000005,86,7456,642896,78.06
0.001,7934.480612182617,0.35,7167,734.7989685058594,642880,-231.58551619000002,85,7477,642996,78.06
0.001,9759.291535949707,0.35,7168,732.4188781738281,642900,-231.67966393999998,85,7483,643020,78.2
0.001,7327.519361877441,0.36,7169,732.9815246582032,643000,-229.21224495,85,7501,643119,78.19
0.001,6476.083950805664,0.36,7170,736.8798950195312,643100,-225.79235016,85,7524,643219,78.19
0.001,7887.058358764649,0.37,7171,732.2136047363281,643140,-221.75499594000004,85,7530,643251,77.51
0.001,5853.032247924804,0.37,7172,733.5299743652344,643240,-221.15226426000004,85,7551,643351,77.51
0.001,8354.654525756836,0.36,7173,726.2852905273437,643340,-223.01118094,85,7564,643451,78.32
0.001,4997.155551147461,0.36,7174,731.5444213867188,643440,-225.54014654,84,7582,643551,78.32
0.001,7354.809033203125,0.36,7175,730.4072692871093,643540,-225.14203739999996,84,7598,643651,78.32
0.001,5016.702166748047,0.35,7176,730.4847595214844,643640,-226.95142761,84,7614,643751,79.26
0.001,8342.074189758301,0.35,7177,725.7214721679687,643740,-229.28226791999998,84,7629,643851,79.26
0.001,6837.748764038086,0.35,7178,729.9483215332032,643840,-230.44112110999998,84,7648,643951,79.26
0.001,6437.7485427856445,0.34,7179,727.3935119628907,643940,-236.41414587,84,7662,644051,80.08
0.001,7577.453948974609,0.34,7180,727.5197265625,644020,-236.64100339,83,7678,644122,80.48
,,0.34,7181,,,-235.51876796999997,83,7680,644130,79.8
0.001,12266.734310913085,0.34,7182,720.5718444824219,644060,-234.37840864,83,7686,644162,79.67
,,0.35,7183,,,-230.10828045999997,83,7690,644180,78.85
0.001,7966.807723999023,0.35,7184,725.8284851074219,644160,-236.35474739,83,7710,644280,78.85
0.001,6418.65401763916,0.35,7185,735.8783630371094,644260,-236.96460258,83,7727,644380,78.85
0.001,7307.093859863281,0.35,7186,725.7952392578125,644300,-236.52372604999996,83,7733,644415,78.6
0.001,10561.882550048827,0.35,7187,722.9397521972656,644400,-240.91608317999996,83,7752,644515,78.6
0.001,10802.66782989502,0.35,7188,730.3639404296875,644500,-242.68737669999996,82,7768,644615,78.6
0.001,8411.852781677246,0.35,7189,724.9374755859375,644600,-242.69854207999998,82,7783,644715,78.6
0.001,6874.450514221191,0.36,7190,729.2283447265625,644620,-240.43148981,82,7786,644724,77.69
0.001,7215.243710327149,0.37,7191,725.7699829101563,644680,-234.52478690999996,82,7796,644783,77.28
0.001,6616.287287902832,0.38,7192,735.4059448242188,644700,-232.12176237999995,82,7801,644809,76.54
0.001,6781.955282592773,0.38,7193,733.8085815429688,644800,-230.04452039000003,82,7818,644909,76.54
0.001,7272.2653533935545,0.37,7194,726.6159545898438,644900,-230.38377587000002,82,7835,645009,77.08
0.001,7620.285168457031,0.38,7195,728.6912536621094,644940,-227.69562891000004,82,7843,645050,76.49
0.001,5775.19665222168,0.37,7196,739.704345703125,645040,-230.94897798000008,82,7861,645150,76.96
0.001,13673.58123474121,0.37,7197,728.1813293457031,645140,-234.2120662800001,81,7881,645250,76.96
0.001,6800.113513183594,0.36,7198,731.4490295410156,645240,-244.82860126000006,81,7901,645350,77.9
0.001,9502.893672180177,0.36,7199,726.8173706054688,645340,-246.28180068000006,81,7917,645450,77.9
0.001,8111.153375244141,0.35,7200,721.6637817382813,645440,-248.76786573000004,81,7934,645550,78.31
0.001,7381.096438598633,0.35,7201,733.8396179199219,645540,-249.89881250000002,81,7946,645650,78.31
0.001,9451.298735046386,0.34,7202,721.2424133300781,645640,-251.49229894000004,81,7963,645750,79.15
0.001,8197.443295288085,0.35,7203,729.4576293945313,645660,-250.81960953000006,81,7967,645771,78.36
0.001,17513.859368896483,0.35,7204,720.0160522460938,645760,-250.35262349000004,80,7983,645871,78.36
0.001,8735.53872680664,0.34,7205,722.6328002929688,645860,-251.93595677000008,80,8002,645971,79.02
0.001,10744.478869628907,0.33,7206,724.1643493652343,645960,-255.11429826000006,80,8019,646071,79.96
0.001,9908.881475830078,0.33,7207,729.2051025390625,646060,-261.7903327800001,80,8033,646171,79.96
0.001,11297.257359313964,0.33,7208,727.1219848632812,646160,-265.00231001000003,80,8049,646271,79.96
0.001,7191.905563354492,0.33,7209,730.8453247070313,646180,-266.01218034,80,8055,646299,80.0
0.001,5421.855412292481,0.33,7210,720.656640625,646280,-269.99925891,80,8072,646399,80.0
0.001,4668.909167480469,0.33,7211,723.5327087402344,646380,-265.59248677,79,8089,646499,80.0
0.001,8041.595460510254,0.33,7212,736.0484802246094,646480,-268.47211702,79,8105,646599,80.0
0.001,13246.757904052734,0.32,7213,726.7447998046875,646580,-271.69328088,79,8121,646699,80.96
0.001,10013.765979003907,0.33,7214,729.1185180664063,646600,-268.06069825000003,79,8123,646704,80.01
0.001,9495.659602355958,0.33,7215,724.1182861328125,646700,-270.29334523,79,8139,646804,80.01
,,0.34,7216,,,-268.85746620000003,79,8141,646808,79.05
0.001,8847.344360351562,0.33,7217,724.4166687011718,646800,-272.39216958000003,79,8159,646908,79.34
0.001,5117.3689239501955,0.33,7218,732.1859130859375,646900,-271.36172978999997,79,8177,647008,79.34
0.001,9182.650231933594,0.33,7219,722.90087890625,647000,-272.73017040999997,78,8197,647108,79.34
0.001,8750.426718139648,0.33,7220,718.5058288574219,647100,-269.5619128,78,8212,647208,79.34
0.001,10918.546762084961,0.33,7221,715.7991760253906,647200,-268.02138842,78,8230,647308,79.34
0.001,7304.806460571289,0.33,7222,731.0277954101563,647300,-268.00920894,78,8245,647408,79.34
0.001,7425.6386993408205,0.32,7223,729.0412475585938,647400,-274.16086591,78,8262,647508,79.99
0.001,8186.710647583008,0.31,7224,731.0461975097656,647500,-276.78029942999996,78,8279,647608,80.79
0.001,5370.24235534668,0.31,7225,727.0070007324218,647600,-281.8451556,78,8293,647708,80.79
0.001,12250.738227844238,0.3,7226,724.1533813476562,647700,-284.43337465999997,77,8309,647808,81.06
0.001,9789.356314086914,0.3,7227,724.9443603515625,647720,-285.93517950999995,77,8314,647833,81.11
0.001,11515.582077026367,0.3,7228,728.6864318847656,647820,-284.28092606,77,8334,647933,81.11
0.001,5241.238604736328,0.29,7229,727.0357788085937,647920,-294.19898742000004,77,8351,648033,81.42
0.001,6737.15373840332,0.28,7230,733.8943054199219,648020,-295.69897246,77,8366,648133,81.51
0.001,8305.33211364746,0.28,7231,716.2426818847656,648120,-310.73842851,77,8383,648233,81.51
0.001,8326.90016784668,0.27,7232,724.4887268066407,648220,-312.38115095999996,77,8399,648333,81.57
,,0.27,7233,,,-312.04816253999996,77,8401,648340,81.43
0.001,9135.648712158203,0.28,7234,731.1852478027344,648260,-309.19493307999994,77,8407,648373,80.76
0.001,10097.740307617187,0.28,7235,733.8845581054687,648320,-309.64939341999997,77,8418,648435,81.29
0.001,9989.956176757812,0.28,7236,735.990087890625,648420,-311.15727752,76,8437,648535,81.29
0.001,9849.704714965821,0.28,7237,729.3127563476562,648520,-310.59203095999993,76,8453,648635,81.29
0.001,11436.978463745118,0.28,7238,744.3185485839844,648620,-313.21618945999995,76,8470,648735,81.29
0.001,9818.197216796874,0.28,7239,738.5532165527344,648720,-313.99077356,76,8486,648835,81.29
0.001,5147.052336120605,0.28,7240,739.7860290527344,648820,-314.05075796,76,8501,648935,81.29
0.001,6694.484948730469,0.27,7241,738.9045349121094,648920,-320.55445155999996,76,8515,649035,81.7
0.001,8420.543090820312,0.26,7242,740.133544921875,649020,-322.92760001000005,76,8537,649135,82.06
0.001,11266.393716430664,0.25,7243,741.1357666015625,649120,-324.99144522999995,75,8559,649235,82.16
0.001,7707.07610168457,0.25,7244,734.2061401367188,649220,-332.04950743,75,8579,649335,82.16
0.001,11860.573486328125,0.24,7245,732.2096313476562,649320,-334.8652998,75,8597,649435,83.08
0.001,10133.420965576172,0.24,7246,733.8030944824219,649420,-334.53398452999994,75,8616,649535,83.08
0.001,10432.178382873535,0.23,7247,736.5656555175781,649520,-338.5759619299999,75,8632,649635,83.87
0.001,11600.928744506837,0.23,7248,746.8331237792969,649620,-341.3928556499999,75,8650,649735,83.87
0.001,13227.707949829102,0.23,7249,744.7468139648438,649720,-350.3304939399999,75,8664,649835,83.87
0.001,13621.808963012696,0.24,7250,734.4961608886719,649800,-348.9140376699999,74,8677,649916,83.68
0.001,8967.735565185547,0.24,7251,746.195068359375,649900,-348.65021698,74,8693,650016,83.68
0.001,4766.863848876953,0.23,7252,740.8324645996094,650000,-350.2835412799999,74,8714,650116,84.49
0.001,14032.28639831543,0.23,7253,737.8201049804687,650100,-353.89197396,74,8731,650216,84.49
0.001,9953.236209106446,0.23,7254,745.3827514648438,650200,-351.28781622,74,8748,650316,84.49
0.001,9039.636813354493,0.24,7255,747.5100158691406,650280,-347.01942477000006,74,8761,650387,84.2
0.001,9019.645098876954,0.23,7256,741.9653869628906,650380,-349.15491980999997,74,8779,650487,85.08
0.001,10919.827520751953,0.23,7257,749.6380493164063,650480,-346.89375937,73,8792,650587,85.08
0.001,7519.556729125977,0.23,7258,740.011669921875,650580,-345.15512105,73,8811,650687,85.08
0.001,11051.327215576172,0.23,7259,742.9804626464844,650680,-343.29411335000003,73,8830,650787,85.08
0.001,6901.496371459961,0.23,7260,746.4626403808594,650780,-346.36663731999994,73,8849,650887,85.08
0.001,8076.427932739258,0.23,7261,738.4052978515625,650880,-354.11479513,73,8866,650987,85.08
0.001,8566.586584472656,0.23,7262,740.5361633300781,650980,-353.22656515999995,73,8881,651087,85.08
0.001,7348.466622924805,0.23,7263,745.4195617675781,651080,-349.86459758999996,73,8897,651187,85.08
0.001,10470.789721679688,0.23,7264,736.5886291503906,651180,-347.3202808299999,73,8913,651287,85.08
0.001,5039.670266723633,0.22,7265,746.439501953125,651280,-352.35958137999995,72,8937,651387,85.91
0.001,8601.277528381348,0.22,7266,742.0990051269531,651380,-356.80240651999986,72,8954,651487,85.91
0.001,7965.749188232422,0.22,7267,743.1143798828125,651480,-358.20715304,72,8972,651587,85.91
0.001,11697.009219360352,0.21,7268,735.2046813964844,651580,-360.62266426999986,72,8987,651687,86.67
0.001,8072.074459838867,0.2,7269,738.6610290527344,651680,-362.45313315000004,72,9002,651787,86.68
0.001,12227.657852172852,0.2,7270,740.3183654785156,651780,-364.80899887999993,72,9016,651887,86.68
0.001,9172.485055541993,0.19,7271,746.4816711425781,651880,-363.08846396,72,9033,651987,87.36
0.001,7421.3659942626955,0.19,7272,737.2752624511719,651980,-364.31318299,72,9050,652087,87.36
0.001,11163.668203735351,0.2,7273,743.9012023925782,652000,-362.32574216,72,9054,652106,86.55
0.001,8237.209454345702,0.2,7274,740.0267700195312,652100,-360.04352536,71,9070,652206,86.55
0.001,8574.959939575196,0.21,7275,734.0175231933594,652120,-357.08771469,71,9074,652222,85.71
0.001,9407.026385498048,0.22,7276,736.7900695800781,652200,-357.03907724,71,9090,652303,85.52
0.001,6548.66103515625,0.22,7277,731.7279479980468,652300,-370.53048723999996,71,9110,652403,85.52
0.001,10495.147067260743,0.22,7278,735.7241149902344,652400,-365.35801126999996,71,9126,652503,85.52
0.001,11385.081475830078,0.22,7279,744.1759155273437,652500,-363.2558763999999,71,9142,652603,85.52
0.001,9221.096841430664,0.21,7280,748.7198486328125,652600,-363.4165878,71,9161,652703,85.81
0.001,9223.229846191407,0.2,7281,745.7504089355468,652700,-367.52041107,71,9177,652803,86.73
0.001,7138.8595703125,0.2,7282,740.0873901367188,652720,-367.79768972000005,71,9183,652835,86.73
0.001,12039.993719482422,0.19,7283,744.685595703125,652820,-376.27797678999997,70,9197,652935,87.55
0.001,11177.116763305665,0.2,7284,746.82626953125,652900,-368.75430092000005,70,9211,653002,87.22
0.001,5364.425048828125,0.2,7285,745.5917663574219,653000,-372.96728947,70,9227,653102,87.22
0.001,8925.768954467774,0.19,7286,746.5552368164062,653100,-375.49178727,70,9246,653202,87.87
0.001,8239.433633422852,0.19,7287,743.5668823242188,653200,-373.74548169,70,9262,653302,87.87
0.001,12887.870092773437,0.2,7288,739.5702514648438,653280,-370.44131645,70,9280,653399,87.84
0.001,8019.479409790039,0.2,7289,750.5247253417969,653380,-373.23458207999994,70,9299,653499,87.84
0.001,7161.199234008789,0.19,7290,750.4910766601563,653480,-375.36949532,70,9316,653599,88.75
0.001,10103.153515625,0.18,7291,746.850341796875,653580,-411.65730398000005,69,9338,653699,89.16
0.001,10113.014419555664,0.18,7292,746.7443786621094,653600,-411.12483177,69,9340,653705,88.96
0.001,8363.645794677734,0.18,7293,746.2465759277344,653700,-434.03554486999997,69,9362,653805,88.96
0.001,6086.153384399414,0.19,7294,745.8271606445312,653720,-431.58976484000004,69,9367,653839,88.3
0.001,7769.519561767578,0.18,7295,741.3492858886718,653820,-433.2020349,69,9386,653939,88.89
0.001,9987.16781311035,0.18,7296,730.1875061035156,653920,-435.69012846,69,9400,654039,88.89
0.001,10340.373596191406,0.18,7297,747.8355102539062,654020,-435.46681336000006,69,9415,654139,88.89
0.001,5790.303634643555,0.19,7298,742.7073608398438,654080,-425.11662615,69,9425,654190,88.4
0.001,8413.536331176758,0.19,7299,744.70751953125,654180,-422.32203927,69,9440,654290,88.4
0.001,8960.49009399414,0.19,7300,746.0888427734375,654280,-421.46201587,69,9457,654390,88.4
0.001,4432.208355712891,0.19,7301,755.8187683105468,654380,-421.27043004000006,69,9474,654490,88.4
0.001,6216.110357666015,0.19,7302,735.4453125,654480,-430.9546628,68,9490,654590,88.4
0.001,10928.768035888672,0.18,7303,743.1014282226563,654580,-433.9967862000001,68,9505,654690,89.19
0.001,9539.629150390625,0.18,7304,745.6196533203125,654680,-434.47774556,68,9520,654790,89.19
0.001,8432.378024291993,0.18,7305,750.52021484375,654780,-437.43257282999997,68,9538,654890,89.19
0.001,8592.401846313476,0.18,7306,745.8355590820313,654880,-437.63250007999994,68,9555,654990,89.19
0.001,8312.47827758789,0.18,7307,754.3464782714843,654980,-433.01384149999996,68,9575,655090,89.19
0.001,6372.931607055664,0.18,7308,759.2655029296875,655080,-432.0436638899999,68,9595,655190,89.19
0.001,6012.769647216797,0.17,7309,753.8755432128906,655180,-454.86454442999997,68,9612,655290,89.91
0.001,10846.431167602539,0.17,7310,749.3538818359375,655280,-455.41682259999993,68,9631,655390,89.91
0.001,6921.476165771484,0.18,7311,745.4592529296875,655380,-456.87705311999997,67,9646,655488,89.89
0.001,12207.18882446289,0.18,7312,746.194921875,655480,-456.29236634,67,9662,655588,89.89
0.001,9563.05477294922,0.18,7313,754.56201171875,655580,-458.73224612999996,67,9678,655688,89.89
0.001,11905.43634338379,0.17,7314,755.8082275390625,655680,-464.7728257199999,67,9694,655788,90.84
0.001,11772.014590454102,0.17,7315,744.1308898925781,655780,-461.18759432,67,9711,655888,90.84
0.001,8095.041561889649,0.16,7316,754.0584655761719,655880,-496.98470305999996,67,9731,655988,91.8
0.001,7504.8681365966795,0.16,7317,752.3424743652344,655980,-498.39218037,67,9747,656088,91.8
0.001,8347.497311401366,0.16,7318,755.6532897949219,656080,-503.04106991000003,67,9766,656188,91.8
0.001,6855.456079101563,0.16,7319,753.319677734375,656180,-504.09597177999996,67,9785,656288,91.8
0.001,6926.168322753906,0.16,7320,757.4845886230469,656280,-502.87579463000003,66,9802,656388,91.8
0.001,6846.853387451172,0.16,7321,752.6939514160156,656380,-498.59612796,66,9820,656488,91.8
0.001,8477.00382080078,0.16,7322,763.8562622070312,656480,-501.60907695000003,66,9838,656588,91.8
0.001,9376.375262451173,0.16,7323,757.5775146484375,656580,-499.62777334000003,66,9857,656688,91.8
0.001,9142.711932373048,0.16,7324,763.5197692871094,656680,-500.25745484000004,66,9876,656788,91.8
0.001,11615.216333007813,0.16,7325,751.7423767089844,656780,-500.12665637,66,9898,656888,91.8
0.001,6113.295935058593,0.17,7326,752.5900634765625,656820,-496.18859619,66,9906,656925,91.17
0.001,11486.028036499023,0.16,7327,755.0766906738281,656920,-497.57599156000003,66,9922,657025,91.92
,,0.17,7328,,,-493.22413890999997,66,9923,657027,90.94
0.001,7538.4506164550785,0.18,7329,752.0769836425782,656960,-484.0613623500001,66,9931,657076,90.43
0.001,8800.94083251953,0.18,7330,748.2527587890625,657060,-483.7170096499999,66,9948,657176,90.43
0.001,7417.195034790039,0.18,7331,754.2194213867188,657160,-471.12718851,65,9965,657276,90.43
0.001,9086.457386779784,0.18,7332,758.6859436035156,657260,-468.42814606,65,9983,657376,90.43
0.001,8374.870172119141,0.18,7333,752.0545227050782,657340,-469.81242155,65,9999,657455,91.15
0.001,9320.762905883788,0.18,7334,742.7928955078125,657380,-470.10494786999993,65,10004,657484,91.11
,,0.18,7335,,,-469.25568200000004,65,10006,657494,90.59
0.001,6640.5746398925785,0.18,7336,754.3753601074219,657480,-467.96578009999996,65,10021,657594,90.59
0.001,7585.685604858399,0.18,7337,755.8937316894531,657580,-464.84144072000004,65,10043,657694,90.59
0.001,5344.377740478516,0.19,7338,747.8969543457031,657620,-459.52702868,65,10049,657736,90.01
0.001,8733.999807739257,0.19,7339,755.2754760742188,657720,-460.2332776299999,65,10066,657836,90.01
0.001,9259.999969482422,0.2,7340,748.1527282714844,657740,-457.47542538,65,10070,657853,89.18
0.001,9408.484571838379,0.21,7341,750.516552734375,657780,-452.36397343,65,10076,657885,88.5
0.001,11333.12067718506,0.21,7342,751.2960754394531,657880,-450.81847296000007,65,10093,657985,88.5
0.001,10784.930563354492,0.21,7343,755.7147644042968,657980,-453.82927129999996,65,10112,658085,88.5
0.001,9735.591493225098,0.21,7344,753.2412231445312,658080,-449.29946344,64,10131,658185,88.5
0.001,7135.075610351562,0.21,7345,761.3193664550781,658180,-453.78629587999995,64,10148,658285,88.5
0.001,8564.627809143067,0.21,7346,761.0130493164063,658280,-460.89394737,64,10166,658385,88.5
0.001,10895.139065551757,0.21,7347,753.810888671875,658380,-497.0447589399999,64,10182,658485,88.5
0.001,8209.058871459962,0.21,7348,755.9669738769531,658480,-499.8350275999999,64,10201,658585,88.5
0.001,11063.68931274414,0.22,7349,757.9653747558593,658500,-492.69798536999986,64,10207,658611,87.76
0.001,8230.963162231445,0.21,7350,759.2519592285156,658600,-493.83763073999995,64,10227,658711,87.95
0.001,11923.394116210937,0.21,7351,740.8757202148438,658700,-494.0437551699999,64,10244,658811,87.95
0.001,11558.238409423828,0.21,7352,754.9067199707031,658800,-495.28411063999994,64,10262,658911,87.95
0.001,8907.705151367187,0.21,7353,754.7823852539062,658900,-494.1787218199999,64,10282,659011,87.95
,,0.22,7354,,,-491.7645578399999,64,10284,659019,87.03
0.001,9081.801525878906,0.22,7355,748.28466796875,658960,-489.80928370000004,64,10294,659062,86.75
0.001,8941.468270874024,0.22,7356,752.0930297851562,659060,-490.8442353,63,10312,659162,86.75
0.001,7970.270349121094,0.22,7357,755.2979736328125,659160,-491.07719208,63,10331,659262,86.75
0.001,8973.22427368164,0.22,7358,755.9471740722656,659260,-490.63307558,63,10350,659362,86.75
0.001,8947.260055541992,0.22,7359,758.82314453125,659360,-493.44760301,63,10366,659462,86.75
0.001,9212.923066711426,0.22,7360,758.0364196777343,659460,-487.65145258000007,63,10385,659562,86.75
0.001,8437.248654174804,0.22,7361,765.6749694824218,659560,-482.72399532000003,63,10404,659662,86.75
0.001,12295.781781005859,0.23,7362,754.6542114257812,659580,-480.63363142000003,63,10409,659690,86.03
0.001,7030.557562255859,0.23,7363,748.1700988769531,659680,-482.21601404999996,63,10425,659790,86.03
0.001,8806.86555480957,0.23,7364,752.5286987304687,659780,-483.24598095999994,63,10443,659890,86.03
0.001,6574.314930725098,0.23,7365,754.9292785644532,659880,-482.44728298999996,63,10459,659990,86.03
0.001,15583.374066162109,0.24,7366,746.8310974121093,659900,-474.84779239999995,63,10462,660004,85.17
0.001,4028.0200073242186,0.25,7367,762.6314514160156,659940,-471.9263546799999,63,10471,660050,84.63
0.001,12654.867086791992,0.25,7368,755.1809143066406,660040,-473.18715181999994,62,10490,660150,84.63
0.001,7069.312103271484,0.25,7369,760.7345520019531,660140,-477.12948048999993,62,10510,660250,84.63
0.001,13013.577471923829,0.25,7370,748.6401184082031,660240,-475.44857000999997,62,10528,660350,84.63
0.001,7281.228456115723,0.25,7371,762.74609375,660340,-481.55352014,62,10545,660450,84.63
0.001,11594.573608398438,0.25,7372,751.1163818359375,660440,-481.78924940999997,62,10561,660550,84.63
0.001,8099.713159179688,0.25,7373,746.8586364746094,660480,-481.71989894,62,10568,660582,84.76
0.001,10823.651223754883,0.26,7374,753.3144226074219,660500,-478.68855725000003,62,10572,660603,83.97
0.001,11116.120611572265,0.25,7375,748.0087707519531,660600,-480.8175041,62,10587,660703,84.81
0.001,10270.443096923827,0.24,7376,745.990478515625,660700,-484.52203944,62,10605,660803,85.0
0.001,8574.055493164062,0.25,7377,748.9521362304688,660720,-465.51357964999994,62,10612,660836,84.33
0.001,11093.807894897462,0.25,7378,741.5260681152344,660820,-468.71714700999996,62,10628,660936,84.33
0.001,10687.166989135741,0.26,7379,747.9231323242187,660840,-465.03966458,62,10630,660943,83.4
0.001,11580.967260742187,0.26,7380,752.9544982910156,660940,-465.85377958,62,10651,661043,83.4
0.001,11899.816189575195,0.26,7381,754.2637145996093,661040,-464.5678058099999,61,10668,661143,83.4
0.001,12273.048284912109,0.25,7382,753.5021606445313,661140,-466.04443993999996,61,10685,661243,84.08
0.001,6358.363006591797,0.25,7383,754.0764831542969,661240,-464.78480252,61,10701,661343,84.08
0.001,7593.089323425293,0.24,7384,759.5077575683594,661340,-471.18289150000004,61,10719,661443,84.41
0.001,8535.879495239258,0.24,7385,759.4067504882812,661440,-464.7840987900001,61,10735,661543,84.41
0.001,10729.297271728516,0.25,7386,755.4121215820312,661480,-461.68910704999996,61,10744,661592,83.9
,,0.26,7387,,,-459.28908257,61,10745,661595,82.93
0.001,12109.555725097656,0.25,7388,742.7782104492187,661580,-460.91210521999994,61,10763,661695,82.96
0.001,6687.991680908203,0.25,7389,752.8742370605469,661680,-455.02157645999995,61,10778,661795,82.96
0.001,9661.993682861328,0.26,7390,752.9088745117188,661720,-453.0794617799999,61,10785,661830,82.31
0.001,9386.41446838379,0.26,7391,748.9457153320312,661820,-421.4351635500001,61,10800,661930,82.31
0.001,15664.45442199707,0.25,7392,760.8693542480469,661920,-423.90445123000006,61,10816,662030,83.25
0.001,8714.672412109376,0.25,7393,753.9681030273438,662020,-403.01158041,61,10829,662130,83.25
0.001,10773.928198242187,0.24,7394,750.1577026367188,662120,-406.92520092000007,61,10850,662230,83.91
0.001,10555.392370605468,0.24,7395,759.5307556152344,662220,-411.72965775999995,60,10871,662330,83.91
0.001,14054.68394165039,0.24,7396,748.3093566894531,662320,-409.25230195000006,60,10890,662430,83.91
0.001,7678.156588745117,0.24,7397,753.9879089355469,662420,-408.33784335999997,60,10907,662530,83.91
0.001,8669.12502746582,0.23,7398,753.5910034179688,662520,-409.25117855,60,10930,662630,84.4
,,0.24,7399,,,-406.5817038900001,60,10932,662639,83.49
0.001,14459.433264160156,0.25,7400,749.008642578125,662560,-404.2353209800001,60,10938,662670,82.8
0.001,4742.903050231934,0.26,7401,759.4015197753906,662600,-399.99141482000005,60,10946,662712,82.22
0.001,10187.54771118164,0.27,7402,751.1645690917969,662640,-390.0270397200001,60,10953,662750,81.6
0.001,8517.971942138673,0.27,7403,752.2106018066406,662740,-388.2980699600001,60,10970,662850,81.6
0.001,7804.2494842529295,0.27,7404,753.5024658203125,662840,-383.64250078000003,60,10990,662950,81.6
0.001,10696.690390014648,0.27,7405,748.3647827148437,662940,-381.98792661000005,60,11007,663050,81.6
0.001,8427.613861083984,0.27,7406,764.0910278320313,663040,-385.9081381200001,60,11024,663150,81.6
0.001,8524.621389770507,0.27,7407,746.7680236816407,663140,-389.31148236,60,11039,663250,81.6
0.001,5896.544458007813,0.27,7408,755.3995300292969,663240,-389.36730769,59,11058,663350,81.6
0.001,4915.47746887207,0.27,7409,754.440673828125,663340,-369.35009320000006,59,11078,663450,81.6
0.001,12499.31893005371,0.27,7410,753.2310241699219,663440,-367.01680180000005,59,11093,663550,81.6
0.001,8130.127651977539,0.26,7411,753.7605285644531,663540,-369.19603335000005,59,11112,663650,81.62
0.001,11662.360607910156,0.26,7412,756.4967346191406,663640,-373.3627986500001,59,11128,663750,81.62
0.001,6322.115512084961,0.26,7413,754.6052917480469,663740,-372.5533138200001,59,11144,663850,81.62
0.001,11641.566854858398,0.26,7414,746.8375549316406,663840,-370.96177341000003,59,11162,663950,81.62
0.001,7389.16361694336,0.26,7415,755.9118957519531,663940,-371.38183255,59,11179,664050,81.62
0.001,9884.326104736328,0.26,7416,752.52783203125,664040,-339.27140557999996,59,11196,664150,81.62
0.001,8803.70528717041,0.26,7417,747.875390625,664140,-334.28914408,59,11213,664250,81.62
0.001,9395.835928344726,0.26,7418,750.5056213378906,664240,-336.01938662,59,11232,664350,81.62
0.001,6657.05341796875,0.26,7419,754.9249084472656,664340,-334.03714708,59,11249,664450,81.62
